// Initial random seed:
5489199167147

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1 	  0.00 	  0.00	  0.00	  0.00       10       10  1.00  0.40 
    2 	  0.00 	  0.00	  0.00	  0.00       13        7  1.00  0.40 
    3 	  0.00 	  0.00	  0.00	  0.00       15       10  1.00  0.40 
    4 	  0.00 	  0.00	  0.00	  0.00       13        5  1.00  0.40 
    5 	  0.00 	  0.00	  0.00	  0.00       11       10  1.00  0.40 
    6 	  0.00 	  0.00	  0.00	  0.00       12        6  1.00  0.40 
    7 	  0.00 	  0.00	  0.00	  0.00       14        9  1.00  0.40 
    8 	  0.00 	  0.00	  0.00	  0.00       10       12  1.00  0.40 
    9 	  0.00 	  0.00	  0.00	  0.00       10        8  1.00  0.40 
   10 	 -0.18 	  0.00	  0.07	  0.00       13       13  1.00  0.40 
   11 	 -0.21 	  0.00	  0.09	  0.00       11       13  1.00  0.40 
   12 	  0.03 	  0.00	  0.21	  0.00        9       13  1.00  0.40 
   13 	  0.05 	  0.00	  0.10	  0.00        9        9  1.00  0.40 
   14 	  0.00 	  0.00	  0.00	  0.00        8       11  1.00  0.40 
   15 	  0.00 	  0.00	  0.00	  0.00       13       10  1.00  0.40 
   16 	  0.00 	  0.00	  0.00	  0.00        7       11  1.00  0.40 
   17 	  0.00 	  0.00	  0.00	  0.00       10        8  1.00  0.40 
   18 	  0.00 	  0.00	  0.00	  0.00        9        8  1.00  0.40 
   19 	  0.00 	  0.00	  0.00	  0.00       11       10  1.00  0.40 
   20 	  0.00 	  0.00	  0.00	  0.00       13       12  1.00  0.40 
   21 	  0.00 	  0.00	  0.00	  0.00       14        7  1.00  0.40 
   22 	  0.00 	  0.00	  0.00	  0.00       10       12  1.00  0.40 
   23 	  0.00 	  0.00	  0.00	  0.00        8        9  1.00  0.40 
   24 	  0.00 	  0.00	  0.00	  0.00       11       10  1.00  0.40 
   25 	  0.21 	  0.00	  0.12	  0.00        8       10  1.00  0.40 
   26 	  0.34 	  0.00	  0.18	  0.00       10        9  1.00  0.40 
   27 	  0.62 	  0.00	  0.30	  0.00       11        8  1.00  0.40 
   28 	  0.86 	  0.00	  0.38	  0.00       10       13  1.00  0.40 
   29 	  0.86 	  0.00	  0.38	  0.00       10       13  1.00  0.40 
   30 	  1.33 	  0.00	  0.48	  0.00        9       10  1.00  0.40 
   31 	  1.52 	  0.00	  0.49	  0.00        9       14  1.00  0.40 
   32 	  1.60 	  0.00	  0.50	  0.00       15        7  1.00  0.40 
   33 	  1.71 	  0.00	  0.50	  0.00       11       12  1.00  0.40 
   34 	  1.71 	  0.00	  0.50	  0.00       14       12  1.00  0.40 
   35 	  1.71 	  0.00	  0.50	  0.00        8       10  1.00  0.40 
   36 	  1.71 	  0.00	  0.50	  0.00       11       13  1.00  0.40 
   37 	  1.71 	  0.00	  0.50	  0.00       13        9  1.00  0.40 
   38 	  1.71 	  0.00	  0.50	  0.00       11       14  1.00  0.40 
   39 	  1.71 	  0.00	  0.50	  0.00       12       12  1.00  0.40 
