gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000    7  1.00  0.40 
    2  -0.00   0.00  0.01  0.00  978    6  1.00  0.40 
    3  -0.01   0.00  0.01  0.00 1018    9  1.00  0.40 
    4  -0.01   0.00  0.02  0.00 1052   13  1.00  0.40 
    5  -0.01   0.00  0.03  0.00  988   10  1.00  0.40 
    6  -0.02   0.00  0.04  0.00 1067   13  1.00  0.40 
    7  -0.02   0.00  0.04  0.00 1000   10  1.00  0.40 
    8  -0.02   0.00  0.04  0.00 1030   16  1.00  0.40 
    9  -0.01   0.00  0.05  0.00 1030    9  1.00  0.40 
   10  -0.02   0.00  0.07  0.00 1029    7  1.00  0.40 
   11  -0.02   0.00  0.07  0.00 1001   10  1.00  0.40 
   12  -0.01   0.00  0.07  0.00 1027    9  1.00  0.40 
   13  -0.01   0.00  0.07  0.00  988   10  1.00  0.40 
   14  -0.00   0.00  0.10  0.00 1010   14  1.00  0.40 
   15  -0.01   0.00  0.11  0.00  990   10  1.00  0.40 
   16  -0.01   0.00  0.12  0.00 1003    8  1.00  0.40 
   17  -0.01   0.00  0.13  0.00  982   10  1.00  0.40 
   18  -0.03   0.00  0.13  0.00  978    7  1.00  0.40 
   19  -0.03   0.00  0.12  0.00 1015   12  1.00  0.40 
   20  -0.03   0.00  0.13  0.00  987   14  1.00  0.40 
   21  -0.04   0.00  0.14  0.00  966    7  1.00  0.40 
   22  -0.04   0.00  0.14  0.00 1005   12  1.00  0.40 
   23  -0.05   0.00  0.15  0.00 1009   12  1.00  0.40 
   24  -0.04   0.00  0.14  0.00 1076    9  1.00  0.40 
   25  -0.01   0.00  0.14  0.00 1004   10  1.00  0.40 
   26  -0.01   0.00  0.14  0.00 1012   11  1.00  0.40 
   27  -0.01   0.00  0.15  0.00 1014    9  1.00  0.40 
   28   0.00   0.00  0.17  0.00  984   13  1.00  0.40 
   29   0.01   0.00  0.20  0.00  979   10  1.00  0.40 
   30   0.02   0.00  0.19  0.00  987    7  1.00  0.40 
   31   0.02   0.00  0.19  0.00 1042   10  1.00  0.40 
   32   0.01   0.00  0.21  0.00 1013   11  1.00  0.40 
   33   0.01   0.00  0.20  0.00  981    7  1.00  0.40 
   34  -0.00   0.00  0.19  0.00  924   12  1.00  0.40 
   35  -0.01   0.00  0.21  0.00  977   12  1.00  0.40 
   36   0.01   0.00  0.22  0.00  990    8  1.00  0.40 
   37   0.00   0.00  0.22  0.00  994    5  1.00  0.40 
   38   0.00   0.00  0.23  0.00 1006   10  1.00  0.40 
   39   0.00   0.00  0.24  0.00  982   11  1.00  0.40 
   40   0.01   0.00  0.24  0.00 1011   10  1.00  0.40 
   41   0.01   0.00  0.22  0.00 1019   11  1.00  0.40 
   42   0.03   0.00  0.23  0.00 1043   12  1.00  0.40 
   43   0.02   0.00  0.21  0.00 1008    5  1.00  0.40 
   44   0.01   0.00  0.22  0.00 1029   10  1.00  0.40 
   45   0.00   0.00  0.24  0.00 1010   12  1.00  0.40 
   46   0.00   0.00  0.25  0.00  993   10  1.00  0.40 
   47  -0.01   0.00  0.25  0.00 1009    9  1.00  0.40 
   48  -0.02   0.00  0.27  0.00  999   11  1.00  0.40 
   49  -0.01   0.00  0.29  0.00  989    8  1.00  0.40 
   50  -0.03   0.00  0.28  0.00  995    9  1.00  0.40 
   51  -0.03   0.00  0.26  0.00 1023    8  1.00  0.40 
   52  -0.04   0.00  0.27  0.00  973   12  1.00  0.40 
   53  -0.05   0.00  0.29  0.00 1028    9  1.00  0.40 
   54  -0.06   0.00  0.32  0.00  969   12  1.00  0.40 
   55  -0.05   0.00  0.34  0.00 1037   11  1.00  0.40 
   56  -0.05   0.00  0.36  0.00 1006   11  1.00  0.40 
   57  -0.03   0.00  0.36  0.00  991    9  1.00  0.40 
   58  -0.01   0.00  0.36  0.00  996    8  1.00  0.40 
   59  -0.00   0.00  0.39  0.00  987   10  1.00  0.40 
   60   0.00   0.00  0.43  0.00  977    9  1.00  0.40 
   61   0.01   0.00  0.45  0.00  976    8  1.00  0.40 
   62   0.01   0.00  0.49  0.00 1022    9  1.00  0.40 
   63   0.04   0.00  0.50  0.00  977   14  1.00  0.40 
   64   0.04   0.00  0.51  0.00 1041   13  1.00  0.40 
   65   0.04   0.00  0.52  0.00 1041   10  1.00  0.40 
   66   0.02   0.00  0.52  0.00 1000   11  1.00  0.40 
   67  -0.01   0.00  0.53  0.00  980    9  1.00  0.40 
   68  -0.04   0.00  0.53  0.00 1029   10  1.00  0.40 
   69  -0.05   0.00  0.55  0.00 1006   11  1.00  0.40 
   70  -0.02   0.00  0.54  0.00  990   10  1.00  0.40 
   71  -0.01   0.00  0.53  0.00  990    7  1.00  0.40 
   72  -0.00   0.00  0.51  0.00 1037   10  1.00  0.40 
   73  -0.01   0.00  0.51  0.00  993   11  1.00  0.40 
   74  -0.02   0.00  0.49  0.00  988    8  1.00  0.40 
   75   0.00   0.00  0.49  0.00  996    7  1.00  0.40 
   76   0.01   0.00  0.48  0.00 1028   12  1.00  0.40 
   77   0.03   0.00  0.47  0.00  987   12  1.00  0.40 
   78   0.01   0.00  0.47  0.00  986   10  1.00  0.40 
   79   0.00   0.00  0.47  0.00 1015   11  1.00  0.40 
   80   0.00   0.00  0.47  0.00 1001   11  1.00  0.40 
   81   0.01   0.00  0.46  0.00 1048    9  1.00  0.40 
   82   0.00   0.00  0.46  0.00 1007   10  1.00  0.40 
   83   0.01   0.00  0.46  0.00 1036   11  1.00  0.40 
   84   0.01   0.00  0.45  0.00  977   14  1.00  0.40 
   85   0.00   0.00  0.44  0.00  956    9  1.00  0.40 
   86   0.01   0.00  0.44  0.00  985    8  1.00  0.40 
   87   0.02   0.00  0.45  0.00 1048   12  1.00  0.40 
   88   0.01   0.00  0.46  0.00  988    8  1.00  0.40 
   89   0.03   0.00  0.46  0.00 1016   10  1.00  0.40 
   90   0.03   0.00  0.47  0.00 1005   11  1.00  0.40 
   91   0.03   0.00  0.47  0.00  980   13  1.00  0.40 
   92  -0.01   0.00  0.47  0.00 1011   12  1.00  0.40 
   93   0.01   0.00  0.47  0.00 1036    7  1.00  0.40 
   94   0.02   0.00  0.51  0.00  960    9  1.00  0.40 
   95   0.00   0.00  0.51  0.00 1005    9  1.00  0.40 
   96  -0.01   0.00  0.50  0.00 1032    8  1.00  0.40 
   97  -0.04   0.00  0.50  0.00 1019   11  1.00  0.40 
   98  -0.03   0.00  0.51  0.00  986   12  1.00  0.40 
   99  -0.04   0.00  0.50  0.00  989   11  1.00  0.40 
  100  -0.03   0.00  0.50  0.00 1056   11  1.00  0.40 
  101  -0.03   0.00  0.50  0.00  948   10  1.00  0.40 
  102  -0.02   0.00  0.51  0.00  982   11  1.00  0.40 
  103  -0.01   0.00  0.51  0.00 1023   14  1.00  0.40 
  104  -0.02   0.00  0.50  0.00  985   15  1.00  0.40 
  105   0.01   0.00  0.49  0.00  987   12  1.00  0.40 
  106   0.02   0.00  0.50  0.00 1027   11  1.00  0.40 
  107   0.00   0.00  0.52  0.00 1001    6  1.00  0.40 
  108   0.02   0.00  0.53  0.00  995   11  1.00  0.40 
  109   0.03   0.00  0.51  0.00  977    8  1.00  0.40 
  110   0.02   0.00  0.52  0.00 1022   11  1.00  0.40 
  111   0.03   0.00  0.55  0.00  987   14  1.00  0.40 
  112   0.04   0.00  0.59  0.00 1049   11  1.00  0.40 
  113   0.03   0.00  0.60  0.00 1037   11  1.00  0.40 
  114  -0.01   0.00  0.61  0.00  984   13  1.00  0.40 
  115  -0.02   0.00  0.61  0.00 1023   13  1.00  0.40 
  116  -0.00   0.00  0.62  0.00 1004   12  1.00  0.40 
  117   0.03   0.00  0.60  0.00 1011   11  1.00  0.40 
  118   0.04   0.00  0.60  0.00  988   10  1.00  0.40 
  119   0.04   0.00  0.60  0.00 1008    7  1.00  0.40 
  120   0.04   0.00  0.61  0.00  965   11  1.00  0.40 
  121   0.04   0.00  0.65  0.00 1017    7  1.00  0.40 
  122   0.05   0.00  0.67  0.00 1041   11  1.00  0.40 
  123   0.06   0.00  0.68  0.00  982    9  1.00  0.40 
  124   0.07   0.00  0.68  0.00 1020    9  1.00  0.40 
  125   0.02   0.00  0.69  0.00  988   14  1.00  0.40 
  126   0.05   0.00  0.69  0.00  978    5  1.00  0.40 
  127   0.03   0.00  0.72  0.00  980   10  1.00  0.40 
  128   0.05   0.00  0.76  0.00 1016   13  1.00  0.40 
  129   0.01   0.00  0.79  0.00 1000   13  1.00  0.40 
  130   0.00   0.00  0.82  0.00  939   13  1.00  0.40 
  131  -0.01   0.00  0.84  0.00 1027   11  1.00  0.40 
  132   0.02   0.00  0.86  0.00  979   13  1.00  0.40 
  133   0.02   0.00  0.87  0.00 1003   11  1.00  0.40 
  134   0.04   0.00  0.89  0.00 1025    8  1.00  0.40 
  135   0.04   0.00  0.90  0.00  988   10  1.00  0.40 
  136   0.03   0.00  0.89  0.00  964   12  1.00  0.40 
  137   0.03   0.00  0.87  0.00  989    7  1.00  0.40 
  138   0.06   0.00  0.87  0.00  977    7  1.00  0.40 
  139   0.08   0.00  0.88  0.00 1002   10  1.00  0.40 
  140   0.08   0.00  0.89  0.00 1004   11  1.00  0.40 
  141   0.07   0.00  0.87  0.00 1044    9  1.00  0.40 
  142   0.08   0.00  0.90  0.00  962   10  1.00  0.40 
  143  -0.00   0.00  0.90  0.00  985    9  1.00  0.40 
  144  -0.00   0.00  0.91  0.00 1025   10  1.00  0.40 
  145  -0.03   0.00  0.88  0.00  989    8  1.00  0.40 
  146  -0.06   0.00  0.86  0.00  996   16  1.00  0.40 
  147  -0.01   0.00  0.90  0.00  985   11  1.00  0.40 
  148  -0.02   0.00  0.88  0.00  954    7  1.00  0.40 
  149   0.00   0.00  0.88  0.00  988    8  1.00  0.40 
  150   0.02   0.00  0.85  0.00 1018   11  1.00  0.40 
  151   0.03   0.00  0.83  0.00 1019   13  1.00  0.40 
  152   0.02   0.00  0.81  0.00  969   10  1.00  0.40 
  153   0.05   0.00  0.81  0.00  984    6  1.00  0.40 
  154   0.05   0.00  0.81  0.00  949   10  1.00  0.40 
  155   0.05   0.00  0.84  0.00 1026   13  1.00  0.40 
  156   0.05   0.00  0.85  0.00 1060   10  1.00  0.40 
  157   0.07   0.00  0.84  0.00  999    5  1.00  0.40 
  158   0.08   0.00  0.88  0.00 1006    9  1.00  0.40 
  159   0.11   0.00  0.90  0.00  983    9  1.00  0.40 
  160   0.07   0.00  0.90  0.00  961   13  1.00  0.40 
  161   0.05   0.00  0.91  0.00  989   10  1.00  0.40 
  162   0.04   0.00  0.92  0.00  979    8  1.00  0.40 
  163   0.02   0.00  0.91  0.00 1068    8  1.00  0.40 
  164   0.06   0.00  0.94  0.00  990    9  1.00  0.40 
  165   0.07   0.00  0.95  0.00 1009    9  1.00  0.40 
  166   0.04   0.00  0.93  0.00 1002   15  1.00  0.40 
  167   0.00   0.00  0.95  0.00 1000    9  1.00  0.40 
  168   0.05   0.00  0.93  0.00  999   12  1.00  0.40 
  169   0.04   0.00  0.95  0.00 1021    8  1.00  0.40 
  170   0.02   0.00  0.92  0.00 1021   11  1.00  0.40 
  171   0.03   0.00  0.93  0.00  972    6  1.00  0.40 
  172  -0.02   0.00  0.94  0.00  990   10  1.00  0.40 
  173   0.02   0.00  0.95  0.00  972   11  1.00  0.40 
  174  -0.01   0.00  0.97  0.00 1008   13  1.00  0.40 
  175   0.02   0.00  0.97  0.00  974   10  1.00  0.40 
  176   0.02   0.00  0.98  0.00 1004   10  1.00  0.40 
  177   0.01   0.00  0.98  0.00 1026   14  1.00  0.40 
  178  -0.00   0.00  1.01  0.00  942   13  1.00  0.40 
  179   0.03   0.00  1.03  0.00 1016   13  1.00  0.40 
  180  -0.00   0.00  1.06  0.00  975    9  1.00  0.40 
  181   0.08   0.00  1.07  0.00  992    9  1.00  0.40 
  182   0.06   0.00  1.09  0.00 1009   10  1.00  0.40 
  183   0.09   0.00  1.08  0.00 1035    8  1.00  0.40 
  184   0.06   0.00  1.10  0.00  998   10  1.00  0.40 
  185   0.10   0.00  1.08  0.00 1009   10  1.00  0.40 
  186   0.09   0.00  1.12  0.00 1013   12  1.00  0.40 
