gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00   10 1000  1.00  0.40 
    2   0.00  -0.00  0.00  0.00   12 1003  1.00  0.40 
    3   0.00  -0.00  0.00  0.00    9  993  1.00  0.40 
    4   0.00  -0.00  0.00  0.00   13 1011  1.00  0.40 
    5   0.00  -0.00  0.00  0.00    8  982  1.00  0.40 
    6   0.00  -0.00  0.00  0.01   11  979  1.00  0.40 
    7  -0.39  -0.00  0.18  0.01    5  960  1.00  0.40 
    8  -1.76  -0.00  0.69  0.00    4 1004  1.00  0.40 
    9  -1.86  -0.00  0.59  0.01   10  976  1.00  0.40 
   10  -1.93  -0.00  0.50  0.01    6 1017  1.00  0.40 
   11   0.00  -0.01  0.00  0.01    9 1005  1.00  0.40 
   12   0.00  -0.00  0.00  0.00   11 1004  1.00  0.40 
   13   0.00  -0.00  0.00  0.01   11  997  1.00  0.40 
   14   0.00  -0.00  0.00  0.00    8 1043  1.00  0.40 
   15   0.00  -0.00  0.00  0.00    5 1026  1.00  0.40 
   16   0.00  -0.00  0.00  0.00    8 1006  1.00  0.40 
   17   0.00   0.00  0.00  0.00    7 1024  1.00  0.40 
   18   0.00   0.00  0.00  0.00   11 1027  1.00  0.40 
   19   0.00   0.00  0.00  0.00    6  983  1.00  0.40 
   20   0.00  -0.00  0.00  0.00   10 1002  1.00  0.40 
   21   0.00  -0.00  0.00  0.00    8 1025  1.00  0.40 
   22   0.00  -0.00  0.00  0.00   11 1031  1.00  0.40 
   23   0.00   0.00  0.00  0.00    6 1006  1.00  0.40 
   24   0.00   0.00  0.00  0.00    6  989  1.00  0.40 
   25   0.00  -0.00  0.00  0.00   12 1003  1.00  0.40 
   26  -0.16   0.00  0.18  0.00    5 1036  1.00  0.40 
   27  -0.78   0.00  0.50  0.00    3  999  1.00  0.40 
   28   0.00   0.00  0.00  0.00    9 1047  1.00  0.40 
   29   0.00   0.00  0.00  0.00   11  982  1.00  0.40 
   30   0.21   0.00  0.15  0.00    6  993  1.00  0.40 
   31   1.28  -0.00  0.50  0.00    3  982  1.00  0.40 
   32   0.00   0.00  0.00  0.00    9 1010  1.00  0.40 
   33   0.00   0.00  0.00  0.00   11  956  1.00  0.40 
   34   0.00   0.00  0.00  0.00   11  974  1.00  0.40 
   35   0.00   0.00  0.00  0.00    8  982  1.00  0.40 
   36   0.00   0.00  0.00  0.00   12  998  1.00  0.40 
   37   0.00   0.00  0.00  0.00    9 1004  1.00  0.40 
   38   0.00   0.00  0.00  0.01   14 1032  1.00  0.40 
   39   0.00   0.00  0.00  0.01   11 1006  1.00  0.40 
   40   0.00  -0.00  0.00  0.01    9 1004  1.00  0.40 
   41   0.00  -0.00  0.00  0.01   10 1023  1.00  0.40 
   42   0.00  -0.00  0.00  0.01   13 1003  1.00  0.40 
   43  -0.07  -0.00  0.10  0.01    9  989  1.00  0.40 
   44  -0.26  -0.00  0.34  0.01    7 1014  1.00  0.40 
   45  -0.51  -0.00  0.48  0.01   11 1001  1.00  0.40 
   46  -0.53  -0.00  0.66  0.01   12 1006  1.00  0.40 
   47  -0.51  -0.00  0.88  0.01   11  977  1.00  0.40 
