gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  108  106  1.00  0.40 
    2   0.00   0.00  0.00  0.00  107  101  1.00  0.40 
    3  -0.00   0.00  0.01  0.00  109   96  1.00  0.40 
    4   0.00  -0.01  0.00  0.01  102   93  1.00  0.40 
    5  -0.00   0.00  0.01  0.00   86   86  1.00  0.40 
    6  -0.01   0.00  0.03  0.00  105  105  1.00  0.40 
    7  -0.01   0.00  0.02  0.00  110  100  1.00  0.40 
    8   0.01   0.00  0.03  0.00   94   95  1.00  0.40 
    9  -0.01   0.00  0.02  0.00  100   89  1.00  0.40 
   10  -0.00   0.00  0.01  0.00  100  106  1.00  0.40 
   11  -0.01   0.00  0.02  0.00   96   99  1.00  0.40 
   12   0.00   0.00  0.03  0.00   96   98  1.00  0.40 
   13   0.00   0.00  0.06  0.00   94  103  1.00  0.40 
   14   0.01   0.00  0.08  0.00  118   94  1.00  0.40 
   15   0.00   0.00  0.08  0.00   96   94  1.00  0.40 
   16  -0.02   0.00  0.10  0.00  114   98  1.00  0.40 
   17  -0.02   0.00  0.14  0.00   92   98  1.00  0.40 
   18   0.03   0.00  0.21  0.00   91  100  1.00  0.40 
   19   0.07  -0.00  0.26  0.01   92   94  1.00  0.40 
   20   0.19  -0.00  0.27  0.01   94  106  1.00  0.40 
   21   0.27  -0.00  0.38  0.01  108  116  1.00  0.40 
   22   0.41   0.00  0.47  0.00  104  111  1.00  0.40 
   23   0.66   0.00  0.58  0.00  105  109  1.00  0.40 
   24   0.88   0.00  0.62  0.00  104  108  1.00  0.40 
   25   0.99   0.00  0.67  0.00   99  115  1.00  0.40 
   26   1.09   0.00  0.71  0.00  106   94  1.00  0.40 
   27   1.24   0.00  0.72  0.00  112  109  1.00  0.40 
   28   1.20   0.00  0.76  0.00  109   94  1.00  0.40 
   29   1.15   0.01  0.83  0.01   97  113  1.00  0.40 
   30   1.23   0.01  0.85  0.01   94   94  1.00  0.40 
   31   1.45   0.02  0.89  0.02   92   93  1.00  0.40 
   32   1.63   0.02  0.93  0.02  101  102  1.00  0.40 
   33   1.66   0.02  0.93  0.02   96   93  1.00  0.40 
   34   1.75   0.01  0.99  0.01   98   94  1.00  0.40 
   35   1.83   0.03  0.99  0.03  104   94  1.00  0.40 
   36   1.91   0.07  0.95  0.06  109   92  1.00  0.40 
   37   2.00   0.11  0.96  0.10  113   97  1.00  0.40 
   38   2.06   0.10  1.00  0.09   98  101  1.00  0.40 
   39   2.13   0.14  1.07  0.12   89  106  1.00  0.40 
   40   2.16   0.16  1.04  0.14   97  113  1.00  0.40 
   41   2.25   0.18  1.07  0.15   86  107  1.00  0.40 
   42   2.29   0.25  1.08  0.21  102  104  1.00  0.40 
   43   2.34   0.28  1.12  0.23  107  115  1.00  0.40 
   44   2.52   0.38  1.20  0.30   98  107  1.00  0.40 
   45   2.79   0.48  1.15  0.35   95   92  1.00  0.40 
   46   2.78   0.55  1.12  0.39   95  105  1.00  0.40 
   47   3.08   0.49  1.11  0.36   99  121  1.00  0.40 
   48   3.32   0.56  1.09  0.40  105  112  1.00  0.40 
   49   3.46   0.64  1.12  0.42   98  100  1.00  0.40 
   50   3.48   0.71  1.13  0.45   99   98  1.00  0.40 
   51   3.53   0.79  1.08  0.48   97   91  1.00  0.40 
   52   3.53   0.84  1.07  0.50  103   91  1.00  0.40 
   53   3.66   0.82  1.08  0.49  101  102  1.00  0.40 
   54   3.74   0.91  1.08  0.51  105   99  1.00  0.40 
   55   3.87   0.98  1.05  0.53   91  105  1.00  0.40 
   56   3.80   0.97  1.04  0.53   99   95  1.00  0.40 
   57   3.87   1.08  1.02  0.53  103   97  1.00  0.40 
   58   3.91   1.24  1.01  0.52  110   95  1.00  0.40 
   59   3.89   1.32  1.01  0.50   88  109  1.00  0.40 
   60   2.21   1.51  0.51  0.45  100  106  1.00  0.40 
   61   2.18   1.64  0.51  0.41   94  103  1.00  0.40 
   62   2.16   1.73  0.51  0.41   91  112  1.00  0.40 
   63   2.19   1.71  0.52  0.40   93   92  1.00  0.40 
   64   2.15   1.91  0.55  0.28  100   96  1.00  0.40 
   65   2.13   1.95  0.56  0.29  118   99  1.00  0.40 
   66   2.02   1.99  0.54  0.28  101  104  1.00  0.40 
   67   1.89   2.04  0.54  0.24   87  101  1.00  0.40 
   68   1.74   2.15  0.53  0.20   95  101  1.00  0.40 
   69   1.42   2.13  0.46  0.20  106  104  1.00  0.40 
   70   1.34   2.09  0.44  0.20   99   92  1.00  0.40 
   71   1.01   2.07  0.38  0.26   95   99  1.00  0.40 
   72   0.81   2.08  0.33  0.23   91   95  1.00  0.40 
   73   0.69   2.07  0.28  0.23  105   99  1.00  0.40 
   74   0.61   2.03  0.26  0.28   99  107  1.00  0.40 
   75   0.45   2.03  0.21  0.29  108   95  1.00  0.40 
   76   0.44   1.99  0.20  0.37   98   85  1.00  0.40 
   77   0.34   1.96  0.17  0.45  103   97  1.00  0.40 
   78   0.40   1.94  0.20  0.41   89  106  1.00  0.40 
   79   0.37   1.89  0.18  0.48   93   87  1.00  0.40 
   80   0.21   1.81  0.10  0.53   94  100  1.00  0.40 
   81   0.13   1.80  0.10  0.51   98   95  1.00  0.40 
   82   0.17   1.75  0.11  0.55   90   97  1.00  0.40 
   83   0.21   1.60  0.13  0.56  103  103  1.00  0.40 
   84   0.21   1.52  0.16  0.65  100   99  1.00  0.40 
   85   0.19   1.33  0.14  0.63  105   99  1.00  0.40 
   86   0.11   1.16  0.12  0.63  109   92  1.00  0.40 
   87   0.16   0.98  0.17  0.56  102   90  1.00  0.40 
   88   0.34   0.89  0.22  0.57   96  103  1.00  0.40 
   89   0.44   0.73  0.27  0.51   94  111  1.00  0.40 
   90   0.47   0.62  0.30  0.46   95   91  1.00  0.40 
   91   0.67   0.56  0.43  0.42  117   97  1.00  0.40 
   92   1.03   0.51  0.62  0.41   83   98  1.00  0.40 
   93   1.37   0.37  0.75  0.30  109   99  1.00  0.40 
   94   1.53   0.36  0.80  0.30  101  112  1.00  0.40 
   95   1.95   0.31  0.97  0.27   94  105  1.00  0.40 
   96   2.44   0.28  1.12  0.26   96  107  1.00  0.40 
   97   2.87   0.31  1.25  0.29  112  102  1.00  0.40 
   98   3.17   0.30  1.31  0.29   91   85  1.00  0.40 
   99   3.41   0.31  1.28  0.31  107  108  1.00  0.40 
  100   3.51   0.27  1.32  0.28   87   97  1.00  0.40 
  101   3.58   0.28  1.31  0.30   94  100  1.00  0.40 
  102   3.62   0.35  1.32  0.35   98  102  1.00  0.40 
  103   3.59   0.38  1.36  0.38   98  106  1.00  0.40 
  104   3.65   0.41  1.38  0.40   91  100  1.00  0.40 
  105   0.14   0.40  0.41  0.40   87  106  1.00  0.40 
  106   0.18   0.45  0.44  0.47  119   97  1.00  0.40 
  107   0.16   0.39  0.51  0.41   89   93  1.00  0.40 
