// Initial random seed:
2469726212494

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00    10000    10000  1.00  0.40 
    2      -0.00      -0.00      0.01      0.00    10074     9997  1.00  0.40 
    3      -0.00      -0.00      0.03      0.00     9993     9902  1.00  0.40 
    4      -0.00      -0.00      0.05      0.00     9978    10127  1.00  0.40 
    5      -0.01      -0.00      0.08      0.00    10016    10064  1.00  0.40 
    6      -0.01      -0.00      0.11      0.00    10004     9890  1.00  0.40 
    7      -0.02      -0.00      0.15      0.00    10030    10095  1.00  0.40 
    8      -0.02      -0.00      0.21      0.00    10067    10152  1.00  0.40 
    9      -0.04      -0.00      0.29      0.01    10018     9949  1.00  0.40 
   10      -0.06      -0.00      0.39      0.01    10253    10018  1.00  0.40 
   11      -0.07      -0.00      0.52      0.01    10011     9992  1.00  0.40 
   12      -0.10       0.00      0.68      0.01    10073    10091  1.00  0.40 
   13      -0.14      -0.00      0.85      0.01     9973     9912  1.00  0.40 
   14      -0.17      -0.00      1.06      0.01     9900     9973  1.00  0.40 
   15      -0.19      -0.00      1.27      0.01     9997     9995  1.00  0.40 
   16      -0.22      -0.00      1.47      0.01    10025    10055  1.00  0.40 
   17      -0.23      -0.00      1.68      0.01     9886    10068  1.00  0.40 
   18      -0.25      -0.00      1.85      0.01    10118    10042  1.00  0.40 
   19      -0.24      -0.00      1.98      0.01     9947    10063  1.00  0.40 
   20      -0.24      -0.00      2.08      0.01    10053    10040  1.00  0.40 
   21      -0.23      -0.00      2.16      0.01    10030    10000  1.00  0.40 
   22      -0.22      -0.00      2.22      0.01    10058    10051  1.00  0.40 
   23      -0.16      -0.00      2.27      0.01    10055     9983  1.00  0.40 
   24      -0.11      -0.00      2.31      0.02    10178     9953  1.00  0.40 
   25      -0.08      -0.00      2.35      0.02    10146    10045  1.00  0.40 
   26      -0.06      -0.00      2.37      0.02    10102     9879  1.00  0.40 
   27      -0.05      -0.00      2.39      0.02    10133    10018  1.00  0.40 
   28      -0.06      -0.00      2.41      0.03    10079     9997  1.00  0.40 
   29      -0.05      -0.00      2.43      0.03    10053    10028  1.00  0.40 
   30      -0.00      -0.00      2.44      0.03     9935     9839  1.00  0.40 
   31      -0.00      -0.00      2.47      0.04    10010     9862  1.00  0.40 
   32       0.03      -0.00      2.50      0.05    10101     9911  1.00  0.40 
   33       0.04      -0.01      2.52      0.05     9884    10049  1.00  0.40 
   34       0.04      -0.01      2.55      0.06     9993     9984  1.00  0.40 
   35       0.03      -0.02      2.57      0.07    10026     9885  1.00  0.40 
   36       0.07      -0.01      2.60      0.08    10033    10001  1.00  0.40 
   37       0.09      -0.02      2.61      0.09    10093     9788  1.00  0.40 
   38       0.13      -0.02      2.61      0.10     9873     9889  1.00  0.40 
   39       0.12      -0.02      2.64      0.12    10060     9949  1.00  0.40 
   40       0.10      -0.02      2.67      0.14    10077    10037  1.00  0.40 
   41       0.12      -0.03      2.69      0.15     9971     9920  1.00  0.40 
   42       0.15      -0.04      2.72      0.18     9962     9944  1.00  0.40 
   43       0.17      -0.03      2.72      0.19    10074     9905  1.00  0.40 
   44       0.18      -0.02      2.72      0.22    10076     9902  1.00  0.40 
   45       0.19      -0.01      2.74      0.24     9977     9957  1.00  0.40 
   46       0.19      -0.01      2.75      0.27     9897    10103  1.00  0.40 
   47       0.19      -0.00      2.77      0.31    10084    10060  1.00  0.40 
   48       0.20      -0.00      2.79      0.34     9963     9982  1.00  0.40 
   49       0.22       0.01      2.82      0.38     9913     9918  1.00  0.40 
   50       0.20       0.03      2.84      0.42     9986    10005  1.00  0.40 
   51       0.15       0.05      2.85      0.46     9990    10046  1.00  0.40 
   52       0.15       0.07      2.88      0.50     9924    10064  1.00  0.40 
   53       0.15       0.09      2.93      0.55    10036    10010  1.00  0.40 
   54       0.18       0.10      2.95      0.59    10089     9959  1.00  0.40 
   55       0.16       0.12      2.98      0.64     9967     9920  1.00  0.40 
   56       0.19       0.15      3.00      0.69    10092    10067  1.00  0.40 
   57       0.16       0.19      3.02      0.72    10009     9942  1.00  0.40 
   58       0.16       0.21      3.01      0.75     9891    10036  1.00  0.40 
   59       0.11       0.23      3.02      0.79     9927    10043  1.00  0.40 
   60       0.07       0.24      3.01      0.81    10028    10056  1.00  0.40 
   61       0.04       0.26      3.01      0.86     9936     9913  1.00  0.40 
   62       0.03       0.30      3.03      0.89     9987     9995  1.00  0.40 
   63      -0.03       0.30      3.05      0.92     9913    10024  1.00  0.40 
   64      -0.06       0.34      3.07      0.95    10027     9958  1.00  0.40 
   65      -0.10       0.35      3.08      0.97     9948     9931  1.00  0.40 
   66      -0.11       0.36      3.09      1.01    10017     9927  1.00  0.40 
   67      -0.13       0.35      3.13      1.04     9999    10020  1.00  0.40 
   68      -0.16       0.34      3.13      1.06    10061    10060  1.00  0.40 
   69      -0.21       0.34      3.16      1.08    10022    10013  1.00  0.40 
   70      -0.23       0.34      3.18      1.11     9985     9961  1.00  0.40 
   71      -0.24       0.34      3.20      1.13     9908     9891  1.00  0.40 
   72      -0.30       0.35      3.22      1.15     9999     9848  1.00  0.40 
   73      -0.32       0.32      3.23      1.17     9984    10058  1.00  0.40 
   74      -0.36       0.31      3.27      1.20    10063    10057  1.00  0.40 
   75      -0.35       0.25      3.31      1.23     9982    10097  1.00  0.40 
   76      -0.40       0.23      3.34      1.25    10197    10064  1.00  0.40 
   77      -0.44       0.21      3.36      1.28    10049    10064  1.00  0.40 
   78      -0.47       0.20      3.41      1.30     9962    10015  1.00  0.40 
   79      -0.52       0.13      3.40      1.32    10034    10107  1.00  0.40 
   80      -0.56       0.07      3.42      1.33     9867    10045  1.00  0.40 
   81      -0.54      -0.04      3.45      1.36     9924    10090  1.00  0.40 
   82      -0.52      -0.15      3.51      1.38    10108     9966  1.00  0.40 
   83      -0.51      -0.21      3.55      1.41     9951     9932  1.00  0.40 
   84      -0.52      -0.31      3.57      1.43     9867     9961  1.00  0.40 
   85      -0.45      -0.43      3.61      1.45     9960    10069  1.00  0.40 
   86      -0.35      -0.56      3.67      1.47    10074     9993  1.00  0.40 
   87      -0.28      -0.66      3.72      1.48     9963    10030  1.00  0.40 
   88      -0.22      -0.76      3.76      1.49    10007    10028  1.00  0.40 
   89      -0.09      -0.87      3.81      1.50    10006    10046  1.00  0.40 
