// Initial random seed:
5489219168080

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1 	  0.00 	  0.00	  0.00	  0.00       10       10  1.00  0.40 
    2 	  0.00 	  0.00	  0.00	  0.00       10       11  1.00  0.40 
    3 	  0.00 	  0.16	  0.00	  0.12        9        8  1.00  0.40 
    4 	  0.00 	  0.19	  0.00	  0.14        8       13  1.00  0.40 
    5 	  0.00 	  0.23	  0.00	  0.17       11       11  1.00  0.40 
    6 	  0.00 	  0.13	  0.00	  0.10       13       10  1.00  0.40 
    7 	  0.00 	  0.13	  0.00	  0.10        8       10  1.00  0.40 
    8 	  0.00 	  0.31	  0.00	  0.22       12        8  1.00  0.40 
    9 	  0.00 	  0.19	  0.00	  0.14       14       13  1.00  0.40 
   10 	  0.00 	  0.23	  0.00	  0.17        8       11  1.00  0.40 
   11 	  0.00 	  0.10	  0.00	  0.08       13       12  1.00  0.40 
   12 	  0.00 	  0.28	  0.00	  0.20       10        9  1.00  0.40 
   13 	  0.00 	  0.25	  0.00	  0.18        7       10  1.00  0.40 
   14 	  0.00 	  0.36	  0.00	  0.24       10        7  1.00  0.40 
   15 	  0.00 	  0.21	  0.00	  0.15       11       12  1.00  0.40 
   16 	  0.00 	  0.11	  0.00	  0.09       17       11  1.00  0.40 
   17 	  0.07 	  0.25	  0.08	  0.18       12       10  1.00  0.40 
   18 	  0.09 	  0.13	  0.10	  0.10        9       10  1.00  0.40 
   19 	  0.06 	  0.28	  0.07	  0.20       14        9  1.00  0.40 
   20 	  0.00 	  0.14	  0.00	  0.10       11        9  1.00  0.40 
   21 	  0.00 	  0.00	  0.00	  0.00        6        9  1.00  0.40 
   22 	  0.00 	  0.00	  0.00	  0.00       13       15  1.00  0.40 
   23 	  0.00 	  0.00	  0.00	  0.00       11        6  1.00  0.40 
   24 	  0.00 	  0.00	  0.00	  0.00        9       11  1.00  0.40 
   25 	  0.00 	  0.00	  0.00	  0.00       11        7  1.00  0.40 
   26 	  0.00 	  0.00	  0.00	  0.00       15       11  1.00  0.40 
   27 	  0.00 	  0.00	  0.00	  0.00       12       10  1.00  0.40 
   28 	  0.00 	  0.00	  0.00	  0.00        7        9  1.00  0.40 
   29 	  0.00 	  0.00	  0.00	  0.00        9       13  1.00  0.40 
   30 	  0.00 	  0.00	  0.00	  0.00        8       10  1.00  0.40 
   31 	  0.00 	 -0.02	  0.00	  0.08        9       12  1.00  0.40 
   32 	  0.00 	 -0.02	  0.00	  0.10       12        9  1.00  0.40 
   33 	  0.00 	  0.00	  0.00	  0.00       12       11  1.00  0.40 
   34 	  0.15 	  0.00	  0.12	  0.00        8       15  1.00  0.40 
   35 	  0.27 	  0.00	  0.24	  0.00       15        9  1.00  0.40 
   36 	  0.00 	  0.00	  0.00	  0.00        4        9  1.00  0.40 
   37 	  0.00 	  0.00	  0.00	  0.00        9        4  1.00  0.40 
   38 	  0.00 	  0.00	  0.00	  0.00       12        8  1.00  0.40 
   39 	  0.00 	  0.00	  0.00	  0.00        8       11  1.00  0.40 
   40 	  0.00 	  0.00	  0.00	  0.00       13        8  1.00  0.40 
   41 	  0.00 	  0.00	  0.00	  0.00       10       11  1.00  0.40 
   42 	  0.00 	  0.00	  0.00	  0.00        9       14  1.00  0.40 
   43 	  0.00 	  0.00	  0.00	  0.00        9       13  1.00  0.40 
   44 	  0.00 	  0.00	  0.00	  0.00       10       12  1.00  0.40 
   45 	  0.00 	  0.00	  0.00	  0.00       10        9  1.00  0.40 
   46 	  0.00 	  0.00	  0.00	  0.00        9       12  1.00  0.40 
   47 	  0.00 	  0.00	  0.00	  0.00       11        9  1.00  0.40 
   48 	  0.00 	  0.00	  0.00	  0.00        9       11  1.00  0.40 
   49 	  0.00 	  0.00	  0.00	  0.00       12        7  1.00  0.40 
   50 	  0.00 	  0.00	  0.00	  0.00       17       13  1.00  0.40 
   51 	  0.00 	  0.00	  0.00	  0.00       11       13  1.00  0.40 
   52 	  0.00 	  0.00	  0.00	  0.00        7       11  1.00  0.40 
   53 	  0.00 	  0.00	  0.00	  0.00       10       10  1.00  0.40 
   54 	  0.00 	  0.00	  0.00	  0.00        9        6  1.00  0.40 
   55 	  0.00 	  0.00	  0.00	  0.00       12       10  1.00  0.40 
   56 	  0.00 	  0.00	  0.00	  0.00       15        9  1.00  0.40 
   57 	  0.00 	  0.00	  0.00	  0.00       12        5  1.00  0.40 
   58 	 -0.01 	  0.00	  0.07	  0.00       13       10  1.00  0.40 
   59 	 -0.02 	  0.00	  0.10	  0.00        9       11  1.00  0.40 
   60 	 -0.02 	  0.00	  0.09	  0.00       11        6  1.00  0.40 
   61 	  0.00 	  0.00	  0.00	  0.00        8       11  1.00  0.40 
   62 	  0.00 	  0.00	  0.00	  0.00       10        9  1.00  0.40 
   63 	  0.00 	  0.00	  0.00	  0.00        8        9  1.00  0.40 
   64 	  0.00 	  0.00	  0.00	  0.00       13        8  1.00  0.40 
   65 	  0.00 	  0.00	  0.00	  0.00        8       10  1.00  0.40 
   66 	  0.00 	  0.00	  0.00	  0.00        7       10  1.00  0.40 
   67 	  0.00 	  0.00	  0.00	  0.00        7        8  1.00  0.40 
   68 	  0.00 	  0.00	  0.00	  0.00       11        7  1.00  0.40 
   69 	  0.00 	  0.00	  0.00	  0.00        9       12  1.00  0.40 
   70 	  0.00 	  0.00	  0.00	  0.00       14       13  1.00  0.40 
   71 	  0.00 	  0.00	  0.00	  0.00       11        7  1.00  0.40 
   72 	  0.00 	  0.00	  0.00	  0.00        8       12  1.00  0.40 
   73 	  0.00 	  0.00	  0.00	  0.00       13        8  1.00  0.40 
   74 	  0.00 	  0.00	  0.00	  0.00       11       12  1.00  0.40 
   75 	  0.08 	  0.00	  0.06	  0.00       16       11  1.00  0.40 
   76 	  0.11 	  0.00	  0.09	  0.00       11       13  1.00  0.40 
   77 	  0.11 	  0.00	  0.08	  0.00       12       11  1.00  0.40 
   78 	  0.25 	  0.00	  0.18	  0.00       10       15  1.00  0.40 
   79 	  0.63 	  0.00	  0.38	  0.00        8       12  1.00  0.40 
   80 	  0.63 	  0.00	  0.38	  0.00       12        8  1.00  0.40 
   81 	  0.74 	  0.00	  0.41	  0.00       12       10  1.00  0.40 
   82 	  1.05 	  0.00	  0.49	  0.00        6        9  1.00  0.40 
   83 	  1.16 	  0.00	  0.59	  0.00       10       12  1.00  0.40 
   84 	  1.29 	  0.00	  0.62	  0.00        8       13  1.00  0.40 
   85 	  1.28 	  0.00	  0.59	  0.00       10        9  1.00  0.40 
   86 	  1.31 	  0.00	  0.70	  0.00        9        9  1.00  0.40 
   87 	  1.35 	  0.00	  0.84	  0.00        7       11  1.00  0.40 
   88 	  1.37 	  0.00	  0.89	  0.00       15       12  1.00  0.40 
   89 	  1.40 	  0.00	  0.96	  0.00        7       10  1.00  0.40 
   90 	  1.41 	  0.00	  0.97	  0.00        8       10  1.00  0.40 
   91 	  1.41 	  0.00	  0.97	  0.00        8       10  1.00  0.40 
   92 	  1.38 	  0.00	  0.93	  0.00        8        8  1.00  0.40 
   93 	  1.38 	  0.00	  0.93	  0.00        8        8  1.00  0.40 
   94 	  1.40 	  0.00	  0.95	  0.00       10       12  1.00  0.40 
   95 	  1.38 	  0.00	  0.92	  0.00       10       13  1.00  0.40 
   96 	  1.38 	  0.00	  0.92	  0.00       10       12  1.00  0.40 
   97 	  1.39 	  0.00	  0.94	  0.00        6       13  1.00  0.40 
   98 	  1.39 	  0.00	  0.93	  0.00       11       13  1.00  0.40 
   99 	  1.42 	  0.00	  0.98	  0.00       10       11  1.00  0.40 
  100 	  1.43 	  0.00	  0.99	  0.00        8       10  1.00  0.40 
  101 	  1.44 	  0.00	  1.00	  0.00       12        7  1.00  0.40 
  102 	  1.43 	  0.00	  0.99	  0.00        8       11  1.00  0.40 
  103 	  1.46 	  0.00	  1.00	  0.00        7       12  1.00  0.40 
  104 	  1.46 	  0.00	  1.00	  0.00        9       10  1.00  0.40 
  105 	  1.46 	  0.00	  1.00	  0.00        5        7  1.00  0.40 
  106 	  1.46 	  0.00	  1.00	  0.00       12       11  1.00  0.40 
  107 	  1.46 	  0.00	  1.00	  0.00        9        7  1.00  0.40 
  108 	  1.46 	  0.00	  1.00	  0.00       10        9  1.00  0.40 
  109 	  1.46 	  0.00	  1.00	  0.00        9       10  1.00  0.40 
  110 	  1.46 	  0.00	  1.00	  0.00       14        9  1.00  0.40 
