// Initial random seed:
1615955863650

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  114   94  1.00  0.40 
    2  -0.01   0.00  0.01  0.00   97  103  1.00  0.40 
    3  -0.03   0.00  0.02  0.00   84   97  1.00  0.40 
    4  -0.04   0.00  0.04  0.00   94   92  1.00  0.40 
    5  -0.07   0.00  0.08  0.00   94  105  1.00  0.40 
    6  -0.13   0.00  0.15  0.00  100   95  1.00  0.40 
    7  -0.17   0.00  0.20  0.00  106  104  1.00  0.40 
    8  -0.26   0.00  0.30  0.00  113   95  1.00  0.40 
    9  -0.25   0.00  0.31  0.00  113  102  1.00  0.40 
   10  -0.45   0.00  0.41  0.00   87   98  1.00  0.40 
   11  -0.51   0.00  0.43  0.00  103  113  1.00  0.40 
   12  -0.62   0.00  0.47  0.00  106  104  1.00  0.40 
   13  -0.71   0.00  0.52  0.00  114  110  1.00  0.40 
   14  -0.77   0.01  0.52  0.01  122  108  1.00  0.40 
   15  -0.82   0.01  0.54  0.01  106   96  1.00  0.40 
   16  -0.88   0.00  0.55  0.00  109   91  1.00  0.40 
   17  -0.89   0.00  0.57  0.00  113   99  1.00  0.40 
   18  -0.98   0.00  0.61  0.00  104   87  1.00  0.40 
   19  -1.06   0.00  0.69  0.00   89   94  1.00  0.40 
   20  -1.17   0.00  0.73  0.00   92  106  1.00  0.40 
   21  -1.23   0.00  0.81  0.00  102   91  1.00  0.40 
   22  -1.30   0.00  0.82  0.00  111   97  1.00  0.40 
   23  -1.29   0.00  0.85  0.00   88  106  1.00  0.40 
   24  -1.34   0.00  0.89  0.00  106  100  1.00  0.40 
   25  -1.31   0.00  0.85  0.00  105  107  1.00  0.40 
   26  -1.37   0.00  0.83  0.00  108  101  1.00  0.40 
   27  -1.35   0.00  0.85  0.00  111   98  1.00  0.40 
   28  -1.43   0.00  0.92  0.00  102  112  1.00  0.40 
   29  -1.54   0.00  0.98  0.00   96   92  1.00  0.40 
   30  -1.59   0.00  0.99  0.00  104  103  1.00  0.40 
   31  -1.53   0.00  0.99  0.00   87  102  1.00  0.40 
   32  -1.55   0.00  1.01  0.00   97   98  1.00  0.40 
   33  -1.65   0.00  1.09  0.00  102  101  1.00  0.40 
   34  -1.67   0.00  1.11  0.00  119  108  1.00  0.40 
   35  -1.72   0.00  1.12  0.00  104  101  1.00  0.40 
   36  -1.78   0.00  1.17  0.00  101   91  1.00  0.40 
   37  -1.89   0.00  1.25  0.01  100  100  1.00  0.40 
   38  -1.89   0.00  1.27  0.00  116  101  1.00  0.40 
   39  -1.85   0.00  1.21  0.00  113  109  1.00  0.40 
   40  -1.82   0.00  1.19  0.00   92  107  1.00  0.40 
   41  -1.87   0.00  1.26  0.00   96   96  1.00  0.40 
   42  -1.85   0.00  1.29  0.00  109   91  1.00  0.40 
   43  -1.85   0.00  1.22  0.00   98   96  1.00  0.40 
   44  -1.89   0.00  1.38  0.00   90  110  1.00  0.40 
   45  -1.87   0.00  1.39  0.00   99  103  1.00  0.40 
   46  -1.90   0.02  1.40  0.01  100   97  1.00  0.40 
   47  -1.93   0.00  1.45  0.00  100   99  1.00  0.40 
   48  -1.94   0.00  1.44  0.00  105  103  1.00  0.40 
   49  -1.88   0.00  1.35  0.00  100  105  1.00  0.40 
   50  -1.90   0.00  1.35  0.00  112   99  1.00  0.40 
   51  -1.94   0.00  1.37  0.00  103  100  1.00  0.40 
   52  -2.00   0.00  1.49  0.00  109  107  1.00  0.40 
   53  -2.00   0.00  1.58  0.00   89   89  1.00  0.40 
   54  -1.97   0.00  1.48  0.00  109   95  1.00  0.40 
   55  -1.99   0.00  1.53  0.00   96   96  1.00  0.40 
   56  -2.10   0.00  1.67  0.00   81   97  1.00  0.40 
   57  -2.18   0.00  1.69  0.00   94  101  1.00  0.40 
   58  -2.21   0.00  1.68  0.00  108   97  1.00  0.40 
   59  -2.23   0.00  1.68  0.00  102   94  1.00  0.40 
   60  -2.24   0.00  1.69  0.00   97  108  1.00  0.40 
   61  -2.19   0.00  1.63  0.00  105  114  1.00  0.40 
   62  -2.25   0.00  1.71  0.00  103  102  1.00  0.40 
   63  -2.29   0.00  1.69  0.00   97  106  1.00  0.40 
   64  -2.32   0.00  1.72  0.00   90  110  1.00  0.40 
   65  -2.41   0.00  1.69  0.00  110  100  1.00  0.40 
   66  -2.42   0.00  1.63  0.00  108   98  1.00  0.40 
   67  -2.42   0.00  1.70  0.00  114  104  1.00  0.40 
   68  -2.44   0.00  1.68  0.00   93   85  1.00  0.40 
   69  -2.52   0.00  1.69  0.00  105   99  1.00  0.40 
   70  -2.49   0.00  1.68  0.00  100  100  1.00  0.40 
   71  -2.53   0.00  1.66  0.00  100   98  1.00  0.40 
   72  -2.55   0.00  1.64  0.00   90   91  1.00  0.40 
   73  -2.56   0.00  1.65  0.00  105   98  1.00  0.40 
#WARNING (Genome_Class::ExecuteMethod_removeMutations): removeMutations() should probably not be called from an late() event in a nonWF model; the removed mutation(s) will still influence fitness values until partway through the next generation.
   74  -2.57   0.01  1.66  0.01  104  102  1.00  0.40 
   75  -1.47   0.00  1.09  0.00   96  105  1.00  0.40 
   76  -1.49   0.00  1.07  0.00  105   90  1.00  0.40 
   77  -1.51   0.00  0.99  0.00  107  100  1.00  0.40 
   78  -1.50   0.00  1.01  0.00  107   88  1.00  0.40 
   79  -1.53   0.00  0.93  0.00  112   90  1.00  0.40 
   80  -1.52   0.00  0.92  0.00   92   90  1.00  0.40 
   81  -1.55   0.00  0.88  0.00   98  104  1.00  0.40 
   82  -1.57   0.00  0.87  0.00  104  106  1.00  0.40 
   83  -1.58   0.00  0.87  0.00  109  100  1.00  0.40 
   84  -1.61   0.00  0.88  0.00   95   91  1.00  0.40 
   85  -1.61   0.00  0.88  0.00   89   98  1.00  0.40 
   86  -1.63   0.00  0.91  0.00   96   96  1.00  0.40 
   87  -1.65   0.00  0.90  0.00  107   98  1.00  0.40 
   88  -1.65   0.00  0.91  0.00  101   81  1.00  0.40 
   89  -1.73   0.00  0.95  0.00  100   99  1.00  0.40 
   90  -1.76   0.00  0.93  0.00  100  102  1.00  0.40 
   91  -1.81  -0.01  0.91  0.01   92  111  1.00  0.40 
   92  -1.92  -0.01  0.88  0.01   95  109  1.00  0.40 
   93  -2.01  -0.02  0.95  0.01   94   97  1.00  0.40 
   94  -2.03  -0.02  0.97  0.01  103   87  1.00  0.40 
   95  -2.07  -0.02  0.96  0.01   89   94  1.00  0.40 
   96  -0.56  -0.01  0.47  0.01   97  105  1.00  0.40 
   97  -0.80  -0.02  0.50  0.01   95   82  1.00  0.40 
   98  -0.95  -0.01  0.54  0.01  105  109  1.00  0.40 
   99  -1.12  -0.02  0.57  0.01  110   95  1.00  0.40 
  100  -1.10  -0.01  0.57  0.02   98  102  1.00  0.40 
  101  -1.31  -0.02  0.56  0.02   95  104  1.00  0.40 
  102  -1.30   0.00  0.60  0.00  104  102  1.00  0.40 
  103  -1.44   0.00  0.62  0.00  105  109  1.00  0.40 
  104  -1.45   0.00  0.59  0.00   98  104  1.00  0.40 
  105  -1.58   0.00  0.52  0.00   97   99  1.00  0.40 
  106   0.01   0.00  0.04  0.00  108   96  1.00  0.40 
  107   0.01   0.00  0.03  0.00   97  100  1.00  0.40 
  108  -0.01   0.00  0.04  0.00  103   97  1.00  0.40 
  109  -0.02   0.00  0.04  0.00  109  100  1.00  0.40 
  110  -0.02   0.00  0.04  0.00  103   93  1.00  0.40 
  111  -0.02   0.00  0.04  0.00  102   84  1.00  0.40 
  112  -0.02   0.00  0.04  0.00  106  109  1.00  0.40 
  113  -0.03  -0.00  0.06  0.01   97   96  1.00  0.40 
  114  -0.02  -0.00  0.04  0.01  100  110  1.00  0.40 
  115  -0.03   0.00  0.08  0.00   98  105  1.00  0.40 
  116  -0.05   0.00  0.09  0.00  104  107  1.00  0.40 
  117  -0.05   0.00  0.08  0.00  107  112  1.00  0.40 
  118  -0.08   0.00  0.13  0.00  107   91  1.00  0.40 
  119  -0.14   0.00  0.19  0.00  100  113  1.00  0.40 
  120  -0.17   0.00  0.23  0.00  100   94  1.00  0.40 
  121  -0.21   0.00  0.26  0.00  101  113  1.00  0.40 
  122  -0.36   0.00  0.41  0.00   96   89  1.00  0.40 
  123  -0.49   0.00  0.53  0.00  103  109  1.00  0.40 
  124  -0.65   0.00  0.70  0.00   97  103  1.00  0.40 
  125  -0.87   0.00  0.87  0.00  100  105  1.00  0.40 
  126  -1.08   0.00  1.05  0.00  107  102  1.00  0.40 
  127  -1.33   0.00  1.23  0.00  103  100  1.00  0.40 
  128  -1.53   0.00  1.37  0.00  104  106  1.00  0.40 
  129  -1.71   0.00  1.49  0.00  114   86  1.00  0.40 
  130  -1.78   0.00  1.53  0.00   89  102  1.00  0.40 
  131  -1.89   0.00  1.60  0.00  109  113  1.00  0.40 
  132  -1.84   0.00  1.57  0.00   98   96  1.00  0.40 
  133  -1.83   0.00  1.57  0.00  105  114  1.00  0.40 
  134  -1.80   0.00  1.58  0.00   92  107  1.00  0.40 
  135  -1.87   0.00  1.65  0.00   87   92  1.00  0.40 
  136  -1.98   0.00  1.73  0.00  109   96  1.00  0.40 
  137  -2.00   0.00  1.75  0.00  106   89  1.00  0.40 
  138  -1.96   0.00  1.72  0.00   93   88  1.00  0.40 
  139  -1.97  -0.00  1.73  0.01   92  102  1.00  0.40 
  140  -2.00  -0.00  1.73  0.01  105  100  1.00  0.40 
  141  -2.01   0.00  1.73  0.00   92  105  1.00  0.40 
  142  -2.03   0.00  1.72  0.00  101  107  1.00  0.40 
  143  -2.06  -0.03  1.73  0.02   97  106  1.00  0.40 
  144  -2.07  -0.05  1.77  0.03   99  112  1.00  0.40 
