// Initial random seed:
1620118265482

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000   12  1.00  0.40 
    2  -0.00   0.00  0.01  0.00  970    7  1.00  0.40 
    3  -0.00   0.00  0.02  0.00 1044   11  1.00  0.40 
    4  -0.01   0.00  0.02  0.00  990   12  1.00  0.40 
    5  -0.01   0.00  0.03  0.00  995   12  1.00  0.40 
    6  -0.00   0.00  0.03  0.00 1038   15  1.00  0.40 
    7   0.00   0.00  0.03  0.00  994   10  1.00  0.40 
    8   0.01   0.00  0.03  0.00  981    9  1.00  0.40 
    9   0.02   0.00  0.04  0.00 1004   12  1.00  0.40 
   10   0.03   0.00  0.06  0.00 1034   10  1.00  0.40 
   11   0.03   0.00  0.07  0.00 1032   11  1.00  0.40 
   12   0.03   0.00  0.07  0.00 1008   10  1.00  0.40 
   13   0.03   0.00  0.07  0.00  997    7  1.00  0.40 
   14   0.02   0.00  0.07  0.00 1000   12  1.00  0.40 
   15   0.01   0.00  0.08  0.00 1005    8  1.00  0.40 
   16   0.01   0.00  0.08  0.00  965   13  1.00  0.40 
   17   0.00   0.00  0.09  0.00  994    5  1.00  0.40 
   18   0.00   0.00  0.10  0.00 1029   10  1.00  0.40 
   19   0.01   0.00  0.13  0.00  999    8  1.00  0.40 
   20   0.02   0.00  0.13  0.00  974    9  1.00  0.40 
   21   0.01   0.00  0.13  0.00  988   11  1.00  0.40 
   22   0.01   0.00  0.15  0.00  951    8  1.00  0.40 
   23   0.02   0.00  0.18  0.00  997   11  1.00  0.40 
   24   0.04   0.00  0.18  0.00  966   10  1.00  0.40 
   25   0.07   0.00  0.20  0.00 1020    6  1.00  0.40 
   26   0.08   0.00  0.21  0.00 1004   11  1.00  0.40 
   27   0.08   0.00  0.23  0.00  965    6  1.00  0.40 
   28   0.07   0.00  0.23  0.00  980   11  1.00  0.40 
   29   0.08   0.00  0.23  0.00  994   11  1.00  0.40 
   30   0.08   0.00  0.24  0.00 1038   11  1.00  0.40 
   31   0.07   0.00  0.25  0.00 1004    9  1.00  0.40 
   32   0.08   0.00  0.26  0.00 1044   12  1.00  0.40 
   33   0.07   0.00  0.25  0.00 1027   13  1.00  0.40 
   34   0.06   0.00  0.26  0.00  992   11  1.00  0.40 
   35   0.05   0.00  0.26  0.00 1006    9  1.00  0.40 
   36   0.05   0.00  0.25  0.00 1006    9  1.00  0.40 
   37   0.05   0.00  0.28  0.00 1007    9  1.00  0.40 
   38   0.05   0.00  0.30  0.00  968   11  1.00  0.40 
   39   0.03   0.00  0.30  0.00  968   14  1.00  0.40 
   40   0.04   0.00  0.33  0.00  954   11  1.00  0.40 
   41   0.07   0.00  0.35  0.00  962    7  1.00  0.40 
   42   0.10   0.00  0.37  0.00  995   10  1.00  0.40 
   43   0.09   0.00  0.36  0.00  974   10  1.00  0.40 
   44   0.07   0.00  0.36  0.00 1002   12  1.00  0.40 
   45   0.09   0.00  0.38  0.00  991    7  1.00  0.40 
   46   0.13   0.00  0.41  0.00 1014   10  1.00  0.40 
   47   0.13   0.00  0.39  0.00 1003   13  1.00  0.40 
   48   0.11   0.00  0.38  0.00 1044   10  1.00  0.40 
   49   0.14   0.00  0.38  0.00 1000   12  1.00  0.40 
   50   0.16   0.00  0.37  0.00 1008   13  1.00  0.40 
   51   0.16   0.00  0.37  0.00  992    7  1.00  0.40 
   52   0.15   0.00  0.38  0.00 1000   13  1.00  0.40 
   53   0.16   0.00  0.37  0.00 1014   13  1.00  0.40 
   54   0.18   0.00  0.38  0.00 1013    7  1.00  0.40 
   55   0.17   0.00  0.38  0.00  976   10  1.00  0.40 
   56   0.14   0.00  0.38  0.00  988    9  1.00  0.40 
   57   0.13   0.00  0.40  0.00 1020    9  1.00  0.40 
   58   0.18   0.00  0.41  0.00  946    9  1.00  0.40 
   59   0.17   0.00  0.42  0.00  988   11  1.00  0.40 
   60   0.16   0.00  0.42  0.00  983   12  1.00  0.40 
   61   0.16   0.00  0.43  0.00 1013    9  1.00  0.40 
   62   0.15   0.00  0.45  0.00  975    9  1.00  0.40 
   63   0.17   0.00  0.48  0.00  950   12  1.00  0.40 
   64   0.19   0.00  0.48  0.00 1047   12  1.00  0.40 
   65   0.20   0.00  0.49  0.00  941   13  1.00  0.40 
   66   0.20   0.00  0.49  0.00  973   11  1.00  0.40 
   67   0.19   0.00  0.52  0.00  941    6  1.00  0.40 
   68   0.22   0.00  0.53  0.00  966   12  1.00  0.40 
   69   0.25   0.00  0.57  0.00 1034    9  1.00  0.40 
   70   0.26   0.00  0.59  0.00  970   10  1.00  0.40 
   71   0.22   0.00  0.60  0.00 1026   10  1.00  0.40 
   72   0.26   0.00  0.64  0.00  994   10  1.00  0.40 
   73   0.26   0.00  0.65  0.00 1013   13  1.00  0.40 
   74   0.27   0.00  0.70  0.00  987   12  1.00  0.40 
   75   0.26   0.00  0.70  0.00 1028    9  1.00  0.40 
   76   0.24   0.00  0.68  0.00 1025   11  1.00  0.40 
   77   0.26   0.00  0.65  0.00 1068    6  1.00  0.40 
   78   0.29   0.00  0.65  0.00 1039   11  1.00  0.40 
   79   0.31   0.00  0.66  0.00  998    9  1.00  0.40 
   80   0.35   0.00  0.67  0.00 1045    7  1.00  0.40 
   81   0.36   0.00  0.68  0.00  981   11  1.00  0.40 
   82   0.34   0.00  0.68  0.00 1010    9  1.00  0.40 
   83   0.33   0.00  0.68  0.00 1033   10  1.00  0.40 
   84   0.33   0.00  0.70  0.00  967    9  1.00  0.40 
   85   0.32   0.00  0.72  0.00 1029    9  1.00  0.40 
   86   0.32   0.00  0.73  0.00 1000    9  1.00  0.40 
   87   0.31   0.00  0.74  0.00 1032   10  1.00  0.40 
   88   0.31   0.00  0.77  0.00 1011   16  1.00  0.40 
   89   0.30   0.00  0.78  0.00 1019   14  1.00  0.40 
   90   0.31   0.00  0.77  0.00  988    8  1.00  0.40 
   91   0.31   0.00  0.77  0.00 1046    8  1.00  0.40 
   92   0.33   0.00  0.78  0.00 1004    8  1.00  0.40 
   93   0.36   0.00  0.79  0.00 1021    7  1.00  0.40 
   94   0.39   0.00  0.80  0.00  949   10  1.00  0.40 
   95   0.34   0.00  0.82  0.00  989   12  1.00  0.40 
   96   0.31   0.00  0.84  0.00  986    9  1.00  0.40 
   97   0.29   0.00  0.84  0.00 1025   10  1.00  0.40 
   98   0.28   0.00  0.88  0.00 1002   12  1.00  0.40 
   99   0.30   0.00  0.88  0.00  990    8  1.00  0.40 
  100   0.33   0.00  0.89  0.00 1002   12  1.00  0.40 
  101   0.35   0.00  0.90  0.00  994    8  1.00  0.40 
  102   0.37   0.00  0.92  0.00 1029    6  1.00  0.40 
  103   0.39   0.00  0.92  0.00 1018   10  1.00  0.40 
  104   0.38   0.00  0.93  0.00  972   12  1.00  0.40 
  105   0.42   0.00  0.95  0.00  981    9  1.00  0.40 
  106   0.44   0.00  0.95  0.00 1005   13  1.00  0.40 
