// Initial random seed:
1616055892995

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  116  100  1.00  0.40 
    2   0.01   0.00  0.01  0.00   94   99  1.00  0.40 
    3   0.04   0.00  0.05  0.00  102  106  1.00  0.40 
    4   0.03   0.00  0.06  0.00  107   86  1.00  0.40 
    5   0.04   0.00  0.06  0.00   89  111  1.00  0.40 
    6   0.03   0.00  0.05  0.00   99   99  1.00  0.40 
    7   0.04   0.00  0.07  0.00  105  107  1.00  0.40 
    8   0.01   0.00  0.05  0.00   88  101  1.00  0.40 
    9   0.02   0.00  0.07  0.00  113  104  1.00  0.40 
   10   0.02   0.00  0.07  0.00  110  103  1.00  0.40 
   11   0.05   0.00  0.12  0.01   87  102  1.00  0.40 
   12   0.11   0.00  0.15  0.01  102  108  1.00  0.40 
   13   0.09   0.00  0.13  0.01  106   93  1.00  0.40 
   14   0.08   0.00  0.12  0.00  104  108  1.00  0.40 
   15   0.08   0.00  0.15  0.00  105  111  1.00  0.40 
   16   0.17   0.00  0.23  0.00   96   99  1.00  0.40 
   17   0.16   0.00  0.29  0.00  100   96  1.00  0.40 
   18   0.23   0.00  0.31  0.00   95   93  1.00  0.40 
   19   0.24   0.00  0.36  0.00  102  102  1.00  0.40 
   20   0.32   0.00  0.45  0.00   97   88  1.00  0.40 
   21   0.30   0.00  0.48  0.00  107  100  1.00  0.40 
   22   0.26   0.00  0.56  0.00   95   91  1.00  0.40 
   23   0.16   0.00  0.67  0.00  102   99  1.00  0.40 
   24  -0.10  -0.01  0.74  0.01  100  101  1.00  0.40 
   25  -0.28  -0.02  0.74  0.02  105  107  1.00  0.40 
   26  -0.56  -0.02  0.77  0.02  103   97  1.00  0.40 
   27  -0.58  -0.04  0.75  0.06   98   96  1.00  0.40 
   28  -0.54  -0.05  0.81  0.06   95   96  1.00  0.40 
   29  -0.69  -0.06  0.80  0.07  102  108  1.00  0.40 
   30  -0.79  -0.03  0.80  0.04  100   99  1.00  0.40 
   31  -0.77  -0.02  0.78  0.02   94   98  1.00  0.40 
   32  -1.22  -0.03  0.73  0.04   93  110  1.00  0.40 
   33  -1.26  -0.04  0.74  0.04  108  110  1.00  0.40 
   34  -1.37  -0.02  0.74  0.02   89   93  1.00  0.40 
   35  -1.73  -0.01  0.67  0.01   95   90  1.00  0.40 
   36  -1.76  -0.04  0.66  0.05   96  102  1.00  0.40 
   37  -1.74  -0.04  0.65  0.05  106   98  1.00  0.40 
   38  -1.59  -0.04  0.71  0.08   99   88  1.00  0.40 
   39  -1.64  -0.06  0.69  0.08  108  109  1.00  0.40 
   40  -1.42  -0.12  0.78  0.11   97   91  1.00  0.40 
   41  -1.50  -0.14  0.78  0.12   89   96  1.00  0.40 
   42  -1.59  -0.18  0.77  0.15  110  102  1.00  0.40 
   43  -1.59  -0.22  0.83  0.18   87  106  1.00  0.40 
   44  -1.46  -0.24  0.89  0.20   97   90  1.00  0.40 
   45  -1.48  -0.29  0.94  0.23   89   90  1.00  0.40 
   46  -1.54  -0.34  0.93  0.26   96   99  1.00  0.40 
   47  -1.69  -0.46  0.95  0.33   97   83  1.00  0.40 
   48  -1.59  -0.48  1.05  0.34  105   98  1.00  0.40 
   49  -1.76  -0.63  1.01  0.41  106  111  1.00  0.40 
   50  -1.67  -0.72  1.03  0.45  109  109  1.00  0.40 
   51  -1.72  -0.87  1.10  0.50   96  100  1.00  0.40 
   52  -1.67  -0.97  1.13  0.52   95  103  1.00  0.40 
   53  -1.70  -1.22  1.19  0.58  107  102  1.00  0.40 
   54  -1.39  -1.28  1.35  0.60   94  105  1.00  0.40 
   55  -1.58  -1.38  1.46  0.58   99  109  1.00  0.40 
   56  -1.55  -1.51  1.52  0.56   91  109  1.00  0.40 
   57  -1.51  -1.56  1.63  0.54   99  104  1.00  0.40 
   58  -1.39  -1.75  1.71  0.51   88   94  1.00  0.40 
   59  -1.33  -1.89  1.73  0.55  100  104  1.00  0.40 
   60  -1.27  -1.96  1.80  0.50  103   97  1.00  0.40 
   61  -0.83  -2.08  1.79  0.49  100  106  1.00  0.40 
   62  -0.98  -2.02  1.79  0.55   90   94  1.00  0.40 
   63  -0.73  -2.04  1.80  0.53   95  105  1.00  0.40 
   64  -0.62  -2.00  1.75  0.49  109   92  1.00  0.40 
   65  -0.34  -2.03  1.71  0.50   98  111  1.00  0.40 
   66  -0.04  -2.12  1.63  0.53   88  106  1.00  0.40 
   67  -0.12  -2.11  1.66  0.58  109   96  1.00  0.40 
   68   0.18  -2.17  1.58  0.55   92  104  1.00  0.40 
   69   0.12  -2.10  1.60  0.60   92  102  1.00  0.40 
   70  -0.19  -2.12  1.72  0.59   96  101  1.00  0.40 
   71   0.16  -2.12  1.63  0.57  108   89  1.00  0.40 
   72  -0.08  -2.11  1.70  0.58   98  102  1.00  0.40 
   73  -0.21  -2.07  1.71  0.62  105   98  1.00  0.40 
   74  -0.16  -2.06  1.72  0.70   98  100  1.00  0.40 
   75   0.17  -2.13  1.70  0.75  101   85  1.00  0.40 
   76   0.19  -2.06  1.64  0.79  120   89  1.00  0.40 
   77   0.50  -2.05  1.59  0.82  102   92  1.00  0.40 
   78   0.26  -2.00  1.66  0.81  104   97  1.00  0.40 
   79   0.01  -2.00  1.74  0.82   98  114  1.00  0.40 
   80   0.59  -1.99  1.63  0.81  100   95  1.00  0.40 
   81   0.22  -2.01  1.77  0.81   96   98  1.00  0.40 
   82   0.18  -2.04  1.85  0.82  112  106  1.00  0.40 
   83   0.09  -1.99  1.86  0.77   96   94  1.00  0.40 
   84   0.03  -1.98  1.85  0.79   82   97  1.00  0.40 
   85   0.43  -1.98  1.78  0.78  101   99  1.00  0.40 
   86   0.44  -1.92  1.74  0.77  114   99  1.00  0.40 
   87   0.93  -1.79  1.68  0.78   88  108  1.00  0.40 
   88   0.80  -1.86  1.68  0.76   96   99  1.00  0.40 
   89   0.86  -1.89  1.69  0.72   99   99  1.00  0.40 
   90   0.93  -1.87  1.76  0.73  102  104  1.00  0.40 
   91   0.88  -1.94  1.84  0.74  104  115  1.00  0.40 
   92   0.90  -1.89  1.83  0.79   99   90  1.00  0.40 
   93   0.90  -1.91  1.83  0.83  101   95  1.00  0.40 
   94   0.87  -1.85  1.70  0.83   86   93  1.00  0.40 
   95   1.07  -1.79  1.57  0.83  101  112  1.00  0.40 
   96   1.01  -1.74  1.65  0.87  101   99  1.00  0.40 
   97   1.33  -1.57  1.56  0.87  104   88  1.00  0.40 
   98   1.41  -1.60  1.50  0.84  109   92  1.00  0.40 
   99   1.51  -1.83  1.47  0.88  111   99  1.00  0.40 
  100   1.50  -1.83  1.53  0.85  107  101  1.00  0.40 
  101   1.36  -1.82  1.54  0.83   90  100  1.00  0.40 
  102   1.66  -1.71  1.51  0.76   92   97  1.00  0.40 
  103   1.72  -1.66  1.54  0.75  101   96  1.00  0.40 
  104   1.84  -1.42  1.47  0.69   98  100  1.00  0.40 
  105   1.84  -1.37  1.46  0.68   94  103  1.00  0.40 
  106   1.88  -1.21  1.51  0.67   93   88  1.00  0.40 
#WARNING (Genome_Class::ExecuteMethod_removeMutations): removeMutations() should probably not be called from an late() event in a nonWF model; the removed mutation(s) will still influence fitness values until partway through the next generation.
  107   1.98  -1.16  1.53  0.66  104   91  1.00  0.40 
  108   0.31  -0.92  0.58  0.56   93  107  1.00  0.40 
  109   0.36  -0.63  0.66  0.45  101   99  1.00  0.40 
  110   0.37  -0.46  0.68  0.35   97   91  1.00  0.40 
  111   0.40  -0.27  0.68  0.22  108   81  1.00  0.40 
  112   0.44  -0.26  0.72  0.21   94   92  1.00  0.40 
  113   0.47  -0.19  0.76  0.16  103  106  1.00  0.40 
  114   0.41  -0.13  0.73  0.11   90  101  1.00  0.40 
  115   0.36  -0.14  0.82  0.12  106  113  1.00  0.40 
  116   0.37  -0.13  0.84  0.11   85   99  1.00  0.40 
  117   0.33  -0.09  0.89  0.08   98   93  1.00  0.40 
  118   0.35  -0.09  0.91  0.08  115   89  1.00  0.40 
  119   0.18  -0.04  1.01  0.04   92  106  1.00  0.40 
  120   0.34  -0.04  1.04  0.04   94  102  1.00  0.40 
  121   0.18  -0.02  1.16  0.02  111  105  1.00  0.40 
  122   0.06  -0.01  1.32  0.02  111   93  1.00  0.40 
  123   0.17  -0.02  1.36  0.05  109   99  1.00  0.40 
  124   0.08  -0.01  1.36  0.02  105   99  1.00  0.40 
  125  -0.05   0.00  1.40  0.03   99   95  1.00  0.40 
  126  -0.19  -0.00  1.50  0.02   92  104  1.00  0.40 
  127  -0.58   0.00  1.60  0.03  102  100  1.00  0.40 
  128  -0.79  -0.00  1.73  0.05  103   98  1.00  0.40 
  129  -1.08  -0.02  1.75  0.06  118   92  1.00  0.40 
  130  -1.36  -0.01  1.79  0.09   95   95  1.00  0.40 
  131  -1.56   0.03  1.80  0.12   87  103  1.00  0.40 
  132  -2.03  -0.01  1.75  0.11  101  105  1.00  0.40 
  133  -2.15  -0.01  1.74  0.10  104  113  1.00  0.40 
  134  -2.23  -0.03  1.72  0.10  107   97  1.00  0.40 
  135  -2.32  -0.06  1.77  0.10  105  115  1.00  0.40 
  136  -2.34  -0.09  1.81  0.13   87  100  1.00  0.40 
  137  -2.40  -0.07  1.78  0.14   90  100  1.00  0.40 
  138  -2.62  -0.16  1.78  0.16   94   99  1.00  0.40 
  139  -2.74  -0.24  1.81  0.26  112  104  1.00  0.40 
  140  -2.89  -0.36  1.79  0.32   93   86  1.00  0.40 
  141  -3.02  -0.49  1.83  0.39  110   96  1.00  0.40 
  142  -3.06  -0.73  1.83  0.46  104   98  1.00  0.40 
  143  -3.12  -0.90  1.83  0.55   98  100  1.00  0.40 
  144  -3.34  -1.20  1.92  0.60   96  102  1.00  0.40 
  145  -3.36  -1.35  1.93  0.63   95  108  1.00  0.40 
  146  -3.37  -1.57  2.00  0.65  114  114  1.00  0.40 
  147  -3.69  -1.66  2.04  0.65   99  105  1.00  0.40 
  148  -1.06  -1.67  0.54  0.70   80  101  1.00  0.40 
  149  -0.93  -1.64  0.50  0.73  105   95  1.00  0.40 
  150  -0.89  -1.51  0.45  0.74  101  104  1.00  0.40 
  151  -1.04  -1.37  0.48  0.73   84  101  1.00  0.40 
  152  -1.05  -1.32  0.48  0.68  109   94  1.00  0.40 
  153  -1.04  -1.36  0.47  0.71   93  109  1.00  0.40 
  154  -1.02  -1.23  0.40  0.70   88  106  1.00  0.40 
  155  -1.16  -1.23  0.44  0.67  107   93  1.00  0.40 
  156  -1.30  -1.01  0.48  0.61  103   96  1.00  0.40 
  157  -1.37  -0.93  0.48  0.62  101   96  1.00  0.40 
  158  -1.53  -0.90  0.49  0.58  106  102  1.00  0.40 
  159  -1.62  -0.88  0.50  0.54  112  103  1.00  0.40 
  160  -1.73  -0.93  0.52  0.54   85  106  1.00  0.40 
  161  -1.91  -0.95  0.57  0.55  103   98  1.00  0.40 
  162  -2.04  -1.03  0.61  0.60  104  110  1.00  0.40 
  163  -2.10  -1.24  0.66  0.68  110  105  1.00  0.40 
  164  -1.98  -1.43  0.62  0.74  106   99  1.00  0.40 
  165  -1.72  -1.50  0.56  0.72   90   86  1.00  0.40 
  166  -1.92  -1.47  0.61  0.69   87   91  1.00  0.40 
  167  -1.73  -1.61  0.59  0.73   82  103  1.00  0.40 
  168  -1.65  -1.81  0.61  0.77  106  100  1.00  0.40 
  169  -1.65  -1.80  0.64  0.72  107   85  1.00  0.40 
  170  -1.74  -2.03  0.66  0.72  105  102  1.00  0.40 
  171  -1.67  -2.04  0.65  0.74   87   99  1.00  0.40 
  172  -1.82  -2.15  0.72  0.76   92   99  1.00  0.40 
  173  -1.41  -2.22  0.60  0.77   96  105  1.00  0.40 
  174  -1.39  -2.17  0.64  0.72  106   94  1.00  0.40 
  175  -1.28  -2.17  0.60  0.73   98  104  1.00  0.40 
  176  -1.11  -2.12  0.58  0.74  106   90  1.00  0.40 
  177  -1.02  -2.15  0.57  0.76   98  100  1.00  0.40 
  178  -0.85  -2.33  0.55  0.78  106   94  1.00  0.40 
  179  -0.75  -2.33  0.53  0.75  100  102  1.00  0.40 
  180  -0.48  -2.21  0.39  0.77   89  106  1.00  0.40 
  181  -0.62  -2.10  0.44  0.74  101  112  1.00  0.40 
  182  -0.90  -1.73  0.52  0.83   94  101  1.00  0.40 
  183  -1.08  -1.55  0.60  0.83  104   87  1.00  0.40 
  184  -0.99  -1.47  0.52  0.88   92   96  1.00  0.40 
  185  -1.17  -1.28  0.60  0.84   94  104  1.00  0.40 
  186  -1.24  -1.30  0.63  0.81  104   98  1.00  0.40 
  187  -1.57  -1.10  0.81  0.75   92  104  1.00  0.40 
  188  -1.66  -0.92  0.87  0.67  114  105  1.00  0.40 
  189  -1.78  -0.73  0.94  0.61   94   92  1.00  0.40 
  190  -1.91  -0.76  1.01  0.65   93  106  1.00  0.40 
  191  -2.36  -0.79  1.12  0.67  109   99  1.00  0.40 
  192  -2.59  -0.84  1.14  0.73   99   92  1.00  0.40 
