// Initial random seed:
1615695799452

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00   96   11  1.00  0.40 
    2   0.00   0.00  0.00  0.00   98    9  1.00  0.40 
    3   0.00   0.00  0.00  0.00  105    9  1.00  0.40 
    4   0.02   0.00  0.01  0.00  103    7  1.00  0.40 
    5  -0.01   0.00  0.01  0.00   85    6  1.00  0.40 
    6  -0.02   0.00  0.03  0.00  114    9  1.00  0.40 
    7  -0.01   0.00  0.02  0.00  102   10  1.00  0.40 
    8  -0.04   0.00  0.04  0.00  104    8  1.00  0.40 
    9  -0.03   0.00  0.04  0.00  117    7  1.00  0.40 
   10  -0.02   0.00  0.04  0.00  107    6  1.00  0.40 
   11  -0.02   0.00  0.02  0.00  102   11  1.00  0.40 
   12  -0.02   0.00  0.01  0.00  109   13  1.00  0.40 
   13  -0.06   0.00  0.03  0.00   93    7  1.00  0.40 
   14  -0.05   0.00  0.03  0.00  111    9  1.00  0.40 
   15  -0.04   0.00  0.02  0.00  102   10  1.00  0.40 
   16  -0.07   0.00  0.05  0.00   88    9  1.00  0.40 
   17  -0.05   0.00  0.02  0.00   95    9  1.00  0.40 
   18  -0.07   0.00  0.03  0.00   94    8  1.00  0.40 
   19  -0.06   0.00  0.03  0.00  111   12  1.00  0.40 
   20  -0.03   0.00  0.03  0.00  114    8  1.00  0.40 
   21  -0.05   0.00  0.05  0.00  107   11  1.00  0.40 
   22  -0.04   0.00  0.05  0.00   98   11  1.00  0.40 
   23  -0.08   0.00  0.04  0.00   83    5  1.00  0.40 
   24  -0.04   0.00  0.03  0.00  114    9  1.00  0.40 
   25  -0.04   0.00  0.04  0.00  104   13  1.00  0.40 
   26  -0.03   0.00  0.07  0.00   93   13  1.00  0.40 
   27   0.01   0.00  0.05  0.00   99   11  1.00  0.40 
   28  -0.03   0.00  0.09  0.00   92    9  1.00  0.40 
   29  -0.05   0.00  0.09  0.00  102   10  1.00  0.40 
   30  -0.04   0.00  0.10  0.00   92    6  1.00  0.40 
   31   0.05   0.00  0.13  0.00   94    9  1.00  0.40 
   32   0.06   0.00  0.15  0.00  107   12  1.00  0.40 
   33   0.04   0.00  0.17  0.00  104    6  1.00  0.40 
   34   0.08   0.00  0.21  0.00  103    9  1.00  0.40 
   35   0.17   0.00  0.19  0.00  111   11  1.00  0.40 
   36   0.14   0.00  0.17  0.00   92   11  1.00  0.40 
   37   0.16   0.00  0.15  0.00   94   10  1.00  0.40 
   38   0.15   0.00  0.14  0.00  100   11  1.00  0.40 
   39   0.07   0.00  0.16  0.00   90    9  1.00  0.40 
   40   0.09   0.00  0.16  0.00   97    7  1.00  0.40 
   41   0.09   0.00  0.20  0.00   98    8  1.00  0.40 
   42   0.15   0.00  0.30  0.00   95   10  1.00  0.40 
   43   0.34   0.00  0.30  0.00  113   12  1.00  0.40 
   44   0.33   0.00  0.28  0.00   89    5  1.00  0.40 
   45   0.49   0.00  0.33  0.00  106    8  1.00  0.40 
   46   0.47   0.00  0.33  0.00  109    9  1.00  0.40 
   47   0.52   0.00  0.29  0.00  118   12  1.00  0.40 
   48   0.67   0.00  0.29  0.00   98    8  1.00  0.40 
   49   0.80   0.00  0.31  0.00  112   14  1.00  0.40 
   50   0.85   0.00  0.37  0.00  102   11  1.00  0.40 
   51   0.87   0.00  0.37  0.00  102   11  1.00  0.40 
   52   0.74   0.00  0.32  0.00  103   13  1.00  0.40 
   53   0.77   0.00  0.37  0.00   98   10  1.00  0.40 
   54   0.66   0.00  0.38  0.00  101    9  1.00  0.40 
   55   0.71   0.00  0.40  0.00   97    8  1.00  0.40 
   56   0.85   0.00  0.40  0.00   88   12  1.00  0.40 
   57   0.90   0.00  0.46  0.00  100   10  1.00  0.40 
   58   0.85   0.00  0.42  0.00  104   12  1.00  0.40 
   59   0.82   0.00  0.41  0.00  114    7  1.00  0.40 
   60   0.84   0.00  0.41  0.00  108   11  1.00  0.40 
   61   0.84   0.00  0.42  0.00  109    9  1.00  0.40 
   62   0.90   0.00  0.47  0.00   94   12  1.00  0.40 
   63   1.03   0.00  0.56  0.00   95   17  1.00  0.40 
   64   1.08   0.00  0.53  0.00   92   11  1.00  0.40 
   65   1.18   0.00  0.56  0.00  104   13  1.00  0.40 
   66   1.08   0.00  0.55  0.00  104   10  1.00  0.40 
   67   1.03   0.00  0.54  0.00  104   12  1.00  0.40 
   68   1.33   0.00  0.70  0.00   82   11  1.00  0.40 
   69   1.32   0.00  0.67  0.00  110   11  1.00  0.40 
   70   1.27   0.00  0.69  0.00  106    9  1.00  0.40 
   71   1.27   0.00  0.66  0.00  113    9  1.00  0.40 
   72   1.20   0.00  0.59  0.00   93    9  1.00  0.40 
   73   1.08   0.00  0.59  0.00   89    9  1.00  0.40 
   74   0.89   0.00  0.52  0.00  102    9  1.00  0.40 
   75   0.89   0.00  0.55  0.00   99   12  1.00  0.40 
   76   0.92   0.00  0.49  0.00   97   10  1.00  0.40 
   77   1.00   0.00  0.49  0.00   93   12  1.00  0.40 
   78   1.15   0.00  0.54  0.00  109   11  1.00  0.40 
   79   1.07   0.00  0.58  0.00  107    8  1.00  0.40 
   80   1.22   0.00  0.58  0.00  104    8  1.00  0.40 
   81   1.41   0.00  0.66  0.00   91   13  1.00  0.40 
   82   1.30   0.00  0.62  0.00   95    6  1.00  0.40 
   83   1.20   0.00  0.60  0.00  105    9  1.00  0.40 
   84   1.21   0.00  0.60  0.00   97   13  1.00  0.40 
   85   1.25   0.00  0.65  0.00  109    8  1.00  0.40 
   86   1.35   0.00  0.63  0.00  105   10  1.00  0.40 
   87   1.39   0.00  0.60  0.00  102   11  1.00  0.40 
   88   1.39   0.00  0.58  0.00  105   11  1.00  0.40 
   89   1.41   0.00  0.55  0.00  113    5  1.00  0.40 
   90   1.38   0.00  0.57  0.00   96    8  1.00  0.40 
   91   1.49   0.00  0.64  0.00   96   11  1.00  0.40 
   92   1.61   0.00  0.69  0.00  111   12  1.00  0.40 
   93   1.81   0.00  0.73  0.00  112   12  1.00  0.40 
   94   1.81   0.00  0.80  0.00   96    8  1.00  0.40 
   95   1.94   0.00  0.80  0.00  108   10  1.00  0.40 
   96   1.87   0.00  0.78  0.00  105   11  1.00  0.40 
   97   1.98   0.00  0.74  0.00   95    9  1.00  0.40 
   98   2.07   0.00  0.76  0.00  101   10  1.00  0.40 
   99   2.04   0.00  0.81  0.00  107    9  1.00  0.40 
  100   1.97   0.00  0.84  0.00  102    9  1.00  0.40 
  101   1.87   0.00  0.87  0.00  119   10  1.00  0.40 
  102   1.91   0.00  0.92  0.00  116    8  1.00  0.40 
  103   2.07   0.00  0.95  0.00  109    9  1.00  0.40 
  104   2.00   0.00  0.98  0.00  108   12  1.00  0.40 
  105   1.81   0.00  1.00  0.00   94    6  1.00  0.40 
  106   1.88   0.00  1.00  0.00  124   10  1.00  0.40 
  107   1.88   0.00  1.00  0.00   91    8  1.00  0.40 
  108   1.91   0.00  1.00  0.00  102   10  1.00  0.40 
  109   1.86   0.00  1.00  0.00   96    8  1.00  0.40 
  110   1.88   0.00  0.98  0.00  102    8  1.00  0.40 
  111   1.87   0.00  0.97  0.00   96   13  1.00  0.40 
  112   1.58   0.00  0.93  0.00  103   10  1.00  0.40 
  113   1.60   0.00  1.01  0.00  100   11  1.00  0.40 
  114   1.58   0.00  0.92  0.00  114   11  1.00  0.40 
  115   1.75   0.00  0.87  0.00  108    8  1.00  0.40 
  116   1.72   0.00  0.83  0.00   91    8  1.00  0.40 
  117   1.65   0.00  0.84  0.00  100    9  1.00  0.40 
  118   1.61   0.00  0.81  0.00  104    9  1.00  0.40 
  119   1.75   0.00  0.80  0.00   87   13  1.00  0.40 
  120   1.87   0.00  0.84  0.00   91   10  1.00  0.40 
  121   1.89   0.00  0.85  0.00   96   10  1.00  0.40 
  122   2.06   0.00  0.82  0.00   88   10  1.00  0.40 
  123   2.02   0.00  0.88  0.00   96   11  1.00  0.40 
  124   2.10   0.00  0.86  0.00  115    8  1.00  0.40 
  125   2.09   0.00  0.86  0.00  119    8  1.00  0.40 
  126   2.20   0.00  0.90  0.00  104   10  1.00  0.40 
  127   2.17   0.00  0.88  0.00  111   10  1.00  0.40 
  128   2.36   0.00  0.97  0.00   93   13  1.00  0.40 
  129   2.29  -0.04  0.96  0.09   91   11  1.00  0.40 
  130   2.25  -0.05  0.99  0.12   90    8  1.00  0.40 
  131   2.08  -0.04  0.96  0.10   94   10  1.00  0.40 
  132   2.11   0.00  0.93  0.00  104    9  1.00  0.40 
  133   2.33   0.00  0.95  0.00   97    9  1.00  0.40 
  134   2.38   0.00  0.92  0.00  105    9  1.00  0.40 
  135   2.43   0.00  0.95  0.00   98    9  1.00  0.40 
  136   2.51   0.00  1.05  0.00  110   12  1.00  0.40 
  137   2.61   0.00  1.05  0.00   98    9  1.00  0.40 
  138   2.54   0.00  1.08  0.00  105   11  1.00  0.40 
  139   2.57   0.00  1.05  0.00  131   12  1.00  0.40 
  140   2.62   0.00  1.00  0.00  104   15  1.00  0.40 
  141   2.64   0.00  1.01  0.00  104   11  1.00  0.40 
  142   2.67   0.00  1.00  0.00   96   11  1.00  0.40 
  143   2.65   0.00  0.99  0.00   96   11  1.00  0.40 
  144   2.73   0.00  1.03  0.00  108   12  1.00  0.40 
  145   2.79   0.00  0.93  0.00  102   11  1.00  0.40 
  146   2.84   0.00  0.99  0.00  111   13  1.00  0.40 
  147   2.85   0.00  1.09  0.00   93    6  1.00  0.40 
  148   2.84   0.00  1.10  0.00  101   10  1.00  0.40 
  149   2.81   0.00  1.00  0.00  108    7  1.00  0.40 
  150   2.78   0.00  1.04  0.00   90   10  1.00  0.40 
