// Initial random seed:
1600784742213

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00	 1000	 1000  1.00  0.40 
    2   0.00  -0.00  0.00  0.00	 3000	 2000  1.00  0.40 
    3   0.00  -0.00  0.01  0.00	 9000	 4000  1.00  0.40 
    4  -0.00  -0.00  0.02  0.00	10049	 7993  1.00  0.40 
    5  -0.00  -0.00  0.03  0.00	 9939	 9972  1.00  0.40 
    6  -0.01  -0.00  0.04  0.00	 9831	 9899  1.00  0.40 
    7  -0.01  -0.00  0.05  0.00	 9834	 9973  1.00  0.40 
    8  -0.01  -0.00  0.08  0.01	 9960	10120  1.00  0.40 
    9  -0.02  -0.00  0.11  0.01	 9936	10056  1.00  0.40 
   10  -0.02  -0.00  0.15  0.01	10006	10016  1.00  0.40 
   11  -0.03  -0.00  0.20  0.01	10043	10107  1.00  0.40 
   12  -0.06  -0.00  0.27  0.01	10053	10064  1.00  0.40 
   13  -0.07  -0.00  0.36  0.01	 9984	 9928  1.00  0.40 
   14  -0.11  -0.00  0.47  0.01	 9910	10125  1.00  0.40 
   15  -0.16  -0.00  0.57  0.01	10043	10085  1.00  0.40 
   16  -0.23  -0.00  0.69  0.01	10023	10041  1.00  0.40 
   17  -0.28  -0.00  0.78  0.01	10001	10070  1.00  0.40 
   18  -0.34  -0.00  0.87  0.01	 9997	10071  1.00  0.40 
   19  -0.42  -0.00  0.95  0.01	 9881	10000  1.00  0.40 
   20  -0.43  -0.00  1.01  0.01	10076	10107  1.00  0.40 
   21  -0.46  -0.00  1.05  0.01	10158	10007  1.00  0.40 
   22  -0.48  -0.01  1.08  0.01	10040	 9976  1.00  0.40 
   23  -0.54  -0.01  1.10  0.02	10046	10072  1.00  0.40 
   24  -0.53  -0.01  1.12  0.02	10133	10033  1.00  0.40 
   25  -0.54  -0.01  1.14  0.02	10022	10099  1.00  0.40 
   26  -0.57  -0.01  1.16  0.02	10059	10032  1.00  0.40 
   27  -0.59  -0.02  1.17  0.03	 9978	 9796  1.00  0.40 
   28  -0.60  -0.02  1.18  0.03	10113	 9821  1.00  0.40 
   29  -0.61  -0.03  1.18  0.04	10059	 9903  1.00  0.40 
   30  -0.61  -0.04  1.19  0.05	 9966	 9932  1.00  0.40 
   31  -0.62  -0.05  1.20  0.06	 9949	 9927  1.00  0.40 
   32  -0.66  -0.07  1.21  0.07	10047	10088  1.00  0.40 
   33  -0.68  -0.09  1.22  0.08	10042	 9987  1.00  0.40 
   34  -0.67  -0.11  1.23  0.09	 9952	10148  1.00  0.40 
   35  -0.65  -0.14  1.23  0.11	10052	10021  1.00  0.40 
   36  -0.66  -0.18  1.24  0.13	10138	10052  1.00  0.40 
   37  -0.65  -0.24  1.25  0.16	 9981	10000  1.00  0.40 
   38  -0.61  -0.31  1.26  0.20	 9925	10121  1.00  0.40 
   39  -0.58  -0.41  1.27  0.24	 9955	10107  1.00  0.40 
   40  -0.50  -0.52  1.27  0.29	10052	 9939  1.00  0.40 
   41  -0.43  -0.63  1.28  0.34	 9988	 9986  1.00  0.40 
   42  -0.30  -0.76  1.29  0.39	10029	 9891  1.00  0.40 
   43  -0.20  -0.89  1.30  0.44	 9990	 9990  1.00  0.40 
   44  -0.09  -1.03  1.32  0.49	 9992	10092  1.00  0.40 
   45   0.04  -1.17  1.34  0.54	 9967	 9937  1.00  0.40 
   46   0.18  -1.30  1.35  0.58	 9854	10026  1.00  0.40 
   47   0.36  -1.38  1.36  0.62	10078	 9952  1.00  0.40 
   48   0.50  -1.47  1.38  0.65	 9975	10015  1.00  0.40 
   49   0.69  -1.53  1.39  0.67	10058	 9961  1.00  0.40 
   50   0.83  -1.56  1.40  0.70	 9973	10044  1.00  0.40 
   51   0.99  -1.58  1.41  0.72	 9875	 9946  1.00  0.40 
   52   1.15  -1.59  1.42  0.75	10066	 9827  1.00  0.40 
   53   1.30  -1.55  1.43  0.76	 9989	 9965  1.00  0.40 
   54   1.43  -1.51  1.45  0.79	10000	 9978  1.00  0.40 
   55   1.54  -1.43  1.46  0.81	 9965	 9982  1.00  0.40 
   56   1.64  -1.29  1.47  0.83	10118	 9992  1.00  0.40 
   57   1.72  -1.13  1.48  0.85	10088	10006  1.00  0.40 
   58   1.77  -0.93  1.50  0.87	10039	10093  1.00  0.40 
   59   1.79  -0.68  1.51  0.89	10020	10064  1.00  0.40 
   60   1.83  -0.38  1.52  0.92	 9898	 9956  1.00  0.40 
   61   1.82  -0.07  1.54  0.94	10061	10063  1.00  0.40 
   62   1.82   0.27  1.55  0.95	10082	10052  1.00  0.40 
   63   1.81   0.58  1.57  0.97	10073	10021  1.00  0.40 
