gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00      100       10  1.00  0.40 
    2      -0.00       0.00      0.02      0.00      105        8  1.00  0.40 
    3       0.00       0.00      0.00      0.00      100       10  1.00  0.40 
    4       0.00       0.00      0.00      0.00      100       10  1.00  0.40 
    5       0.00       0.00      0.00      0.00      106        7  1.00  0.40 
    6      -0.01       0.00      0.02      0.00       97        8  1.00  0.40 
    7       0.01       0.00      0.03      0.00      114        8  1.00  0.40 
    8       0.01       0.00      0.02      0.00      100       10  1.00  0.40 
    9      -0.00       0.00      0.04      0.00       96       10  1.00  0.40 
   10       0.01       0.00      0.06      0.00      103       11  1.00  0.40 
   11       0.01       0.00      0.14      0.00      100       14  1.00  0.40 
   12       0.02       0.00      0.18      0.00      109        9  1.00  0.40 
   13       0.04       0.00      0.22      0.00      105        9  1.00  0.40 
   14       0.02       0.00      0.18      0.00       95       12  1.00  0.40 
   15       0.04       0.00      0.16      0.00      120        9  1.00  0.40 
   16       0.06       0.00      0.19      0.00      108       11  1.00  0.40 
   17       0.06       0.00      0.15      0.00       90       12  1.00  0.40 
   18       0.06       0.00      0.16      0.00      107        8  1.00  0.40 
   19       0.08       0.00      0.18      0.00      104        9  1.00  0.40 
   20       0.09       0.00      0.18      0.00       97        8  1.00  0.40 
   21       0.08       0.00      0.19      0.00      103        9  1.00  0.40 
   22       0.12       0.00      0.25      0.00      108       11  1.00  0.40 
   23       0.12       0.00      0.25      0.00      107       13  1.00  0.40 
   24       0.09       0.00      0.21      0.00      102        6  1.00  0.40 
   25       0.10       0.00      0.27      0.00       96       10  1.00  0.40 
   26       0.12       0.00      0.30      0.00      106        8  1.00  0.40 
   27       0.12       0.00      0.27      0.00       87       10  1.00  0.40 
   28       0.15       0.00      0.32      0.00      100       11  1.00  0.40 
   29       0.13       0.00      0.29      0.00       99       11  1.00  0.40 
   30       0.13       0.00      0.31      0.00      106        9  1.00  0.40 
   31       0.06       0.00      0.26      0.00      117       10  1.00  0.40 
   32       0.01       0.00      0.22      0.00       90       10  1.00  0.40 
   33       0.01       0.00      0.24      0.00      107        9  1.00  0.40 
   34       0.01       0.00      0.20      0.00      105        7  1.00  0.40 
   35       0.04       0.00      0.21      0.00      101       11  1.00  0.40 
   36       0.02       0.00      0.21      0.00      109       13  1.00  0.40 
   37       0.04       0.00      0.16      0.00       94       11  1.00  0.40 
   38       0.04       0.00      0.20      0.00       97        7  1.00  0.40 
   39       0.02       0.00      0.30      0.00      108        7  1.00  0.40 
   40       0.07       0.00      0.30      0.00      100       11  1.00  0.40 
   41       0.10       0.00      0.28      0.00       81        8  1.00  0.40 
   42       0.07       0.00      0.38      0.00       91        9  1.00  0.40 
   43       0.05       0.00      0.34      0.00      103       11  1.00  0.40 
   44       0.05       0.00      0.20      0.00       88        8  1.00  0.40 
   45       0.09       0.00      0.23      0.00      112       12  1.00  0.40 
   46       0.03       0.00      0.16      0.00       97       14  1.00  0.40 
   47      -0.03       0.00      0.21      0.00      110        8  1.00  0.40 
   48      -0.01       0.00      0.27      0.00      102        7  1.00  0.40 
   49       0.04       0.00      0.19      0.00      102       12  1.00  0.40 
   50       0.06       0.00      0.22      0.00       96        7  1.00  0.40 
   51       0.06       0.00      0.22      0.00       96       12  1.00  0.40 
   52       0.07       0.00      0.26      0.00      106       11  1.00  0.40 
   53       0.08       0.00      0.21      0.00       86        9  1.00  0.40 
   54       0.07       0.00      0.21      0.00      111       13  1.00  0.40 
