gen	pheno_px	pheno_hx	pheno_py	pheno_hy	div_px	div_hx	div_py	div_hy	eud	div_h	div_p	ind_p	ind_h	sig_K	sig_C
    1      0.00      0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00	10000	   10  1.00  0.40 
    2     -0.00      0.00    -0.00      0.00     0.01     0.00     0.01     0.00     0.00      0.00     0.01	 9926	    8  1.00  0.40 
    3     -0.00      0.00    -0.00      0.00     0.01     0.00     0.01     0.00     0.00      0.00     0.02	 9886	   12  1.00  0.40 
    4     -0.00      0.00     0.00      0.00     0.02     0.00     0.02     0.00     0.00      0.00     0.04	 9895	   10  1.00  0.40 
    5     -0.00      0.00     0.00      0.00     0.03     0.00     0.02     0.00     0.00      0.00     0.05	 9994	   10  1.00  0.40 
    6     -0.00      0.00     0.00      0.00     0.03     0.00     0.03     0.00     0.00      0.00     0.06	 9862	    8  1.00  0.40 
    7     -0.00      0.00     0.00      0.00     0.04     0.00     0.03     0.00     0.00      0.00     0.07	10049	    7  1.00  0.40 
    8      0.00      0.00    -0.00      0.00     0.05     0.00     0.04     0.00     0.00      0.00     0.09	10003	   13  1.00  0.40 
    9      0.00      0.00    -0.00      0.00     0.05     0.00     0.05     0.00     0.00      0.00     0.10	 9937	   10  1.00  0.40 
   10      0.00      0.00    -0.00      0.00     0.06     0.00     0.05     0.00     0.00      0.00     0.11	 9888	    9  1.00  0.40 
   11      0.00      0.00    -0.00      0.00     0.07     0.00     0.05     0.00     0.00      0.00     0.11	 9958	    9  1.00  0.40 
   12      0.00      0.00    -0.00      0.00     0.07     0.00     0.05     0.00     0.00      0.00     0.12	10129	    9  1.00  0.40 
   13      0.00      0.00    -0.00      0.00     0.07     0.00     0.05     0.00     0.00      0.00     0.13	10009	    7  1.00  0.40 
   14      0.00      0.00    -0.00      0.00     0.08     0.00     0.06     0.00     0.00      0.00     0.14	 9969	   11  1.00  0.40 
   15      0.00      0.00    -0.00      0.00     0.08     0.00     0.06     0.00     0.00      0.00     0.14	 9885	   10  1.00  0.40 
   16     -0.00      0.00    -0.00      0.00     0.09     0.00     0.07     0.00     0.00      0.00     0.16	10017	    9  1.00  0.40 
