gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00    100000       10  1.00  0.40 
    2      -0.00       0.00      0.01      0.00    100113        9  1.00  0.40 
    3       0.00       0.00      0.03      0.00    100273       10  1.00  0.40 
    4       0.00       0.19      0.04      0.10    100257        9  1.00  0.40 
    5       0.00       0.34      0.05      0.18    100178       10  1.00  0.40 
    6      -0.00       0.15      0.06      0.09    100346       11  1.00  0.40 
    7      -0.00       0.43      0.07      0.22    99466       12  1.00  0.40 
    8      -0.00       0.31      0.08      0.17    99789       11  1.00  0.40 
    9      -0.00       0.21      0.09      0.12    100227        8  1.00  0.40 
   10      -0.00       0.00      0.10      0.00    100024       10  1.00  0.40 
   11      -0.00       0.00      0.11      0.00    100014       12  1.00  0.40 
   12      -0.00       0.00      0.13      0.00    99872       10  1.00  0.40 
   13      -0.00       0.00      0.14      0.00    99801        8  1.00  0.40 
   14      -0.00       0.00      0.15      0.00    99609       12  1.00  0.40 
   15      -0.00       0.00      0.16      0.00    99749       14  1.00  0.40 
   16      -0.00       0.00      0.17      0.00    100130        7  1.00  0.40 
   17      -0.00       0.00      0.19      0.00    100057       12  1.00  0.40 
   18      -0.00       0.00      0.20      0.00    99291        4  1.00  0.40 
   19       0.00       0.00      0.21      0.00    100061        8  1.00  0.40 
   20       0.00       0.00      0.22      0.00    99934       12  1.00  0.40 
   21       0.00       0.00      0.23      0.00    99781        8  1.00  0.40 
   22       0.00       0.00      0.25      0.00    99785        9  1.00  0.40 
   23       0.00       0.00      0.26      0.00    99715       12  1.00  0.40 
   24       0.00       0.00      0.27      0.00    100106        8  1.00  0.40 
   25       0.00       0.00      0.28      0.00    100080        9  1.00  0.40 
   26       0.00       0.00      0.30      0.00    99926       14  1.00  0.40 
   27      -0.00       0.00      0.32      0.00    99629       11  1.00  0.40 
   28      -0.00       0.00      0.33      0.00    99436        9  1.00  0.40 
   29       0.00       0.04      0.34      0.09    100100       11  1.00  0.40 
   30      -0.00       0.08      0.35      0.17    100030       11  1.00  0.40 
