gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00    100000     1000  1.00  0.40 
    2      -0.00      -0.00      0.01      0.00    99287     1001  1.00  0.40 
    3       0.00       0.00      0.03      0.00    99974      994  1.00  0.40 
    4       0.00       0.00      0.04      0.00    99723      988  1.00  0.40 
    5       0.00       0.00      0.05      0.00    100678      996  1.00  0.40 
    6      -0.00       0.00      0.06      0.00    100358     1004  1.00  0.40 
    7      -0.00      -0.00      0.08      0.00    100208     1010  1.00  0.40 
    8      -0.00       0.00      0.09      0.00    99945     1038  1.00  0.40 
    9      -0.00       0.00      0.10      0.00    99949      995  1.00  0.40 
   10      -0.00       0.00      0.11      0.00    99966      981  1.00  0.40 
   11      -0.00       0.00      0.12      0.00    100383      973  1.00  0.40 
   12      -0.00       0.00      0.14      0.00    100154     1026  1.00  0.40 
   13      -0.00       0.00      0.14      0.00    100194     1022  1.00  0.40 
   14      -0.00       0.00      0.16      0.01    99705     1011  1.00  0.40 
   15      -0.00      -0.00      0.17      0.00    99646     1028  1.00  0.40 
   16      -0.00      -0.00      0.19      0.00    100093      946  1.00  0.40 
   17      -0.00      -0.00      0.20      0.00    99942      983  1.00  0.40 
   18      -0.00       0.00      0.21      0.00    100054     1002  1.00  0.40 
   19      -0.00       0.00      0.22      0.00    100483     1005  1.00  0.40 
   20      -0.00       0.00      0.24      0.00    100195     1005  1.00  0.40 
   21      -0.00      -0.00      0.25      0.00    99665      979  1.00  0.40 
   22      -0.00      -0.00      0.26      0.00    100202     1008  1.00  0.40 
   23      -0.00      -0.00      0.28      0.00    99831     1005  1.00  0.40 
   24      -0.00      -0.00      0.29      0.00    100055     1026  1.00  0.40 
   25       0.00      -0.00      0.30      0.00    100208     1036  1.00  0.40 
   26      -0.00      -0.00      0.31      0.00    100125      975  1.00  0.40 
   27       0.00       0.00      0.32      0.00    99708     1028  1.00  0.40 
   28       0.00       0.00      0.33      0.00    100411      997  1.00  0.40 
   29       0.00       0.00      0.34      0.00    99495     1009  1.00  0.40 
   30       0.00      -0.00      0.35      0.00    100264     1017  1.00  0.40 
   31       0.00      -0.00      0.36      0.00    99885      967  1.00  0.40 
