// Initial random seed:
5007888480762

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00      100    10000  1.00  0.40 
    2       0.00      -0.00      0.00      0.00       92     9866  1.00  0.40 
    3      -0.01      -0.00      0.10      0.00      100     9970  1.00  0.40 
    4      -0.05      -0.00      0.44      0.00       79    10029  1.00  0.40 
    5      -0.14       0.00      1.29      0.00       62    10060  1.00  0.40 
    6      -0.13       0.00      1.56      0.00       91    10025  1.00  0.40 
    7      -0.12       0.00      1.60      0.00      113    10005  1.00  0.40 
    8      -0.25       0.00      1.60      0.00       95     9947  1.00  0.40 
    9      -0.43       0.00      1.74      0.01      104    10041  1.00  0.40 
   10      -0.65      -0.00      1.87      0.01      105     9969  1.00  0.40 
   11      -1.13      -0.00      1.78      0.01      107     9832  1.00  0.40 
   12      -1.24      -0.00      1.69      0.01       88    10040  1.00  0.40 
   13      -1.38      -0.00      1.01      0.01      111     9974  1.00  0.40 
   14      -1.47      -0.01      0.98      0.02       96     9979  1.00  0.40 
   15      -1.47      -0.01      0.86      0.02      105     9879  1.00  0.40 
   16      -1.62      -0.01      0.70      0.03       93    10098  1.00  0.40 
   17      -1.66      -0.02      0.69      0.03      104     9912  1.00  0.40 
   18      -1.73      -0.03      0.83      0.04       95    10141  1.00  0.40 
   19      -1.77      -0.05      0.48      0.06      100     9985  1.00  0.40 
   20      -1.77      -0.07      0.31      0.07       87     9968  1.00  0.40 
   21      -1.84      -0.10      0.38      0.09       99    10024  1.00  0.40 
   22      -2.00      -0.14      0.57      0.12      102    10003  1.00  0.40 
   23      -2.19      -0.19      0.71      0.16       98     9991  1.00  0.40 
   24      -2.42      -0.26      0.83      0.21      109    10022  1.00  0.40 
   25      -2.61      -0.33      0.96      0.26       99    10086  1.00  0.40 
   26      -2.97      -0.42      0.74      0.31       95     9994  1.00  0.40 
   27      -3.26      -0.51      0.67      0.37       97    10055  1.00  0.40 
   28      -3.67      -0.60      0.35      0.43       87     9999  1.00  0.40 
   29      -3.71      -0.69      0.32      0.48       92    10025  1.00  0.40 
   30      -3.81      -0.79      0.25      0.53       99    10003  1.00  0.40 
   31      -3.89      -0.91      0.18      0.59      109     9991  1.00  0.40 
   32      -3.92      -1.07      0.17      0.66       94     9895  1.00  0.40 
   33      -3.98      -1.28      0.09      0.75      107    10071  1.00  0.40 
   34      -3.98      -1.50      0.09      0.84      109     9976  1.00  0.40 
   35      -4.02      -1.77      0.11      0.93      108    10028  1.00  0.40 
   36      -4.03      -2.05      0.14      1.01      121    10086  1.00  0.40 
   37      -4.07      -2.37      0.21      1.07       91     9952  1.00  0.40 
   38      -4.11      -2.66      0.32      1.11       98     9984  1.00  0.40 
   39      -4.17      -2.90      0.37      1.13      104    10094  1.00  0.40 
   40      -4.34      -3.10      0.46      1.12       94    10091  1.00  0.40 
   41      -4.68      -3.25      0.54      1.10       79    10059  1.00  0.40 
   42      -4.94      -3.36      0.37      1.07      104     9939  1.00  0.40 
   43      -5.13      -3.45      0.11      1.07      104     9965  1.00  0.40 
   44      -5.19      -3.51      0.02      1.06       96    10018  1.00  0.40 
   45      -5.19      -3.58      0.04      1.08       95    10114  1.00  0.40 
