// Initial random seed:
5034718480315

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1       0.00       0.00      0.00      0.00     1000    10000  1.00  0.40 
    2      -0.00       0.00      0.02      0.00      980    10052  1.00  0.40 
    3      -0.00      -0.00      0.06      0.00      998    10048  1.00  0.40 
    4      -0.01      -0.00      0.18      0.00     1007    10055  1.00  0.40 
    5      -0.03      -0.00      0.48      0.00      946    10103  1.00  0.40 
    6      -0.11      -0.00      1.08      0.00      934     9866  1.00  0.40 
    7      -0.17      -0.00      1.58      0.00      994    10060  1.00  0.40 
    8      -0.17      -0.00      1.76      0.00     1016    10001  1.00  0.40 
    9      -0.09      -0.00      1.80      0.00     1058    10137  1.00  0.40 
   10       0.03      -0.00      1.83      0.01     1030    10027  1.00  0.40 
   11       0.13      -0.00      1.84      0.01     1007    10003  1.00  0.40 
   12       0.21      -0.00      1.89      0.01      973     9960  1.00  0.40 
   13       0.33      -0.00      1.94      0.01     1022     9928  1.00  0.40 
   14       0.39      -0.00      1.97      0.02     1028     9827  1.00  0.40 
   15       0.43      -0.01      1.98      0.02     1001     9988  1.00  0.40 
   16       0.58      -0.01      2.01      0.02     1041     9963  1.00  0.40 
   17       0.73      -0.01      2.02      0.02      966     9966  1.00  0.40 
   18       0.82      -0.01      2.03      0.03      991    10009  1.00  0.40 
   19       0.94      -0.01      2.03      0.03     1019     9949  1.00  0.40 
   20       1.04      -0.01      2.02      0.04     1003    10172  1.00  0.40 
   21       1.13      -0.01      2.05      0.04      995     9990  1.00  0.40 
   22       1.12      -0.01      2.05      0.05      960     9987  1.00  0.40 
   23       1.17      -0.01      1.99      0.05      986     9920  1.00  0.40 
   24       1.26      -0.01      2.00      0.06      991    10054  1.00  0.40 
   25       1.35       0.00      1.99      0.07     1025     9933  1.00  0.40 
   26       1.40       0.02      1.95      0.09      992     9936  1.00  0.40 
   27       1.37       0.05      2.05      0.10      974     9936  1.00  0.40 
   28       1.41       0.08      2.11      0.13      980    10028  1.00  0.40 
   29       1.41       0.13      2.14      0.15     1025     9947  1.00  0.40 
   30       1.47       0.20      2.18      0.19      959     9976  1.00  0.40 
   31       1.44       0.30      2.20      0.24      977     9916  1.00  0.40 
   32       1.35       0.44      2.26      0.30      995     9961  1.00  0.40 
   33       1.29       0.59      2.29      0.37     1024     9922  1.00  0.40 
   34       1.14       0.76      2.37      0.44      998     9995  1.00  0.40 
   35       0.93       0.92      2.45      0.49      993     9944  1.00  0.40 
   36       0.66       1.08      2.60      0.55      980    10058  1.00  0.40 
   37       0.39       1.20      2.76      0.60     1003    10038  1.00  0.40 
   38      -0.06       1.28      2.88      0.63      996     9997  1.00  0.40 
   39      -0.31       1.37      2.92      0.66     1051     9963  1.00  0.40 
   40      -0.65       1.41      2.95      0.69      988     9905  1.00  0.40 
   41      -0.92       1.42      2.98      0.72     1012    10069  1.00  0.40 
   42      -1.18       1.43      3.00      0.75      977    10028  1.00  0.40 
   43      -1.36       1.36      3.01      0.77     1005     9918  1.00  0.40 
   44      -1.63       1.28      2.99      0.79     1028    10009  1.00  0.40 
   45      -1.85       1.13      2.94      0.81      977    10004  1.00  0.40 
   46      -2.08       0.94      2.92      0.84      976    10084  1.00  0.40 
   47      -2.06       0.70      2.91      0.87     1007     9982  1.00  0.40 
   48      -2.07       0.44      2.92      0.90     1024     9920  1.00  0.40 
   49      -1.98       0.11      2.97      0.92      982    10036  1.00  0.40 
   50      -1.96      -0.22      2.98      0.95      990     9982  1.00  0.40 
   51      -1.83      -0.54      2.97      0.97      968     9950  1.00  0.40 
   52      -1.75      -0.84      2.98      1.00      973     9971  1.00  0.40 
   53      -1.63      -1.11      3.01      1.02      986     9982  1.00  0.40 
   54      -1.43      -1.34      3.01      1.05     1036    10033  1.00  0.40 
   55      -1.12      -1.54      3.08      1.07     1032    10047  1.00  0.40 
   56      -0.77      -1.72      3.11      1.10     1019    10039  1.00  0.40 
   57      -0.39      -1.87      3.08      1.13     1008     9935  1.00  0.40 
   58       0.01      -2.03      3.05      1.16      973    10098  1.00  0.40 
   59       0.64      -2.15      3.04      1.18     1029     9997  1.00  0.40 
   60       1.23      -2.26      2.86      1.20     1061     9962  1.00  0.40 
   61       1.76      -2.38      2.63      1.22     1019    10027  1.00  0.40 
   62       2.40      -2.44      2.33      1.24      998    10020  1.00  0.40 
   63       2.86      -2.49      2.01      1.26     1010     9954  1.00  0.40 
   64       3.20      -2.49      1.78      1.26     1013    10029  1.00  0.40 
   65       3.52      -2.46      1.52      1.27     1003    10154  1.00  0.40 
   66       3.66      -2.39      1.42      1.28     1001     9936  1.00  0.40 
   67       3.86      -2.34      1.24      1.30     1023     9835  1.00  0.40 
   68       4.04      -2.24      1.13      1.31     1007     9943  1.00  0.40 
   69       4.14      -2.10      1.05      1.32     1025     9967  1.00  0.40 
   70       4.13      -1.92      1.02      1.33      977     9852  1.00  0.40 
   71       4.18      -1.66      1.10      1.35      988    10041  1.00  0.40 
   72       4.21      -1.38      1.05      1.37     1003     9919  1.00  0.40 
   73       4.23      -1.03      1.09      1.39      962     9961  1.00  0.40 
   74       4.24      -0.58      1.16      1.41      998     9918  1.00  0.40 
   75       4.25      -0.09      1.13      1.43      987    10083  1.00  0.40 
   76       4.26       0.52      1.21      1.43      928    10004  1.00  0.40 
   77       4.27       1.24      1.24      1.44      968    10026  1.00  0.40 
   78       4.27       1.97      1.29      1.41     1041     9963  1.00  0.40 
   79       4.24       2.63      1.47      1.36      977    10005  1.00  0.40 
   80       4.23       3.19      1.68      1.31      989     9961  1.00  0.40 
   81       4.10       3.60      1.98      1.27     1000     9956  1.00  0.40 
   82       3.99       3.86      2.32      1.23      976     9883  1.00  0.40 
   83       3.81       4.00      2.58      1.22      985     9974  1.00  0.40 
   84       3.87       4.07      2.69      1.20     1052    10036  1.00  0.40 
   85       3.88       4.11      2.67      1.20      985     9860  1.00  0.40 
   86       3.87       4.14      2.70      1.20     1000    10018  1.00  0.40 
   87       3.85       4.14      2.71      1.21      996     9931  1.00  0.40 
   88       3.74       4.16      2.75      1.21      980     9944  1.00  0.40 
   89       3.81       4.22      2.68      1.21     1052     9949  1.00  0.40 
   90       3.76       4.26      2.71      1.22     1017    10076  1.00  0.40 
   91       3.35       4.31      2.89      1.24      997     9963  1.00  0.40 
   92       3.14       4.38      2.94      1.25     1027     9974  1.00  0.40 
   93       3.07       4.47      2.93      1.27      995     9977  1.00  0.40 
   94       2.80       4.58      3.07      1.31      953    10030  1.00  0.40 
   95       2.42       4.72      3.13      1.35      947     9951  1.00  0.40 
   96       1.87       4.86      3.21      1.40     1031     9828  1.00  0.40 
   97       1.32       5.02      3.26      1.44     1010     9976  1.00  0.40 
   98       0.39       5.19      3.22      1.48      991     9904  1.00  0.40 
   99      -0.28       5.32      3.13      1.51     1022    10039  1.00  0.40 
  100      -1.04       5.43      2.89      1.55      987     9942  1.00  0.40 
  101      -1.97       5.53      2.45      1.58     1030    10001  1.00  0.40 
  102      -2.71       5.60      2.00      1.60      977    10060  1.00  0.40 
  103      -3.03       5.65      1.75      1.62     1020    10063  1.00  0.40 
  104      -3.45       5.67      1.42      1.63     1019     9931  1.00  0.40 
  105      -3.78       5.71      1.14      1.64     1027    10113  1.00  0.40 
  106      -3.99       5.73      0.96      1.64     1006     9999  1.00  0.40 
  107      -4.14       5.75      0.82      1.64      996     9942  1.00  0.40 
  108      -4.28       5.76      0.71      1.64      983    10008  1.00  0.40 
  109      -4.43       5.76      0.57      1.64     1025     9967  1.00  0.40 
  110      -4.43       5.77      0.56      1.64      997    10053  1.00  0.40 
  111      -4.49       5.77      0.50      1.65     1004     9933  1.00  0.40 
  112      -4.56       5.79      0.44      1.67     1015    10083  1.00  0.40 
  113      -4.55       5.80      0.50      1.67     1010    10118  1.00  0.40 
  114      -4.51       5.77      0.62      1.66     1014     9985  1.00  0.40 
  115      -4.51       5.79      0.64      1.67      988     9987  1.00  0.40 
  116      -4.60       5.80      0.53      1.68     1009    10062  1.00  0.40 
  117      -4.64       5.80      0.51      1.68      977     9973  1.00  0.40 
  118      -4.61       5.80      0.52      1.68      993     9965  1.00  0.40 
  119      -4.59       5.81      0.55      1.69      993    10099  1.00  0.40 
  120      -4.58       5.81      0.56      1.69      997    10040  1.00  0.40 
  121      -4.62       5.81      0.54      1.68      987    10045  1.00  0.40 
  122      -4.61       5.80      0.51      1.68      983    10010  1.00  0.40 
  123      -4.61       5.81      0.55      1.68      972     9922  1.00  0.40 
  124      -4.62       5.80      0.56      1.69      980    10043  1.00  0.40 
  125      -4.61       5.81      0.57      1.69     1028    10036  1.00  0.40 
  126      -4.63       5.80      0.54      1.68     1012     9988  1.00  0.40 
  127      -4.60       5.81      0.58      1.69     1033    10012  1.00  0.40 
  128      -4.57       5.81      0.66      1.68     1020     9886  1.00  0.40 
  129      -4.54       5.81      0.76      1.68      959     9828  1.00  0.40 
  130      -4.58       5.82      0.68      1.69     1006    10067  1.00  0.40 
  131      -4.54       5.82      0.72      1.69     1022    10097  1.00  0.40 
  132      -4.54       5.80      0.71      1.69     1028    10068  1.00  0.40 
  133      -4.51       5.81      0.82      1.68      980    10006  1.00  0.40 
  134      -4.51       5.81      0.85      1.68     1015    10047  1.00  0.40 
  135      -4.54       5.81      0.80      1.69     1003     9997  1.00  0.40 
  136      -4.53       5.80      0.83      1.70      988    10019  1.00  0.40 
  137      -4.49       5.80      0.88      1.70      985    10032  1.00  0.40 
  138      -4.48       5.80      0.91      1.71     1015    10155  1.00  0.40 
  139      -4.46       5.79      0.98      1.72      989     9926  1.00  0.40 
  140      -4.47       5.80      0.95      1.73      988     9991  1.00  0.40 
  141      -4.48       5.81      0.98      1.73     1026     9966  1.00  0.40 
  142      -4.44       5.81      1.02      1.74      992     9964  1.00  0.40 
  143      -4.43       5.80      1.02      1.74      999    10033  1.00  0.40 
  144      -4.43       5.81      1.02      1.74      987     9751  1.00  0.40 
