// Initial random seed:
1619867454220

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000   13  1.00  0.40 
    2  -0.00   0.00  0.01  0.00 1048   13  1.00  0.40 
    3   0.00   0.00  0.01  0.00 1004   12  1.00  0.40 
    4  -0.00   0.00  0.02  0.00  989   10  1.00  0.40 
    5  -0.00   0.00  0.02  0.00 1048   11  1.00  0.40 
    6  -0.00   0.00  0.03  0.00 1012   11  1.00  0.40 
    7  -0.00   0.00  0.04  0.00 1015   12  1.00  0.40 
    8  -0.00   0.00  0.04  0.00  964    8  1.00  0.40 
    9  -0.01   0.00  0.04  0.00 1009   12  1.00  0.40 
   10  -0.02   0.00  0.04  0.00 1027   12  1.00  0.40 
   11  -0.02   0.00  0.04  0.00  993   11  1.00  0.40 
   12  -0.01   0.00  0.05  0.00  986   11  1.00  0.40 
   13  -0.02   0.00  0.06  0.00  985   11  1.00  0.40 
   14  -0.01   0.00  0.06  0.00 1019   15  1.00  0.40 
   15  -0.02   0.00  0.07  0.00 1031   16  1.00  0.40 
   16  -0.02   0.00  0.08  0.00 1057    9  1.00  0.40 
   17  -0.01   0.00  0.10  0.00 1024    9  1.00  0.40 
   18  -0.01   0.00  0.11  0.00 1019   13  1.00  0.40 
   19  -0.01   0.00  0.12  0.00 1005   10  1.00  0.40 
   20  -0.03   0.00  0.12  0.00 1022   11  1.00  0.40 
   21  -0.03   0.00  0.13  0.00  989   13  1.00  0.40 
   22  -0.01   0.00  0.13  0.00  979    5  1.00  0.40 
   23  -0.02   0.00  0.14  0.00 1002   10  1.00  0.40 
   24  -0.01   0.00  0.15  0.00 1058   10  1.00  0.40 
   25  -0.03   0.00  0.16  0.00  991    7  1.00  0.40 
   26  -0.05   0.00  0.18  0.00 1003    8  1.00  0.40 
   27  -0.05   0.00  0.20  0.00 1016   11  1.00  0.40 
   28  -0.06   0.00  0.21  0.00 1008    9  1.00  0.40 
   29  -0.06   0.00  0.20  0.00  993    9  1.00  0.40 
   30  -0.07   0.00  0.21  0.00 1067   12  1.00  0.40 
   31  -0.07   0.00  0.19  0.00 1002   14  1.00  0.40 
   32  -0.07   0.00  0.21  0.00 1062    5  1.00  0.40 
   33  -0.05   0.00  0.23  0.00 1015   10  1.00  0.40 
   34  -0.08   0.00  0.25  0.00 1009   12  1.00  0.40 
   35  -0.07   0.00  0.26  0.00 1008   10  1.00  0.40 
   36  -0.07   0.00  0.27  0.00 1029    9  1.00  0.40 
   37  -0.08   0.00  0.30  0.00 1013    9  1.00  0.40 
   38  -0.08   0.00  0.32  0.00 1002    8  1.00  0.40 
   39  -0.10   0.00  0.33  0.00  949   10  1.00  0.40 
