// Initial random seed:
1599694595940

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00	 1000	 1000  1.00  0.40 
    2   0.00   0.00  0.01  0.00	 3000	 2000  1.00  0.40 
    3   0.00   0.00  0.01  0.00	 9000	 4000  1.00  0.40 
    4   0.00   0.00  0.02  0.00	 9974	 7998  1.00  0.40 
    5  -0.00   0.00  0.03  0.00	10072	 9875  1.00  0.40 
    6  -0.01   0.00  0.05  0.00	 9858	10003  1.00  0.40 
    7  -0.01  -0.00  0.07  0.00	 9915	 9962  1.00  0.40 
    8  -0.02  -0.00  0.09  0.00	10159	 9962  1.00  0.40 
    9  -0.03  -0.00  0.12  0.00	 9965	10021  1.00  0.40 
   10  -0.05  -0.00  0.16  0.00	10091	10007  1.00  0.40 
   11  -0.07  -0.00  0.21  0.00	 9998	 9842  1.00  0.40 
   12  -0.11  -0.00  0.27  0.01	10105	10012  1.00  0.40 
   13  -0.16  -0.00  0.36  0.01	 9755	 9874  1.00  0.40 
   14  -0.21   0.00  0.46  0.01	 9971	10022  1.00  0.40 
   15  -0.27   0.00  0.57  0.01	 9910	 9960  1.00  0.40 
   16  -0.35   0.00  0.67  0.01	 9994	10025  1.00  0.40 
   17  -0.44   0.00  0.78  0.01	 9927	 9940  1.00  0.40 
   18  -0.52   0.00  0.87  0.01	10003	 9865  1.00  0.40 
   19  -0.61  -0.00  0.94  0.01	 9997	10010  1.00  0.40 
   20  -0.70  -0.00  1.00  0.01	 9954	10191  1.00  0.40 
   21  -0.77   0.00  1.05  0.01	 9874	10011  1.00  0.40 
   22  -0.83   0.00  1.08  0.02	10026	 9899  1.00  0.40 
   23  -0.86   0.00  1.10  0.02	 9908	10046  1.00  0.40 
   24  -0.89   0.00  1.12  0.02	10084	 9998  1.00  0.40 
   25  -0.91   0.00  1.14  0.02	 9968	10128  1.00  0.40 
   26  -0.93   0.00  1.15  0.02	10020	 9993  1.00  0.40 
   27  -0.93   0.00  1.16  0.03	 9927	 9979  1.00  0.40 
   28  -0.93   0.00  1.17  0.03	 9955	10037  1.00  0.40 
   29  -0.98  -0.00  1.18  0.04	 9967	10019  1.00  0.40 
   30  -1.00   0.00  1.19  0.04	10031	 9893  1.00  0.40 
   31  -1.01  -0.00  1.20  0.05	10086	 9986  1.00  0.40 
   32  -1.05  -0.01  1.20  0.06	10085	10100  1.00  0.40 
   33  -1.08  -0.01  1.21  0.06	 9958	 9901  1.00  0.40 
   34  -1.07  -0.02  1.21  0.08	 9887	10033  1.00  0.40 
   35  -1.09  -0.03  1.21  0.09	10029	10088  1.00  0.40 
   36  -1.09  -0.05  1.22  0.11	10060	 9988  1.00  0.40 
   37  -1.09  -0.07  1.22  0.13	10026	10006  1.00  0.40 
   38  -1.07  -0.10  1.23  0.15	 9898	10021  1.00  0.40 
   39  -1.05  -0.13  1.24  0.18	10002	10097  1.00  0.40 
   40  -1.06  -0.18  1.24  0.21	 9964	 9919  1.00  0.40 
   41  -1.07  -0.23  1.26  0.26	10000	10041  1.00  0.40 
   42  -1.03  -0.31  1.26  0.31	10031	 9948  1.00  0.40 
   43  -0.98  -0.41  1.29  0.37	10015	 9873  1.00  0.40 
   44  -0.96  -0.51  1.30  0.43	10123	10101  1.00  0.40 
   45  -0.89  -0.62  1.31  0.50	10098	10000  1.00  0.40 
   46  -0.78  -0.74  1.33  0.56	 9993	10105  1.00  0.40 
   47  -0.70  -0.88  1.35  0.64	 9948	 9930  1.00  0.40 
   48  -0.58  -1.01  1.37  0.70	10011	 9950  1.00  0.40 
   49  -0.46  -1.14  1.40  0.76	 9924	10098  1.00  0.40 
   50  -0.29  -1.27  1.42  0.83	 9949	10028  1.00  0.40 
   51  -0.06  -1.36  1.43  0.87	10004	 9966  1.00  0.40 
   52   0.10  -1.44  1.44  0.91	 9977	 9896  1.00  0.40 
   53   0.29  -1.52  1.46  0.94	10076	 9974  1.00  0.40 
   54   0.50  -1.55  1.46  0.97	 9882	 9952  1.00  0.40 
   55   0.71  -1.58  1.47  1.00	 9888	10027  1.00  0.40 
   56   0.93  -1.59  1.47  1.02	 9924	10055  1.00  0.40 
   57   1.10  -1.58  1.47  1.04	 9989	 9934  1.00  0.40 
   58   1.25  -1.52  1.47  1.06	10025	 9967  1.00  0.40 
   59   1.39  -1.44  1.47  1.08	10042	10060  1.00  0.40 
   60   1.50  -1.34  1.48  1.10	10062	10039  1.00  0.40 
   61   1.62  -1.16  1.47  1.10	 9918	10028  1.00  0.40 
   62   1.67  -0.98  1.48  1.11	 9865	10081  1.00  0.40 
   63   1.73  -0.75  1.50  1.11	 9901	10080  1.00  0.40 
   64   1.74  -0.52  1.51  1.11	10075	10013  1.00  0.40 
   65   1.77  -0.24  1.54  1.10	 9997	10045  1.00  0.40 
   66   1.78   0.04  1.57  1.09	 9943	 9867  1.00  0.40 
   67   1.76   0.33  1.59  1.08	 9952	10071  1.00  0.40 
   68   1.75   0.61  1.62  1.07	 9970	 9957  1.00  0.40 
   69   1.74   0.89  1.66  1.06	 9996	 9968  1.00  0.40 
   70   1.67   1.15  1.69  1.05	 9875	 9891  1.00  0.40 
   71   1.58   1.35  1.74  1.04	 9951	10089  1.00  0.40 
   72   1.47   1.56  1.78  1.02	 9977	 9857  1.00  0.40 
   73   1.31   1.74  1.82  1.01	 9885	 9982  1.00  0.40 
   74   1.13   1.90  1.85  1.00	10010	 9953  1.00  0.40 
   75   0.92   2.03  1.89  1.00	10071	 9881  1.00  0.40 
   76   0.71   2.17  1.94  1.00	10137	 9916  1.00  0.40 
   77   0.43   2.26  1.98  1.00	 9963	 9980  1.00  0.40 
   78   0.20   2.36  2.02  0.99	10082	10068  1.00  0.40 
   79  -0.04   2.45  2.05  1.00	10014	 9978  1.00  0.40 
   80  -0.37   2.53  2.08  1.00	 9892	 9959  1.00  0.40 
   81  -0.63   2.59  2.10  1.01	 9851	10033  1.00  0.40 
   82  -0.90   2.64  2.12  1.01	10170	10104  1.00  0.40 
   83  -1.16   2.67  2.13  1.01	10143	10001  1.00  0.40 
   84  -1.43   2.70  2.16  1.01	 9953	 9956  1.00  0.40 
   85  -1.68   2.73  2.17  1.01	10013	10004  1.00  0.40 
   86  -1.88   2.76  2.20  1.02	10144	 9990  1.00  0.40 
   87  -2.07   2.80  2.22  1.02	 9882	10074  1.00  0.40 
   88  -2.26   2.79  2.22  1.03	 9989	10053  1.00  0.40 
   89  -2.43   2.78  2.23  1.02	10043	10027  1.00  0.40 
   90  -2.51   2.78  2.24  1.03	 9973	 9920  1.00  0.40 
   91  -2.64   2.76  2.24  1.03	 9991	 9920  1.00  0.40 
   92  -2.70   2.74  2.25  1.04	10091	 9906  1.00  0.40 
   93  -2.80   2.70  2.25  1.04	10115	 9929  1.00  0.40 
   94  -2.88   2.67  2.25  1.05	 9840	10054  1.00  0.40 
   95  -2.99   2.64  2.26  1.06	 9908	 9961  1.00  0.40 
   96  -3.06   2.61  2.26  1.08	 9970	 9978  1.00  0.40 
   97  -3.10   2.57  2.26  1.09	 9963	10048  1.00  0.40 
   98  -3.16   2.53  2.27  1.10	 9872	10067  1.00  0.40 
   99  -3.19   2.47  2.26  1.12	 9950	10077  1.00  0.40 
  100  -3.24   2.40  2.27  1.13	10079	 9983  1.00  0.40 
#OUT: 100 F
Mutations:
