// Initial random seed:
1616315964036

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00   92   96  1.00  0.40 
    2   0.02   0.00  0.02  0.00   96   99  1.00  0.40 
    3   0.03   0.00  0.03  0.00  105   95  1.00  0.40 
    4   0.03   0.00  0.07  0.00  104  106  1.00  0.40 
    5   0.06   0.00  0.08  0.00   99  108  1.00  0.40 
    6   0.07   0.00  0.13  0.00   99   89  1.00  0.40 
    7   0.11   0.00  0.10  0.00  105   99  1.00  0.40 
    8   0.14   0.00  0.14  0.00   96  110  1.00  0.40 
    9   0.22   0.00  0.21  0.00  102  102  1.00  0.40 
   10   0.29  -0.00  0.24  0.01   99  104  1.00  0.40 
   11   0.33  -0.00  0.28  0.01   96  105  1.00  0.40 
   12   0.50  -0.00  0.37  0.01  119   92  1.00  0.40 
   13   0.54  -0.00  0.39  0.02   92  106  1.00  0.40 
   14   0.75  -0.00  0.45  0.01   95   89  1.00  0.40 
   15   0.89  -0.00  0.50  0.01  129  107  1.00  0.40 
   16   1.11  -0.00  0.54  0.02  103  100  1.00  0.40 
   17   1.21  -0.00  0.54  0.01   96   97  1.00  0.40 
   18   1.34  -0.01  0.59  0.03   95  105  1.00  0.40 
   19   1.41  -0.01  0.59  0.03  105  101  1.00  0.40 
   20   1.46  -0.00  0.58  0.02  111  111  1.00  0.40 
   21   1.54  -0.00  0.57  0.01  108  110  1.00  0.40 
   22   1.58   0.00  0.59  0.00  101  100  1.00  0.40 
   23   1.59   0.00  0.60  0.00   96  107  1.00  0.40 
   24   1.61   0.00  0.57  0.00  105  116  1.00  0.40 
   25   1.67   0.00  0.53  0.00   92  108  1.00  0.40 
   26   1.66   0.00  0.54  0.00  110  107  1.00  0.40 
   27   1.67   0.00  0.57  0.00   86   88  1.00  0.40 
   28   1.68   0.00  0.59  0.00  110   91  1.00  0.40 
#WARNING (Genome_Class::ExecuteMethod_removeMutations): removeMutations() should probably not be called from an late() event in a nonWF model; the removed mutation(s) will still influence fitness values until partway through the next generation.
   29   1.69   0.01  0.57  0.01  106   94  1.00  0.40 
   30   0.00   0.00  0.09  0.00   95   96  1.00  0.40 
   31   0.01   0.00  0.09  0.00  104   87  1.00  0.40 
   32   0.02   0.00  0.11  0.00   97  103  1.00  0.40 
   33   0.05   0.00  0.18  0.00  103  110  1.00  0.40 
   34   0.07   0.00  0.18  0.00  106  105  1.00  0.40 
   35   0.09   0.00  0.25  0.00   98  101  1.00  0.40 
   36   0.12   0.00  0.35  0.00  109   96  1.00  0.40 
   37   0.24   0.00  0.47  0.00  104   90  1.00  0.40 
   38   0.28   0.00  0.58  0.00   85  107  1.00  0.40 
   39   0.22   0.01  0.61  0.01   99  101  1.00  0.40 
   40   0.23   0.02  0.75  0.02  102   87  1.00  0.40 
   41   0.30   0.02  0.84  0.02  106   91  1.00  0.40 
   42   0.25   0.01  0.99  0.01  106   94  1.00  0.40 
   43   0.35   0.00  1.09  0.00   85   98  1.00  0.40 
   44   0.25   0.00  1.15  0.00   96   97  1.00  0.40 
   45   0.39   0.00  1.17  0.00   98  107  1.00  0.40 
   46   0.40   0.00  1.18  0.00   97   97  1.00  0.40 
   47   0.36   0.00  1.21  0.00   93  100  1.00  0.40 
   48   0.20   0.00  1.26  0.00  102  102  1.00  0.40 
   49   0.13   0.00  1.26  0.00  101   99  1.00  0.40 
   50  -0.06   0.00  1.24  0.00   94  100  1.00  0.40 
   51  -0.07   0.00  1.24  0.00   84  111  1.00  0.40 
   52  -0.52   0.00  1.18  0.00  105  100  1.00  0.40 
   53  -0.83   0.00  1.16  0.00   92  107  1.00  0.40 
   54  -0.82   0.00  1.14  0.00  103  107  1.00  0.40 
   55  -1.15   0.00  1.09  0.00  111  101  1.00  0.40 
   56  -1.10   0.00  1.10  0.00  103  100  1.00  0.40 
   57  -1.17   0.00  1.08  0.00  101  106  1.00  0.40 
   58  -1.30   0.00  1.05  0.00   96  107  1.00  0.40 
   59  -1.42   0.00  1.04  0.00  104   95  1.00  0.40 
   60  -1.39   0.00  1.06  0.00   98  109  1.00  0.40 
   61  -1.54   0.00  1.03  0.01   89   96  1.00  0.40 
   62  -1.70   0.00  0.98  0.02   94   96  1.00  0.40 
   63  -1.68   0.00  0.96  0.02  102  104  1.00  0.40 
   64  -1.77   0.00  0.92  0.02  105  105  1.00  0.40 
   65  -1.85   0.00  0.90  0.02  100  113  1.00  0.40 
   66  -1.90   0.00  0.86  0.03  101  108  1.00  0.40 
   67  -1.83   0.00  0.90  0.04  104  108  1.00  0.40 
   68  -2.11   0.00  0.84  0.03   83  104  1.00  0.40 
   69  -2.38   0.00  0.75  0.01   93  111  1.00  0.40 
   70  -2.37   0.02  0.77  0.03   97  105  1.00  0.40 
   71  -2.37   0.02  0.78  0.04  103  118  1.00  0.40 
   72  -2.43   0.02  0.81  0.05  112  105  1.00  0.40 
   73  -2.34   0.03  0.82  0.08  112  100  1.00  0.40 
   74  -2.42   0.02  0.80  0.05  101  101  1.00  0.40 
   75  -2.44   0.02  0.77  0.05   92  100  1.00  0.40 
   76  -2.66   0.01  0.66  0.09   89   98  1.00  0.40 
   77  -2.67   0.03  0.67  0.09  111  103  1.00  0.40 
   78  -2.64   0.03  0.69  0.09   88  106  1.00  0.40 
   79  -2.64   0.01  0.66  0.08  102  100  1.00  0.40 
   80  -2.66   0.01  0.64  0.11  121   97  1.00  0.40 
   81  -2.70   0.01  0.62  0.08  109  111  1.00  0.40 
   82  -2.66   0.01  0.60  0.07   97  106  1.00  0.40 
   83  -2.67   0.01  0.63  0.08   96  114  1.00  0.40 
   84  -2.66   0.01  0.61  0.10  106  108  1.00  0.40 
   85  -2.65   0.01  0.60  0.07   86  105  1.00  0.40 
   86  -2.64   0.02  0.54  0.10   95  111  1.00  0.40 
   87  -2.62   0.01  0.53  0.05  100  101  1.00  0.40 
   88  -2.64   0.01  0.53  0.03  108   95  1.00  0.40 
   89  -0.08   0.01  0.05  0.03  107   95  1.00  0.40 
   90  -0.16   0.01  0.10  0.04   97   89  1.00  0.40 
   91  -0.24   0.01  0.15  0.02   99   97  1.00  0.40 
   92  -0.33   0.01  0.22  0.02  105   89  1.00  0.40 
   93  -0.59   0.01  0.32  0.04   95  101  1.00  0.40 
   94  -0.60   0.01  0.33  0.04   92   93  1.00  0.40 
   95  -0.77   0.01  0.38  0.04  105  102  1.00  0.40 
   96  -0.96   0.01  0.49  0.05  104  109  1.00  0.40 
   97  -1.18   0.00  0.55  0.06  100   96  1.00  0.40 
   98  -1.45   0.00  0.61  0.04   94  105  1.00  0.40 
   99  -1.79   0.00  0.67  0.01  102   98  1.00  0.40 
  100  -1.85   0.01  0.61  0.02   99   99  1.00  0.40 
  101  -2.05   0.01  0.61  0.03   97   98  1.00  0.40 
  102  -2.22   0.01  0.65  0.03   97  112  1.00  0.40 
  103  -2.27   0.01  0.63  0.03   96  107  1.00  0.40 
  104  -2.37   0.01  0.63  0.02   92   98  1.00  0.40 
  105  -2.46   0.01  0.63  0.03   97  109  1.00  0.40 
  106  -2.44   0.00  0.61  0.00  116   95  1.00  0.40 
  107  -2.43   0.00  0.59  0.00   93   99  1.00  0.40 
  108  -2.42   0.00  0.58  0.00  101   98  1.00  0.40 
  109  -2.34   0.00  0.66  0.00  104   93  1.00  0.40 
  110  -2.38   0.00  0.65  0.00  119  111  1.00  0.40 
  111  -2.40   0.00  0.60  0.00  118  100  1.00  0.40 
  112  -2.39   0.00  0.62  0.00  108   96  1.00  0.40 
  113  -2.41   0.00  0.65  0.00   95   97  1.00  0.40 
  114  -2.41   0.00  0.66  0.00  104   95  1.00  0.40 
  115  -2.44   0.00  0.64  0.00   92   89  1.00  0.40 
  116  -2.48   0.00  0.63  0.00   89   90  1.00  0.40 
  117  -2.48   0.00  0.63  0.00  102  107  1.00  0.40 
  118  -2.54   0.00  0.64  0.00   91  112  1.00  0.40 
  119  -2.52   0.00  0.63  0.00  103   92  1.00  0.40 
  120  -2.58   0.00  0.60  0.00   92  106  1.00  0.40 
  121  -2.55   0.00  0.58  0.00   88  103  1.00  0.40 
  122  -2.59   0.00  0.60  0.00   88  107  1.00  0.40 
  123  -2.58   0.00  0.60  0.00  104  109  1.00  0.40 
  124  -0.06   0.00  0.17  0.00   89   90  1.00  0.40 
  125  -0.06   0.00  0.20  0.00   98  100  1.00  0.40 
  126  -0.05   0.00  0.24  0.00   99  106  1.00  0.40 
  127  -0.06   0.00  0.24  0.00  109   76  1.00  0.40 
  128  -0.08   0.00  0.20  0.00   95  115  1.00  0.40 
  129  -0.09   0.00  0.19  0.00  101  108  1.00  0.40 
  130  -0.09   0.00  0.26  0.00   99  106  1.00  0.40 
  131  -0.14   0.00  0.31  0.00  107  104  1.00  0.40 
  132  -0.19   0.00  0.36  0.00  110   95  1.00  0.40 
  133  -0.19   0.00  0.46  0.00   86  100  1.00  0.40 
  134  -0.29   0.00  0.47  0.00  114  108  1.00  0.40 
  135  -0.28   0.00  0.55  0.00  115  106  1.00  0.40 
  136  -0.40   0.00  0.57  0.00  102  108  1.00  0.40 
  137  -0.49   0.00  0.62  0.00  101  102  1.00  0.40 
  138  -0.57   0.01  0.66  0.01   84  100  1.00  0.40 
  139  -0.66   0.00  0.67  0.00  100   85  1.00  0.40 
  140  -0.73   0.00  0.73  0.00   89  107  1.00  0.40 
  141  -0.81   0.00  0.75  0.00  101  110  1.00  0.40 
  142  -1.00   0.00  0.71  0.00  101   97  1.00  0.40 
  143  -1.08   0.00  0.69  0.00  101  111  1.00  0.40 
  144  -1.12   0.00  0.73  0.00   82   99  1.00  0.40 
  145  -1.17   0.00  0.73  0.00  100   96  1.00  0.40 
  146  -1.29   0.00  0.73  0.00  103   99  1.00  0.40 
  147  -1.33   0.00  0.66  0.00   99  100  1.00  0.40 
  148  -1.27   0.00  0.66  0.00   98   98  1.00  0.40 
  149  -1.27   0.00  0.68  0.00  115   90  1.00  0.40 
  150  -1.30   0.00  0.72  0.00  105   85  1.00  0.40 
  151  -1.31   0.00  0.73  0.00  105  104  1.00  0.40 
  152  -1.22   0.00  0.77  0.00  109  104  1.00  0.40 
  153  -1.15   0.00  0.80  0.00  100   92  1.00  0.40 
  154  -1.18   0.00  0.81  0.00  104   97  1.00  0.40 
  155  -1.18   0.00  0.82  0.00  106   95  1.00  0.40 
  156  -1.17   0.00  0.84  0.00  106   97  1.00  0.40 
  157  -1.25   0.00  0.88  0.00   99  123  1.00  0.40 
  158  -1.35   0.00  0.91  0.00   92  100  1.00  0.40 
  159  -1.36   0.00  0.97  0.00  108   99  1.00  0.40 
  160  -1.42   0.00  0.98  0.00   97  102  1.00  0.40 
  161  -1.51   0.00  1.00  0.00  111  109  1.00  0.40 
  162  -1.53   0.00  0.97  0.00  103  103  1.00  0.40 
  163  -1.58   0.00  0.95  0.00  118  108  1.00  0.40 
  164  -1.63  -0.00  0.98  0.01  111  105  1.00  0.40 
  165  -1.71  -0.01  0.96  0.03   99  111  1.00  0.40 
  166  -1.71  -0.01  0.98  0.04  105  104  1.00  0.40 
  167  -1.75  -0.02  0.99  0.05  105  101  1.00  0.40 
  168  -1.77  -0.02  0.97  0.04  102  107  1.00  0.40 
  169  -0.36  -0.01  0.46  0.02  113   81  1.00  0.40 
  170  -0.36  -0.02  0.44  0.03  104   91  1.00  0.40 
  171  -0.37   0.01  0.45  0.02  106  101  1.00  0.40 
  172  -0.46  -0.01  0.53  0.02   99   94  1.00  0.40 
  173  -0.57  -0.00  0.58  0.01   96  105  1.00  0.40 
  174  -0.64  -0.00  0.66  0.01   99  105  1.00  0.40 
  175  -0.76   0.00  0.76  0.00  105   99  1.00  0.40 
  176  -0.94   0.00  0.86  0.00   89  104  1.00  0.40 
  177  -1.09   0.00  0.95  0.00  100  107  1.00  0.40 
  178  -1.26   0.00  1.05  0.00   97  102  1.00  0.40 
  179  -1.41   0.00  1.08  0.00  114  110  1.00  0.40 
  180  -1.68   0.00  1.13  0.00   99  108  1.00  0.40 
  181  -1.80   0.00  1.14  0.00   96  116  1.00  0.40 
  182  -2.13   0.00  1.16  0.00   99  102  1.00  0.40 
  183  -2.28   0.00  1.12  0.00   98  121  1.00  0.40 
  184  -2.33   0.00  1.16  0.00  106  102  1.00  0.40 
  185  -2.40   0.00  1.16  0.00  105   94  1.00  0.40 
  186  -2.46   0.00  1.14  0.00  111  103  1.00  0.40 
  187  -2.54   0.00  1.19  0.00  103  100  1.00  0.40 
  188  -2.52   0.00  1.17  0.00  108  107  1.00  0.40 
  189  -1.91   0.00  0.64  0.00  105   97  1.00  0.40 
  190  -1.89   0.00  0.61  0.00   98   96  1.00  0.40 
  191  -1.90   0.00  0.60  0.00  110  107  1.00  0.40 
  192  -1.92   0.00  0.58  0.00  108  103  1.00  0.40 
  193  -1.92   0.00  0.55  0.00  100  105  1.00  0.40 
  194  -0.03   0.00  0.04  0.00   90   94  1.00  0.40 
  195  -0.03   0.00  0.02  0.00   88   97  1.00  0.40 
  196  -0.05   0.00  0.04  0.00  102  104  1.00  0.40 
  197  -0.11   0.00  0.08  0.00   96   97  1.00  0.40 
  198  -0.21   0.00  0.15  0.00  104   94  1.00  0.40 
  199  -0.29   0.00  0.20  0.00   95  100  1.00  0.40 
  200  -0.42   0.00  0.29  0.00  106   99  1.00  0.40 
  201  -0.54   0.00  0.35  0.00  100  101  1.00  0.40 
  202  -0.69   0.00  0.45  0.00  107  105  1.00  0.40 
  203  -0.85   0.00  0.53  0.00  104   99  1.00  0.40 
  204  -0.96   0.00  0.58  0.00  104   92  1.00  0.40 
  205  -1.19   0.00  0.67  0.00  102   99  1.00  0.40 
  206  -1.35   0.00  0.77  0.00   97   99  1.00  0.40 
  207  -1.39   0.00  0.88  0.00  103   90  1.00  0.40 
  208  -1.51   0.00  0.88  0.00  105   98  1.00  0.40 
  209  -1.51  -0.01  0.85  0.01  101   93  1.00  0.40 
  210  -1.60  -0.01  0.86  0.02   92  103  1.00  0.40 
  211  -1.61  -0.02  0.92  0.04   95   96  1.00  0.40 
  212  -1.60  -0.05  0.97  0.07   95  104  1.00  0.40 
  213  -1.68  -0.08  1.03  0.13  106   95  1.00  0.40 
  214  -1.69  -0.10  1.00  0.14   88   86  1.00  0.40 
  215  -1.73  -0.14  1.05  0.19  106  103  1.00  0.40 
  216  -1.78  -0.16  1.09  0.22   96  109  1.00  0.40 
  217  -1.84  -0.23  1.18  0.29  103   92  1.00  0.40 
  218  -1.93  -0.27  1.26  0.33  100  106  1.00  0.40 
  219  -2.00  -0.31  1.29  0.37   92  102  1.00  0.40 
  220  -2.04  -0.28  1.36  0.35  105  101  1.00  0.40 
  221  -2.07  -0.25  1.36  0.32   96   97  1.00  0.40 
  222  -2.08  -0.27  1.37  0.34   96   97  1.00  0.40 
  223  -2.14  -0.31  1.41  0.39  103  111  1.00  0.40 
  224  -2.24  -0.39  1.44  0.44  112   99  1.00  0.40 
  225  -2.34  -0.49  1.46  0.47  104   97  1.00  0.40 
  226  -2.48  -0.58  1.53  0.50  103  101  1.00  0.40 
  227  -2.48  -0.64  1.52  0.50   96  109  1.00  0.40 
  228  -2.55  -0.74  1.52  0.49   95   90  1.00  0.40 
  229  -2.59  -0.79  1.52  0.47   97   94  1.00  0.40 
  230  -2.55  -0.88  1.47  0.43  102   99  1.00  0.40 
  231  -2.58  -0.94  1.50  0.38  107  106  1.00  0.40 
  232  -2.62  -0.98  1.49  0.35  109  102  1.00  0.40 
  233  -2.62  -1.02  1.47  0.31  104  103  1.00  0.40 
  234  -2.70  -1.04  1.46  0.31   89   97  1.00  0.40 
  235  -2.72  -1.10  1.47  0.23  109  100  1.00  0.40 
  236  -2.71  -1.16  1.51  0.15  102   86  1.00  0.40 
  237  -2.71  -1.14  1.51  0.19  106   99  1.00  0.40 
  238  -2.72  -1.18  1.52  0.13   97   97  1.00  0.40 
  239  -2.75  -1.20  1.47  0.10   96   98  1.00  0.40 
  240  -2.74  -1.22  1.49  0.07   90  105  1.00  0.40 
  241  -2.75  -1.24  1.48  0.04  103   97  1.00  0.40 
  242  -2.75  -1.23  1.50  0.05  112  102  1.00  0.40 
  243  -2.74  -1.25  1.50  0.02  103  101  1.00  0.40 
  244  -2.76  -1.25  1.48  0.03  104   97  1.00  0.40 
  245  -2.75  -1.25  1.51  0.03  106   94  1.00  0.40 
  246  -2.74  -1.25  1.50  0.02  103  101  1.00  0.40 
  247  -2.74  -1.25  1.54  0.03  111  106  1.00  0.40 
  248  -2.76  -1.25  1.55  0.03  108  101  1.00  0.40 
  249  -2.78  -1.24  1.56  0.03   84   88  1.00  0.40 
  250  -2.79  -1.24  1.59  0.04  102  102  1.00  0.40 
  251  -2.80  -1.25  1.56  0.02  108   96  1.00  0.40 
  252  -2.83  -1.25  1.59  0.02   98  112  1.00  0.40 
