// Initial random seed:
1615485750856

// RunInitializeCallbacks():
initializeSLiMModelType(modelType = 'nonWF');
initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  117    9  1.00  0.40 
    2  -0.01   0.00  0.01  0.00   98    8  1.00  0.40 
    3   0.00   0.00  0.00  0.00   96    9  1.00  0.40 
    4   0.00   0.00  0.01  0.00  111   12  1.00  0.40 
    5   0.00   0.00  0.00  0.00  104   12  1.00  0.40 
    6   0.00   0.00  0.00  0.00  100   11  1.00  0.40 
    7  -0.01   0.00  0.01  0.00   99   10  1.00  0.40 
    8  -0.01   0.00  0.01  0.00  112    8  1.00  0.40 
    9  -0.01   0.00  0.01  0.00   80    8  1.00  0.40 
   10   0.02   0.00  0.02  0.00   95    6  1.00  0.40 
   11   0.04   0.00  0.05  0.00  107   10  1.00  0.40 
   12   0.02   0.00  0.03  0.00   99   13  1.00  0.40 
   13   0.04   0.00  0.04  0.00  111    9  1.00  0.40 
   14   0.04   0.00  0.06  0.00   90   11  1.00  0.40 
   15   0.06   0.00  0.07  0.00  108   10  1.00  0.40 
   16   0.08   0.00  0.08  0.00   99    5  1.00  0.40 
   17   0.09   0.00  0.05  0.00   93   10  1.00  0.40 
   18   0.05   0.00  0.04  0.00  108   10  1.00  0.40 
   19   0.02   0.00  0.03  0.00   89    8  1.00  0.40 
   20   0.03   0.00  0.04  0.00  103    8  1.00  0.40 
   21   0.02   0.00  0.08  0.00  102   11  1.00  0.40 
   22   0.02   0.00  0.09  0.00  100   12  1.00  0.40 
   23   0.01   0.00  0.11  0.00  102   11  1.00  0.40 
   24  -0.02   0.00  0.13  0.00   77    8  1.00  0.40 
   25  -0.01   0.00  0.15  0.00  107    9  1.00  0.40 
   26   0.01   0.00  0.18  0.00  101   12  1.00  0.40 
   27   0.05   0.00  0.17  0.00  127   10  1.00  0.40 
   28   0.02   0.00  0.17  0.00   94    9  1.00  0.40 
   29   0.01   0.00  0.21  0.00   98   14  1.00  0.40 
   30  -0.02   0.00  0.18  0.00  103   14  1.00  0.40 
   31  -0.01   0.00  0.16  0.00  104    8  1.00  0.40 
   32  -0.04   0.00  0.21  0.00   84    9  1.00  0.40 
   33  -0.06   0.00  0.22  0.00  105   11  1.00  0.40 
   34  -0.05   0.00  0.24  0.00  128    9  1.00  0.40 
   35  -0.04   0.00  0.18  0.00   79    6  1.00  0.40 
   36  -0.03   0.00  0.16  0.00   94   11  1.00  0.40 
   37  -0.02   0.00  0.15  0.00  111    9  1.00  0.40 
   38  -0.02   0.00  0.16  0.00   99   13  1.00  0.40 
   39  -0.04   0.00  0.21  0.00  106    9  1.00  0.40 
   40  -0.06   0.00  0.23  0.00  105    9  1.00  0.40 
   41  -0.08   0.00  0.27  0.00   88   11  1.00  0.40 
   42  -0.10   0.00  0.29  0.00  104   14  1.00  0.40 
   43  -0.13   0.00  0.35  0.00   82   10  1.00  0.40 
   44  -0.10   0.00  0.36  0.00   93   12  1.00  0.40 
   45  -0.14   0.00  0.39  0.00  100    9  1.00  0.40 
   46  -0.14   0.00  0.35  0.00  110   10  1.00  0.40 
   47  -0.16   0.00  0.35  0.00  107    8  1.00  0.40 
   48  -0.17   0.00  0.36  0.00   96   13  1.00  0.40 
   49  -0.18   0.00  0.36  0.00   96   13  1.00  0.40 
   50  -0.23   0.00  0.37  0.00  109   12  1.00  0.40 
   51  -0.26   0.00  0.39  0.00   99   11  1.00  0.40 
   52  -0.23   0.00  0.36  0.00   91    6  1.00  0.40 
   53  -0.22   0.00  0.36  0.00  106    9  1.00  0.40 
   54  -0.19   0.00  0.37  0.00  117    9  1.00  0.40 
   55  -0.23   0.00  0.35  0.00   87   15  1.00  0.40 
   56  -0.29   0.00  0.40  0.00  103   11  1.00  0.40 
   57  -0.23   0.00  0.33  0.00   94   10  1.00  0.40 
   58  -0.23   0.00  0.40  0.00   92   12  1.00  0.40 
   59  -0.16   0.00  0.35  0.00   89    9  1.00  0.40 
   60  -0.16   0.00  0.35  0.00   94   10  1.00  0.40 
   61  -0.20   0.00  0.37  0.00   98   11  1.00  0.40 
   62  -0.19   0.00  0.35  0.00   96   12  1.00  0.40 
   63  -0.21   0.00  0.37  0.00  103   11  1.00  0.40 
   64  -0.14   0.00  0.35  0.00  105   11  1.00  0.40 
   65  -0.08   0.00  0.38  0.00  104   12  1.00  0.40 
   66  -0.10   0.00  0.36  0.00  102   13  1.00  0.40 
   67  -0.08   0.00  0.29  0.00   97   10  1.00  0.40 
   68   0.02   0.00  0.22  0.00   94    8  1.00  0.40 
   69  -0.01   0.00  0.23  0.00  107   10  1.00  0.40 
   70  -0.05   0.00  0.25  0.00   95   10  1.00  0.40 
   71  -0.10   0.00  0.20  0.00  102   12  1.00  0.40 
   72  -0.08   0.00  0.19  0.00   97   12  1.00  0.40 
   73  -0.07   0.00  0.15  0.00  112   12  1.00  0.40 
   74  -0.11   0.00  0.15  0.00   82   15  1.00  0.40 
   75  -0.16   0.00  0.20  0.00  105   10  1.00  0.40 
   76  -0.16   0.00  0.21  0.00   88   12  1.00  0.40 
   77  -0.17   0.00  0.17  0.00  101    9  1.00  0.40 
   78  -0.22   0.00  0.22  0.00  105   10  1.00  0.40 
   79  -0.21   0.00  0.23  0.00  111    7  1.00  0.40 
   80  -0.26   0.00  0.26  0.00   92    9  1.00  0.40 
   81  -0.24   0.00  0.26  0.00  102    8  1.00  0.40 
   82  -0.27   0.00  0.30  0.00  102   11  1.00  0.40 
   83  -0.28   0.00  0.34  0.00  109   10  1.00  0.40 
   84  -0.30   0.00  0.36  0.00   99   12  1.00  0.40 
   85  -0.29   0.00  0.34  0.00   92    9  1.00  0.40 
   86  -0.33   0.00  0.37  0.00  108    7  1.00  0.40 
   87  -0.28   0.00  0.33  0.00   96   10  1.00  0.40 
   88  -0.28   0.00  0.33  0.00   96   10  1.00  0.40 
   89  -0.29   0.00  0.33  0.00   98   11  1.00  0.40 
   90  -0.25   0.00  0.33  0.00  107   12  1.00  0.40 
   91  -0.24   0.00  0.33  0.00  105    9  1.00  0.40 
   92  -0.25   0.00  0.40  0.00  103    7  1.00  0.40 
   93  -0.26   0.00  0.40  0.00  105   10  1.00  0.40 
   94  -0.21   0.00  0.35  0.00   99    8  1.00  0.40 
   95  -0.26   0.00  0.39  0.00   93   11  1.00  0.40 
   96  -0.30   0.00  0.44  0.00  101    7  1.00  0.40 
   97  -0.29   0.00  0.41  0.00  101   12  1.00  0.40 
   98  -0.32   0.00  0.44  0.00  103   12  1.00  0.40 
