gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00 1000   11  1.00  0.40 
    2  -0.00   0.00  0.00  0.00  975    7  1.00  0.40 
    3  -0.00   0.00  0.01  0.00 1020   12  1.00  0.40 
    4   0.00   0.00  0.01  0.00  980   11  1.00  0.40 
    5  -0.00   0.00  0.01  0.00 1009   12  1.00  0.40 
    6   0.00   0.00  0.02  0.00  988   11  1.00  0.40 
    7   0.00   0.00  0.03  0.00  983    7  1.00  0.40 
    8   0.00   0.00  0.03  0.00 1038   11  1.00  0.40 
    9  -0.01   0.00  0.03  0.00 1011   12  1.00  0.40 
   10  -0.02   0.00  0.04  0.00 1000   12  1.00  0.40 
   11  -0.01   0.00  0.05  0.00  977    9  1.00  0.40 
   12   0.00   0.00  0.05  0.00 1002   14  1.00  0.40 
   13  -0.00   0.00  0.06  0.00 1025    9  1.00  0.40 
   14   0.00   0.00  0.07  0.00  966    8  1.00  0.40 
   15   0.00   0.00  0.08  0.00 1006    7  1.00  0.40 
   16   0.00   0.00  0.09  0.00 1075   12  1.00  0.40 
   17   0.01   0.00  0.08  0.00 1019   10  1.00  0.40 
   18   0.01   0.00  0.09  0.00 1022   12  1.00  0.40 
   19   0.01   0.00  0.09  0.00  983   10  1.00  0.40 
   20   0.00   0.00  0.11  0.00 1023   11  1.00  0.40 
   21  -0.01   0.00  0.11  0.00 1003   11  1.00  0.40 
   22  -0.02   0.00  0.11  0.00 1003    7  1.00  0.40 
   23  -0.03   0.00  0.11  0.00 1011   12  1.00  0.40 
   24  -0.03   0.00  0.12  0.00 1011   14  1.00  0.40 
   25  -0.01   0.00  0.12  0.00  964    8  1.00  0.40 
   26   0.01   0.00  0.12  0.00 1024    9  1.00  0.40 
   27   0.01   0.00  0.12  0.00 1021   13  1.00  0.40 
   28   0.01   0.00  0.14  0.00 1043   10  1.00  0.40 
   29   0.01   0.00  0.14  0.00 1007   10  1.00  0.40 
   30   0.01   0.00  0.14  0.00  988   12  1.00  0.40 
   31  -0.00   0.00  0.15  0.00 1006    6  1.00  0.40 
   32  -0.02   0.00  0.15  0.00 1008    9  1.00  0.40 
   33  -0.01   0.00  0.17  0.00 1031   13  1.00  0.40 
   34  -0.02   0.00  0.18  0.00 1074   12  1.00  0.40 
   35   0.01   0.00  0.17  0.00  990    9  1.00  0.40 
   36   0.02   0.00  0.18  0.00  976   11  1.00  0.40 
   37  -0.00   0.00  0.20  0.00  959   12  1.00  0.40 
   38   0.00   0.00  0.23  0.00 1019   10  1.00  0.40 
   39   0.00   0.00  0.26  0.00 1024    7  1.00  0.40 
   40   0.01   0.00  0.28  0.00  952   10  1.00  0.40 
   41  -0.01   0.00  0.29  0.00  995   10  1.00  0.40 
   42  -0.02   0.00  0.28  0.00 1026   11  1.00  0.40 
   43  -0.01   0.00  0.28  0.00 1015   11  1.00  0.40 
   44  -0.03   0.00  0.28  0.00 1008   12  1.00  0.40 
   45  -0.04   0.00  0.28  0.00  991   10  1.00  0.40 
   46  -0.03   0.00  0.29  0.00  977   14  1.00  0.40 
   47  -0.03   0.00  0.29  0.00 1002    9  1.00  0.40 
