initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00   92  108  1.00  0.40 
    2  -0.00   0.00  0.01  0.00  102   97  1.00  0.40 
    3   0.02   0.00  0.02  0.00  110  102  1.00  0.40 
    4   0.08   0.00  0.05  0.00   96  100  1.00  0.40 
    5   0.13   0.00  0.06  0.00   84  107  1.00  0.40 
    6   0.21   0.00  0.09  0.00   93  104  1.00  0.40 
    7   0.35  -0.01  0.17  0.01   97   94  1.00  0.40 
    8   0.62  -0.01  0.27  0.02   94  110  1.00  0.40 
    9   0.98   0.00  0.34  0.00  107   97  1.00  0.40 
   10   1.20   0.00  0.38  0.00  118   96  1.00  0.40 
   11   1.32   0.00  0.44  0.00  109  100  1.00  0.40 
   12   1.61   0.00  0.51  0.00   93  105  1.00  0.40 
   13   1.94   0.00  0.54  0.00  103   84  1.00  0.40 
   14   1.87   0.00  0.53  0.00   97  115  1.00  0.40 
   15   2.03   0.00  0.55  0.00  107  100  1.00  0.40 
   16   2.25   0.00  0.61  0.00  102  110  1.00  0.40 
   17   2.42   0.00  0.66  0.00  100   98  1.00  0.40 
   18   2.48   0.00  0.65  0.00  100   88  1.00  0.40 
   19   2.58   0.00  0.69  0.00  116  107  1.00  0.40 
   20   2.64   0.00  0.71  0.00   97   94  1.00  0.40 
   21   2.73   0.00  0.69  0.00   98  105  1.00  0.40 
#WARNING (Genome_Class::ExecuteMethod_removeMutations): removeMutations() should probably not be called from an late() event in a nonWF model; the removed mutation(s) will still influence fitness values until partway through the next generation.
   22   2.74   0.00  0.68  0.00  102  100  1.00  0.40 
   23  -0.08   0.00  0.14  0.00  117  101  1.00  0.40 
   24  -0.13   0.00  0.21  0.00  102  100  1.00  0.40 
   25  -0.14   0.00  0.23  0.00  111  108  1.00  0.40 
   26  -0.16   0.00  0.25  0.00   99  113  1.00  0.40 
   27  -0.23   0.02  0.31  0.01  113  104  1.00  0.40 
   28  -0.28   0.02  0.34  0.01  106  102  1.00  0.40 
   29  -0.33   0.00  0.39  0.00  104  101  1.00  0.40 
   30  -0.37   0.00  0.43  0.00  112   97  1.00  0.40 
   31  -0.48   0.00  0.55  0.00   93  109  1.00  0.40 
   32  -0.50   0.00  0.59  0.00  103   99  1.00  0.40 
   33  -0.46   0.00  0.59  0.00  109  103  1.00  0.40 
   34  -0.45   0.00  0.71  0.00   99  102  1.00  0.40 
   35  -0.57   0.00  0.78  0.00   91   92  1.00  0.40 
   36  -0.65   0.00  0.81  0.00   87   89  1.00  0.40 
   37  -0.94   0.00  0.85  0.00   86  102  1.00  0.40 
   38  -0.98   0.00  0.86  0.00  111   99  1.00  0.40 
   39  -1.21   0.00  0.93  0.00  106  104  1.00  0.40 
   40  -1.36   0.00  0.92  0.00   99   86  1.00  0.40 
   41  -1.30   0.00  0.93  0.00  100  108  1.00  0.40 
   42  -1.39   0.00  0.94  0.00  110   89  1.00  0.40 
   43  -1.53   0.00  1.02  0.00  107  107  1.00  0.40 
   44  -1.88   0.00  0.98  0.00   98   99  1.00  0.40 
   45  -2.15   0.00  0.94  0.00  107   94  1.00  0.40 
