initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  106  111  1.00  0.40 
    2   0.00   0.00  0.00  0.00  104  113  1.00  0.40 
    3   0.01   0.00  0.02  0.00  104  109  1.00  0.40 
    4   0.02   0.00  0.05  0.00  107   99  1.00  0.40 
    5   0.00   0.00  0.00  0.00  110  104  1.00  0.40 
    6  -0.00   0.00  0.01  0.00   85   98  1.00  0.40 
    7  -0.01   0.00  0.02  0.00  109   98  1.00  0.40 
    8  -0.03   0.00  0.04  0.00  106  100  1.00  0.40 
    9  -0.04   0.00  0.04  0.00   97   91  1.00  0.40 
   10  -0.06   0.00  0.08  0.00  105   90  1.00  0.40 
   11  -0.09   0.00  0.12  0.00  105  101  1.00  0.40 
   12  -0.10   0.00  0.11  0.00  103  103  1.00  0.40 
   13  -0.09   0.00  0.11  0.00  111   92  1.00  0.40 
   14  -0.07   0.00  0.07  0.00   84   89  1.00  0.40 
   15  -0.13   0.00  0.10  0.00   96   96  1.00  0.40 
   16  -0.20   0.00  0.16  0.00  104   92  1.00  0.40 
   17  -0.26   0.00  0.20  0.00   94  105  1.00  0.40 
   18  -0.37   0.00  0.28  0.00   97  105  1.00  0.40 
   19  -0.38   0.00  0.31  0.00  100  110  1.00  0.40 
   20  -0.43   0.00  0.35  0.00   91  102  1.00  0.40 
   21  -0.59   0.00  0.43  0.00  101  106  1.00  0.40 
   22  -0.67   0.00  0.47  0.00   95   91  1.00  0.40 
   23  -0.67   0.00  0.46  0.00  105   97  1.00  0.40 
   24  -0.80   0.00  0.49  0.00   89   92  1.00  0.40 
   25  -0.88   0.00  0.54  0.00   94   91  1.00  0.40 
   26  -0.90   0.00  0.56  0.00  102  106  1.00  0.40 
   27  -1.01   0.00  0.60  0.00  106  107  1.00  0.40 
   28  -1.15   0.00  0.64  0.00  109  106  1.00  0.40 
   29  -1.13   0.00  0.64  0.00   97  110  1.00  0.40 
   30  -1.31   0.00  0.74  0.00   81  100  1.00  0.40 
   31  -1.40   0.00  0.76  0.00   98   91  1.00  0.40 
   32  -1.50   0.00  0.78  0.00  103  102  1.00  0.40 
   33  -1.56   0.00  0.79  0.00  113  104  1.00  0.40 
   34  -1.63   0.00  0.81  0.00  106  103  1.00  0.40 
   35  -1.71   0.00  0.83  0.00   98   94  1.00  0.40 
   36  -1.73   0.00  0.83  0.00   87   86  1.00  0.40 
   37  -1.78   0.00  0.84  0.00  112  103  1.00  0.40 
   38  -1.83   0.00  0.88  0.00  104   88  1.00  0.40 
   39  -1.92   0.01  0.88  0.01   89  101  1.00  0.40 
   40  -1.95   0.01  0.88  0.01   95   97  1.00  0.40 
   41  -2.04   0.00  0.91  0.00   94  100  1.00  0.40 
   42  -2.11   0.00  0.90  0.00   87  109  1.00  0.40 
   43  -2.15   0.00  0.85  0.00  104   95  1.00  0.40 
   44  -2.21   0.00  0.83  0.00  113   90  1.00  0.40 
   45  -2.23   0.00  0.80  0.00   93  108  1.00  0.40 
   46  -2.27   0.00  0.81  0.00   96  105  1.00  0.40 
   47  -2.28   0.00  0.84  0.00   90   89  1.00  0.40 
   48  -2.23   0.00  0.79  0.00  108  104  1.00  0.40 
   49  -2.21   0.00  0.81  0.00   95   97  1.00  0.40 
   50  -2.26   0.00  0.81  0.00   99  102  1.00  0.40 
   51  -2.25   0.00  0.81  0.00   86   86  1.00  0.40 
   52  -2.23   0.00  0.77  0.00   98   88  1.00  0.40 
   53  -2.25   0.00  0.75  0.00  100   98  1.00  0.40 
   54  -2.28   0.00  0.80  0.00  107  110  1.00  0.40 
   55  -2.33   0.00  0.80  0.00  105   99  1.00  0.40 
   56  -2.30   0.00  0.77  0.00   97   96  1.00  0.40 
   57  -2.33   0.00  0.77  0.00   96   96  1.00  0.40 
   58  -2.33   0.00  0.77  0.00  107  100  1.00  0.40 
   59  -2.35   0.00  0.76  0.00  110  111  1.00  0.40 
   60  -2.35   0.00  0.77  0.00   95  113  1.00  0.40 
   61  -2.34  -0.00  0.75  0.01   95  109  1.00  0.40 
   62  -2.38  -0.00  0.85  0.02   95   90  1.00  0.40 
   63  -2.37  -0.00  0.83  0.02  104  116  1.00  0.40 
   64  -2.34   0.00  0.75  0.01   95  104  1.00  0.40 
   65  -2.36   0.00  0.80  0.01   96  104  1.00  0.40 
   66  -2.30   0.00  0.71  0.02   88   93  1.00  0.40 
   67  -2.26   0.00  0.72  0.02   99  104  1.00  0.40 
   68  -2.27   0.00  0.72  0.04   88  103  1.00  0.40 
   69  -2.28   0.00  0.65  0.03  107  105  1.00  0.40 
   70  -2.29   0.00  0.66  0.02  109   96  1.00  0.40 
   71  -2.30   0.00  0.67  0.04  112  106  1.00  0.40 
   72  -2.29   0.00  0.64  0.04  101  100  1.00  0.40 
   73  -2.32   0.01  0.72  0.04   92   95  1.00  0.40 
   74  -2.33   0.01  0.79  0.04   94   95  1.00  0.40 
   75  -2.32   0.00  0.75  0.02  103   92  1.00  0.40 
   76  -2.32   0.01  0.73  0.05  109   99  1.00  0.40 
   77  -2.32   0.01  0.72  0.03   99  104  1.00  0.40 
   78  -2.35   0.00  0.72  0.00   93   93  1.00  0.40 
   79  -2.40   0.00  0.76  0.00  117  103  1.00  0.40 
   80  -2.41   0.00  0.74  0.00   92  100  1.00  0.40 
   81  -2.42   0.00  0.76  0.00   95  102  1.00  0.40 
   82  -2.41   0.00  0.73  0.00   96  114  1.00  0.40 
   83  -2.37   0.00  0.75  0.00   92   82  1.00  0.40 
   84  -2.31   0.00  0.70  0.00  100  106  1.00  0.40 
   85  -2.31   0.00  0.72  0.00   95   91  1.00  0.40 
   86  -2.31   0.00  0.72  0.00  109   97  1.00  0.40 
   87  -2.29   0.00  0.71  0.00  108   89  1.00  0.40 
   88  -2.33   0.00  0.77  0.00  102   94  1.00  0.40 
   89  -2.33   0.00  0.77  0.00  107  103  1.00  0.40 
   90  -2.35   0.00  0.82  0.00   97   98  1.00  0.40 
   91  -2.40   0.00  0.88  0.00   98  103  1.00  0.40 
   92  -2.38   0.00  0.85  0.00  110   96  1.00  0.40 
   93  -2.39   0.00  0.94  0.00   91  101  1.00  0.40 
   94  -2.40   0.00  0.96  0.00   88  100  1.00  0.40 
   95  -2.45   0.00  1.00  0.00  109  102  1.00  0.40 
   96  -2.48   0.00  1.08  0.00   84   93  1.00  0.40 
   97  -2.46   0.00  1.08  0.00  103   92  1.00  0.40 
   98  -2.49   0.00  1.06  0.00   94  102  1.00  0.40 
   99  -2.48   0.00  1.00  0.00  112   92  1.00  0.40 
  100  -2.40   0.00  0.92  0.00   99   95  1.00  0.40 
  101  -2.32   0.00  0.85  0.01   97  102  1.00  0.40 
  102  -2.33   0.00  0.82  0.00  108   92  1.00  0.40 
  103  -2.30   0.00  0.84  0.00  105   90  1.00  0.40 
  104  -2.29   0.00  0.76  0.00   95   95  1.00  0.40 
  105  -2.31   0.00  0.75  0.00  112   97  1.00  0.40 
  106  -2.31   0.00  0.72  0.00  103  101  1.00  0.40 
  107  -2.32   0.00  0.70  0.00   94   99  1.00  0.40 
  108  -2.34   0.00  0.76  0.00  112   79  1.00  0.40 
  109  -2.39   0.00  0.80  0.00   94   96  1.00  0.40 
  110  -2.40   0.00  0.80  0.00  107  101  1.00  0.40 
  111  -2.41   0.00  0.78  0.00  108  107  1.00  0.40 
  112  -2.42   0.00  0.85  0.00  102  115  1.00  0.40 
  113  -2.43   0.00  0.79  0.00   88   94  1.00  0.40 
  114  -2.43   0.00  0.79  0.00  103   92  1.00  0.40 
  115  -2.44   0.00  0.78  0.00  100   89  1.00  0.40 
  116  -2.46   0.00  0.81  0.00  103   93  1.00  0.40 
  117  -2.48   0.00  0.79  0.00  102  101  1.00  0.40 
  118  -2.48   0.00  0.79  0.00  112   92  1.00  0.40 
  119  -2.42   0.00  0.75  0.00  105  106  1.00  0.40 
  120  -2.45   0.00  0.78  0.00  102  102  1.00  0.40 
  121  -2.48   0.00  0.80  0.00  101  111  1.00  0.40 
  122  -2.49   0.00  0.84  0.00   87   94  1.00  0.40 
  123  -2.56   0.00  0.96  0.00   86  106  1.00  0.40 
  124  -2.62   0.00  1.00  0.00  100  102  1.00  0.40 
  125  -2.68   0.00  1.02  0.00  108  100  1.00  0.40 
  126  -2.74   0.00  1.11  0.01  102  109  1.00  0.40 
  127  -2.72   0.00  1.12  0.02  106  103  1.00  0.40 
  128  -2.74   0.00  1.11  0.01  107   87  1.00  0.40 
  129  -2.76   0.00  1.14  0.01   90   93  1.00  0.40 
  130  -2.81   0.00  1.15  0.01   93   99  1.00  0.40 
  131  -2.77   0.01  1.12  0.03   94   99  1.00  0.40 
  132  -2.80   0.01  1.15  0.02  104   97  1.00  0.40 
  133  -2.80   0.01  1.16  0.02   98   91  1.00  0.40 
  134  -2.85   0.00  1.20  0.02  104  102  1.00  0.40 
  135  -2.94   0.01  1.33  0.03  100   98  1.00  0.40 
  136  -2.98   0.00  1.34  0.01  110  102  1.00  0.40 
  137  -3.06   0.00  1.40  0.00  101   89  1.00  0.40 
  138  -3.04   0.00  1.34  0.00   91  109  1.00  0.40 
  139  -3.09   0.00  1.38  0.00   96   99  1.00  0.40 
  140  -3.13   0.00  1.47  0.00  112   93  1.00  0.40 
  141  -3.10  -0.01  1.45  0.01   96  100  1.00  0.40 
  142  -3.14  -0.03  1.44  0.02   95  104  1.00  0.40 
  143  -3.08  -0.04  1.40  0.03   93  109  1.00  0.40 
  144  -3.10  -0.04  1.47  0.03  104  101  1.00  0.40 
  145  -2.96  -0.12  1.34  0.08   89   96  1.00  0.40 
  146  -3.01  -0.18  1.39  0.12  114   96  1.00  0.40 
  147  -3.02  -0.23  1.41  0.15  105   97  1.00  0.40 
  148  -3.00  -0.23  1.37  0.15   92  101  1.00  0.40 
  149  -2.98  -0.22  1.35  0.14  101  109  1.00  0.40 
