initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  108    6  1.00  0.40 
    2   0.00   0.00  0.00  0.00   97   12  1.00  0.40 
    3   0.00   0.00  0.00  0.00  105   11  1.00  0.40 
    4   0.00   0.00  0.00  0.00   96   11  1.00  0.40 
    5   0.00   0.00  0.00  0.00  100   10  1.00  0.40 
    6   0.00   0.00  0.00  0.00   99    6  1.00  0.40 
    7   0.00   0.00  0.00  0.00   90    6  1.00  0.40 
    8   0.00   0.00  0.00  0.00   98   12  1.00  0.40 
    9   0.00   0.00  0.00  0.00   91   12  1.00  0.40 
   10   0.00   0.00  0.00  0.00  102   10  1.00  0.40 
   11   0.00   0.00  0.00  0.00  101   10  1.00  0.40 
   12   0.00   0.00  0.00  0.00  109   10  1.00  0.40 
   13   0.01   0.00  0.02  0.00   93   11  1.00  0.40 
   14   0.01   0.00  0.02  0.00  101   10  1.00  0.40 
   15   0.01   0.00  0.01  0.00  100   10  1.00  0.40 
   16   0.00   0.00  0.00  0.00   94    8  1.00  0.40 
   17   0.02   0.00  0.02  0.00  104   13  1.00  0.40 
   18   0.04   0.00  0.04  0.00   96    7  1.00  0.40 
   19   0.04   0.00  0.07  0.00   95   10  1.00  0.40 
   20   0.01   0.00  0.04  0.00  105   10  1.00  0.40 
   21  -0.00   0.00  0.08  0.00  103    9  1.00  0.40 
   22   0.01   0.00  0.10  0.00  103   11  1.00  0.40 
   23   0.01   0.00  0.11  0.00   99   10  1.00  0.40 
   24   0.01   0.00  0.10  0.00   99   11  1.00  0.40 
   25   0.02   0.00  0.11  0.00  100    7  1.00  0.40 
   26   0.05   0.00  0.15  0.00   90   12  1.00  0.40 
   27   0.04   0.00  0.15  0.00   99   12  1.00  0.40 
   28   0.06   0.00  0.22  0.00  104   14  1.00  0.40 
   29   0.09   0.00  0.22  0.00   83   14  1.00  0.40 
   30   0.15   0.00  0.30  0.00   95   17  1.00  0.40 
   31   0.15   0.00  0.34  0.00   96   11  1.00  0.40 
   32   0.07   0.00  0.35  0.00   89   10  1.00  0.40 
   33  -0.03   0.00  0.33  0.00   85   12  1.00  0.40 
   34  -0.03   0.00  0.33  0.00   98   12  1.00  0.40 
   35   0.01   0.00  0.35  0.00  102   11  1.00  0.40 
   36  -0.01   0.00  0.33  0.00   87   10  1.00  0.40 
   37  -0.05   0.00  0.30  0.00  114    9  1.00  0.40 
   38  -0.05   0.00  0.29  0.00  110   13  1.00  0.40 
   39  -0.00   0.00  0.30  0.00  118   15  1.00  0.40 
   40   0.06   0.00  0.33  0.00  107   10  1.00  0.40 
   41   0.11   0.00  0.39  0.00  103    7  1.00  0.40 
   42   0.11   0.00  0.33  0.00  102   10  1.00  0.40 
   43   0.13   0.00  0.33  0.00  112    7  1.00  0.40 
   44   0.08   0.00  0.30  0.00   98   11  1.00  0.40 
   45   0.10   0.00  0.31  0.00   95    9  1.00  0.40 
   46   0.15   0.00  0.38  0.00   89    8  1.00  0.40 
   47   0.19   0.00  0.34  0.00   93   10  1.00  0.40 
   48   0.22   0.00  0.32  0.00  103   10  1.00  0.40 
   49   0.16   0.00  0.35  0.00   97    8  1.00  0.40 
   50   0.20   0.00  0.38  0.00   83   10  1.00  0.40 
   51   0.18   0.00  0.39  0.00   93    4  1.00  0.40 
   52   0.10   0.00  0.41  0.00   99    8  1.00  0.40 
   53   0.06   0.00  0.37  0.00  101   11  1.00  0.40 
   54   0.01   0.00  0.31  0.00  115    8  1.00  0.40 
   55  -0.03   0.00  0.35  0.00   86    8  1.00  0.40 
   56  -0.00   0.00  0.29  0.00   98    8  1.00  0.40 
   57   0.02   0.00  0.32  0.00  101    9  1.00  0.40 
   58  -0.00   0.00  0.28  0.00  102   12  1.00  0.40 
   59   0.01   0.00  0.34  0.00   92    9  1.00  0.40 
   60   0.06   0.00  0.33  0.00  117   13  1.00  0.40 
   61   0.06   0.00  0.32  0.00  106    8  1.00  0.40 
   62   0.01   0.00  0.29  0.00  116   13  1.00  0.40 
   63  -0.05   0.00  0.28  0.00   94   11  1.00  0.40 
   64  -0.06   0.00  0.33  0.00   99    9  1.00  0.40 
   65  -0.03   0.00  0.34  0.00  108   11  1.00  0.40 
   66  -0.03   0.00  0.28  0.00  101   10  1.00  0.40 
   67  -0.04   0.00  0.28  0.00   94   10  1.00  0.40 
   68  -0.08   0.00  0.29  0.00   99   12  1.00  0.40 
   69  -0.05   0.00  0.26  0.00   97   10  1.00  0.40 
   70  -0.12   0.00  0.34  0.00   93   10  1.00  0.40 
   71  -0.09   0.00  0.36  0.00   95    7  1.00  0.40 
   72  -0.10   0.00  0.31  0.00   88   11  1.00  0.40 
   73  -0.06   0.00  0.36  0.00  108    9  1.00  0.40 
   74  -0.05   0.00  0.33  0.00  108   10  1.00  0.40 
   75  -0.06   0.00  0.32  0.00   92   11  1.00  0.40 
   76  -0.08   0.00  0.30  0.00  104    9  1.00  0.40 
   77  -0.05   0.00  0.32  0.00  103   13  1.00  0.40 
   78  -0.03   0.00  0.30  0.00  123   10  1.00  0.40 
   79  -0.01   0.00  0.35  0.00  106   10  1.00  0.40 
   80   0.04   0.00  0.29  0.00   99   11  1.00  0.40 
   81  -0.02   0.00  0.35  0.00   90    9  1.00  0.40 
   82  -0.06   0.00  0.42  0.00  112   11  1.00  0.40 
   83  -0.03   0.00  0.46  0.00   82   11  1.00  0.40 
   84   0.01   0.00  0.44  0.00   90   13  1.00  0.40 
   85   0.08   0.00  0.42  0.00   99   13  1.00  0.40 
   86   0.14   0.00  0.40  0.00   96   10  1.00  0.40 
   87   0.19   0.00  0.44  0.00  111    8  1.00  0.40 
   88   0.15   0.00  0.44  0.00   95    9  1.00  0.40 
   89   0.10   0.00  0.47  0.00   95    7  1.00  0.40 
   90   0.20   0.00  0.50  0.00   93   10  1.00  0.40 
   91   0.20   0.00  0.56  0.00  114   11  1.00  0.40 
   92   0.16   0.00  0.66  0.00  103    9  1.00  0.40 
   93   0.30   0.00  0.77  0.00  104   10  1.00  0.40 
   94   0.34   0.00  0.77  0.00   89    6  1.00  0.40 
   95   0.29   0.00  0.88  0.00   95   10  1.00  0.40 
   96   0.33   0.00  0.79  0.00  110   10  1.00  0.40 
   97   0.13   0.00  0.86  0.00   84    8  1.00  0.40 
   98   0.20   0.00  0.86  0.00  101   12  1.00  0.40 
   99   0.23   0.00  0.91  0.00  116   11  1.00  0.40 
  100   0.27   0.00  0.92  0.00  123   10  1.00  0.40 
  101   0.37   0.00  0.94  0.00   98   12  1.00  0.40 
  102   0.30   0.00  0.95  0.00   95   10  1.00  0.40 
  103   0.18   0.00  0.93  0.00  102   10  1.00  0.40 
  104   0.23   0.00  0.94  0.00  101   10  1.00  0.40 
  105   0.38   0.00  0.95  0.00  102    9  1.00  0.40 
  106   0.18   0.00  1.04  0.00   87   10  1.00  0.40 
  107   0.09   0.00  1.06  0.00  108   10  1.00  0.40 
  108   0.09   0.00  1.11  0.00   94   10  1.00  0.40 
  109   0.09   0.00  1.10  0.00   95   12  1.00  0.40 
  110   0.19   0.00  1.11  0.00   97   11  1.00  0.40 
  111   0.02   0.00  1.12  0.00  103   15  1.00  0.40 
  112   0.02   0.00  1.10  0.00   99    7  1.00  0.40 
  113   0.08   0.00  1.15  0.00  109    9  1.00  0.40 
  114   0.02   0.00  1.20  0.00   98   10  1.00  0.40 
  115  -0.16   0.00  1.19  0.00   98    9  1.00  0.40 
  116  -0.28   0.00  1.22  0.00  109    7  1.00  0.40 
  117  -0.34   0.00  1.23  0.00  111   12  1.00  0.40 
  118  -0.17   0.00  1.21  0.00  101   12  1.00  0.40 
  119  -0.33   0.00  1.24  0.00  103   14  1.00  0.40 
  120  -0.37   0.00  1.24  0.00  108   10  1.00  0.40 
  121  -0.41   0.00  1.29  0.00   98    8  1.00  0.40 
  122  -0.40   0.00  1.28  0.00  112   10  1.00  0.40 
  123  -0.36   0.00  1.34  0.00  112   12  1.00  0.40 
  124  -0.21   0.00  1.27  0.00  107   15  1.00  0.40 
  125  -0.21   0.01  1.34  0.08   89   12  1.00  0.40 
  126  -0.22   0.00  1.31  0.00   93   11  1.00  0.40 
  127  -0.21   0.00  1.44  0.00  100   13  1.00  0.40 
  128  -0.17   0.00  1.40  0.00  101   11  1.00  0.40 
  129  -0.08   0.00  1.38  0.00  110    8  1.00  0.40 
  130  -0.10   0.00  1.39  0.00   90   10  1.00  0.40 
  131  -0.14   0.00  1.39  0.00   94   15  1.00  0.40 
  132  -0.27   0.00  1.42  0.00   90   13  1.00  0.40 
  133  -0.40   0.00  1.38  0.00  115   11  1.00  0.40 
  134  -0.29   0.00  1.39  0.00  102   10  1.00  0.40 
  135  -0.22   0.00  1.43  0.00  103   12  1.00  0.40 
  136  -0.39   0.00  1.38  0.00   88    9  1.00  0.40 
  137  -0.42   0.00  1.42  0.00   91   12  1.00  0.40 
  138  -0.45   0.00  1.38  0.00  102    8  1.00  0.40 
  139  -0.38   0.00  1.36  0.00   93   11  1.00  0.40 
  140  -0.50   0.00  1.38  0.00   93    8  1.00  0.40 
  141  -0.63   0.00  1.40  0.00   99    8  1.00  0.40 
  142  -0.69   0.00  1.34  0.00  100   11  1.00  0.40 
  143  -1.07   0.00  1.27  0.00   87   13  1.00  0.40 
  144  -1.10   0.00  1.29  0.00   87   10  1.00  0.40 
  145  -1.08   0.00  1.25  0.00  105    9  1.00  0.40 
  146  -1.18   0.00  1.27  0.00  114    9  1.00  0.40 
  147  -1.21   0.00  1.25  0.00   95   12  1.00  0.40 
  148  -1.31   0.00  1.24  0.00   98    5  1.00  0.40 
  149  -1.19   0.00  1.34  0.00   79   10  1.00  0.40 
  150  -1.25   0.00  1.43  0.00   99   13  1.00  0.40 
  151  -1.26   0.00  1.28  0.00  100   11  1.00  0.40 
  152  -1.24   0.00  1.24  0.00  100   11  1.00  0.40 
  153  -1.27   0.00  1.25  0.00   95    9  1.00  0.40 
  154  -1.36   0.00  1.16  0.00   92    8  1.00  0.40 
  155  -1.14   0.00  1.19  0.00  111   12  1.00  0.40 
  156  -1.16   0.00  1.21  0.00  102   12  1.00  0.40 
  157  -1.40   0.00  1.11  0.00  104   12  1.00  0.40 
  158  -1.49   0.00  1.07  0.00   92   14  1.00  0.40 
  159  -1.39   0.00  1.10  0.00  104    6  1.00  0.40 
  160  -1.35   0.00  1.13  0.00  107    8  1.00  0.40 
  161  -1.31   0.00  1.16  0.00   93   11  1.00  0.40 
  162  -1.39   0.00  1.16  0.00  101    9  1.00  0.40 
  163  -1.26   0.00  1.19  0.00   99    9  1.00  0.40 
  164  -1.23   0.00  1.21  0.00  103    9  1.00  0.40 
  165  -1.24   0.00  1.21  0.00   95   11  1.00  0.40 
  166  -1.22   0.00  1.23  0.00   92   10  1.00  0.40 
  167  -1.36   0.00  1.16  0.00   90   11  1.00  0.40 
  168  -1.39   0.00  1.19  0.00  107   12  1.00  0.40 
  169  -1.51   0.00  1.17  0.00  112   12  1.00  0.40 
  170  -1.45   0.00  1.20  0.00  115   13  1.00  0.40 
  171  -1.40   0.00  1.24  0.00  114   16  1.00  0.40 
  172  -1.48   0.00  1.24  0.00   97    4  1.00  0.40 
  173  -1.46   0.00  1.26  0.00   93    8  1.00  0.40 
  174  -1.37   0.00  1.28  0.00   91   10  1.00  0.40 
  175  -1.34   0.00  1.31  0.00   82    8  1.00  0.40 
  176  -1.45   0.00  1.32  0.00  100   12  1.00  0.40 
  177  -1.42   0.00  1.36  0.00   95    8  1.00  0.40 
  178  -1.32   0.00  1.38  0.00  100    6  1.00  0.40 
  179  -1.40   0.00  1.36  0.00   91   10  1.00  0.40 
  180  -1.43   0.00  1.41  0.00  100    7  1.00  0.40 
  181  -1.37   0.00  1.41  0.00   95   10  1.00  0.40 
  182  -1.33   0.00  1.36  0.00  104    6  1.00  0.40 
  183  -1.27   0.00  1.40  0.00   98    9  1.00  0.40 
  184  -1.21   0.00  1.42  0.00   86   13  1.00  0.40 
  185  -1.42   0.00  1.42  0.00  107    9  1.00  0.40 
  186  -1.26   0.00  1.46  0.00  104   10  1.00  0.40 
  187  -1.29   0.00  1.50  0.00   94   11  1.00  0.40 
  188  -1.29   0.00  1.54  0.00  106   11  1.00  0.40 
  189  -1.03   0.00  1.53  0.00   86    7  1.00  0.40 
  190  -0.95   0.00  1.56  0.00   99    7  1.00  0.40 
  191  -1.01   0.00  1.52  0.00   93    7  1.00  0.40 
  192  -1.13   0.00  1.54  0.00  106    8  1.00  0.40 
  193  -1.00   0.00  1.54  0.00   91    9  1.00  0.40 
  194  -1.05   0.00  1.51  0.00   98   10  1.00  0.40 
  195  -1.15   0.00  1.47  0.00  106   13  1.00  0.40 
  196  -1.27   0.00  1.48  0.00  112   10  1.00  0.40 
  197  -1.44   0.00  1.47  0.00   99    9  1.00  0.40 
  198  -1.51   0.00  1.43  0.00  100    8  1.00  0.40 
  199  -1.58   0.00  1.44  0.00   88    8  1.00  0.40 
  200  -1.56   0.00  1.44  0.00   93    8  1.00  0.40 
  201  -1.58   0.00  1.40  0.00   97   11  1.00  0.40 
  202  -1.52   0.00  1.41  0.00   96    9  1.00  0.40 
  203  -1.53   0.00  1.39  0.00  109    8  1.00  0.40 
  204  -1.60   0.00  1.44  0.00  107   10  1.00  0.40 
  205  -1.66   0.00  1.45  0.00   94   11  1.00  0.40 
  206  -1.61   0.00  1.43  0.00   94   12  1.00  0.40 
  207  -1.59   0.00  1.42  0.00   95   12  1.00  0.40 
