initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00   77  108  1.00  0.40 
    2   0.00   0.00  0.00  0.00   95   96  1.00  0.40 
    3   0.00   0.00  0.00  0.00   84   96  1.00  0.40 
    4   0.01   0.00  0.02  0.00   98   99  1.00  0.40 
    5  -0.01   0.00  0.01  0.00  109  101  1.00  0.40 
    6  -0.02   0.00  0.04  0.00   99  114  1.00  0.40 
    7  -0.03   0.00  0.07  0.00   99   97  1.00  0.40 
    8  -0.06   0.00  0.11  0.00  117   94  1.00  0.40 
    9  -0.08   0.00  0.10  0.00   96  101  1.00  0.40 
   10  -0.08   0.00  0.10  0.00   96  110  1.00  0.40 
   11  -0.12   0.00  0.14  0.00   99   98  1.00  0.40 
   12  -0.11   0.00  0.12  0.00   95  108  1.00  0.40 
   13  -0.16   0.00  0.17  0.00   98   98  1.00  0.40 
   14  -0.20   0.00  0.20  0.00  113  101  1.00  0.40 
   15  -0.24   0.00  0.26  0.00  107   91  1.00  0.40 
   16  -0.18   0.00  0.24  0.00  104  101  1.00  0.40 
   17  -0.28   0.00  0.32  0.00  122   97  1.00  0.40 
   18  -0.31   0.00  0.35  0.00   95  102  1.00  0.40 
   19  -0.34   0.00  0.39  0.00  100  100  1.00  0.40 
   20  -0.40   0.00  0.48  0.00  108  104  1.00  0.40 
   21  -0.49   0.00  0.58  0.00   94   93  1.00  0.40 
   22  -0.57   0.00  0.65  0.00  109  100  1.00  0.40 
   23  -0.63   0.00  0.70  0.00  110  110  1.00  0.40 
   24  -0.71   0.00  0.76  0.00  102  124  1.00  0.40 
   25  -0.79   0.00  0.83  0.00   94  100  1.00  0.40 
   26  -0.88   0.00  0.89  0.00  118  109  1.00  0.40 
   27  -0.92   0.00  0.89  0.00  103   91  1.00  0.40 
   28  -1.00   0.00  0.94  0.00   93  105  1.00  0.40 
   29  -0.99   0.00  0.94  0.00   96   88  1.00  0.40 
   30  -1.05   0.00  1.05  0.00  106  108  1.00  0.40 
   31  -1.14   0.00  1.06  0.00  108  101  1.00  0.40 
   32  -1.28   0.00  1.10  0.00  110   86  1.00  0.40 
   33  -1.37   0.00  1.16  0.00  118   86  1.00  0.40 
   34  -1.39   0.00  1.21  0.00   98  110  1.00  0.40 
   35  -1.52   0.00  1.30  0.00  100   92  1.00  0.40 
   36  -1.61   0.00  1.41  0.00  110   96  1.00  0.40 
   37  -1.68   0.01  1.42  0.01  118  108  1.00  0.40 
   38  -1.76   0.02  1.46  0.03  103  101  1.00  0.40 
   39  -1.78   0.03  1.44  0.04   98  104  1.00  0.40 
   40  -1.85   0.01  1.44  0.02  103   88  1.00  0.40 
#WARNING (Genome_Class::ExecuteMethod_removeMutations): removeMutations() should probably not be called from an late() event in a nonWF model; the removed mutation(s) will still influence fitness values until partway through the next generation.
   41  -1.87   0.01  1.42  0.01  105   96  1.00  0.40 
   42  -1.06   0.00  0.97  0.00   88   98  1.00  0.40 
   43  -1.11   0.00  1.00  0.00   95   96  1.00  0.40 
   44  -1.10   0.00  1.01  0.00  104  102  1.00  0.40 
   45  -1.17   0.00  1.06  0.00  116   97  1.00  0.40 
   46  -1.20   0.00  1.06  0.00   94  106  1.00  0.40 
   47  -1.28   0.00  1.12  0.00   88  111  1.00  0.40 
   48  -1.37  -0.01  1.19  0.01   97  100  1.00  0.40 
   49  -1.42  -0.02  1.20  0.02   95   90  1.00  0.40 
   50  -1.39  -0.05  1.17  0.05   95  107  1.00  0.40 
   51  -1.42  -0.09  1.21  0.09   89   96  1.00  0.40 
   52  -1.46  -0.14  1.23  0.13   98  102  1.00  0.40 
   53  -1.53  -0.16  1.28  0.15  106   89  1.00  0.40 
   54  -1.53  -0.23  1.28  0.20  116   97  1.00  0.40 
   55  -1.60  -0.33  1.29  0.28   89  100  1.00  0.40 
   56  -1.63  -0.36  1.33  0.31  103   92  1.00  0.40 
   57  -1.72  -0.43  1.36  0.36   99   94  1.00  0.40 
   58  -1.74  -0.47  1.39  0.38   91   97  1.00  0.40 
