gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00	 1000	 1000  1.00  0.40 
    2  -0.00  -0.00  0.01  0.00	 3000	 2000  1.00  0.40 
    3  -0.00  -0.00  0.01  0.00	 9000	 4000  1.00  0.40 
    4  -0.00  -0.00  0.02  0.00	 9956	 7996  1.00  0.40 
    5  -0.00  -0.00  0.03  0.00	10040	10005  1.00  0.40 
    6  -0.01  -0.00  0.04  0.00	 9955	10021  1.00  0.40 
    7  -0.01  -0.00  0.07  0.00	 9917	10092  1.00  0.40 
    8  -0.01  -0.00  0.09  0.00	10004	10050  1.00  0.40 
    9  -0.01   0.00  0.12  0.00	10164	10102  1.00  0.40 
   10  -0.01   0.00  0.16  0.00	10202	 9971  1.00  0.40 
   11  -0.02   0.00  0.20  0.01	 9935	 9933  1.00  0.40 
   12  -0.03   0.00  0.27  0.01	 9785	 9904  1.00  0.40 
   13  -0.06   0.00  0.36  0.01	 9940	 9970  1.00  0.40 
   14  -0.09   0.00  0.45  0.01	 9962	10065  1.00  0.40 
   15  -0.12  -0.00  0.55  0.01	 9956	10014  1.00  0.40 
   16  -0.17   0.00  0.65  0.01	 9898	 9968  1.00  0.40 
   17  -0.22   0.00  0.77  0.01	 9957	 9953  1.00  0.40 
   18  -0.24   0.00  0.86  0.01	 9940	10006  1.00  0.40 
   19  -0.27   0.00  0.94  0.01	 9943	10040  1.00  0.40 
   20  -0.32   0.00  1.00  0.01	10002	 9876  1.00  0.40 
   21  -0.34  -0.00  1.06  0.01	 9963	10104  1.00  0.40 
   22  -0.39  -0.00  1.10  0.01	10049	 9966  1.00  0.40 
   23  -0.43  -0.00  1.13  0.02	 9882	10109  1.00  0.40 
   24  -0.49  -0.00  1.16  0.02	10103	10103  1.00  0.40 
   25  -0.49  -0.00  1.18  0.02	10032	 9872  1.00  0.40 
   26  -0.53  -0.00  1.20  0.02	 9977	10014  1.00  0.40 
   27  -0.57  -0.00  1.21  0.03	10052	10086  1.00  0.40 
   28  -0.62  -0.01  1.23  0.03	 9974	 9961  1.00  0.40 
   29  -0.62  -0.01  1.24  0.04	10021	10077  1.00  0.40 
   30  -0.64  -0.00  1.25  0.04	 9922	 9989  1.00  0.40 
   31  -0.68  -0.01  1.26  0.04	 9970	10083  1.00  0.40 
   32  -0.69  -0.01  1.27  0.04	 9821	10012  1.00  0.40 
   33  -0.69  -0.02  1.28  0.05	 9987	 9877  1.00  0.40 
   34  -0.71  -0.03  1.28  0.06	10021	10146  1.00  0.40 
   35  -0.73  -0.04  1.28  0.07	10058	 9952  1.00  0.40 
   36  -0.71  -0.05  1.30  0.08	 9989	10001  1.00  0.40 
   37  -0.69  -0.07  1.30  0.10	 9949	 9885  1.00  0.40 
   38  -0.70  -0.11  1.31  0.12	10016	10036  1.00  0.40 
   39  -0.67  -0.14  1.33  0.15	 9946	 9970  1.00  0.40 
   40  -0.68  -0.19  1.34  0.18	10010	 9936  1.00  0.40 
   41  -0.63  -0.26  1.35  0.22	 9948	 9946  1.00  0.40 
   42  -0.59  -0.34  1.36  0.26	 9887	 9990  1.00  0.40 
   43  -0.53  -0.44  1.38  0.30	10161	 9990  1.00  0.40 
   44  -0.48  -0.55  1.39  0.36	10038	10144  1.00  0.40 
   45  -0.37  -0.67  1.40  0.41	10120	10053  1.00  0.40 
   46  -0.28  -0.78  1.43  0.47	10018	10063  1.00  0.40 
   47  -0.18  -0.88  1.44  0.52	10058	10165  1.00  0.40 
   48  -0.01  -1.00  1.47  0.57	 9858	 9908  1.00  0.40 
   49   0.17  -1.11  1.49  0.62	 9872	 9948  1.00  0.40 
   50   0.37  -1.22  1.51  0.66	 9973	 9982  1.00  0.40 
   51   0.55  -1.33  1.53  0.71	 9895	 9915  1.00  0.40 
   52   0.76  -1.41  1.56  0.74	 9868	 9979  1.00  0.40 
   53   0.97  -1.48  1.59  0.78	10137	10159  1.00  0.40 
   54   1.17  -1.53  1.61  0.80	 9950	 9891  1.00  0.40 
   55   1.32  -1.58  1.63  0.82	 9964	 9989  1.00  0.40 
   56   1.48  -1.60  1.64  0.83	 9914	10016  1.00  0.40 
   57   1.65  -1.63  1.65  0.86	 9983	10034  1.00  0.40 
   58   1.76  -1.65  1.67  0.88	10050	 9836  1.00  0.40 
   59   1.85  -1.66  1.68  0.89	10083	10018  1.00  0.40 
   60   1.98  -1.66  1.71  0.91	10060	10049  1.00  0.40 
   61   2.12  -1.64  1.70  0.92	 9906	 9943  1.00  0.40 
   62   2.22  -1.59  1.72  0.93	 9882	10143  1.00  0.40 
   63   2.30  -1.54  1.72  0.95	10020	10020  1.00  0.40 
   64   2.36  -1.46  1.73  0.96	 9894	 9919  1.00  0.40 
   65   2.41  -1.38  1.73  0.97	10009	10115  1.00  0.40 
   66   2.45  -1.25  1.75  0.99	10097	 9925  1.00  0.40 
   67   2.50  -1.11  1.75  1.01	10104	10005  1.00  0.40 
   68   2.54  -0.92  1.75  1.03	 9895	 9941  1.00  0.40 
   69   2.57  -0.71  1.75  1.05	 9989	 9905  1.00  0.40 
   70   2.61  -0.45  1.74  1.08	10004	10064  1.00  0.40 
   71   2.64  -0.17  1.75  1.10	 9938	10102  1.00  0.40 
   72   2.62   0.15  1.76  1.13	10103	 9917  1.00  0.40 
   73   2.59   0.50  1.78  1.17	10014	10044  1.00  0.40 
   74   2.59   0.84  1.81  1.21	10024	10027  1.00  0.40 
   75   2.58   1.17  1.83  1.26	10111	10008  1.00  0.40 
   76   2.54   1.49  1.86  1.30	 9821	10020  1.00  0.40 
   77   2.46   1.82  1.89  1.34	 9955	10153  1.00  0.40 
   78   2.35   2.10  1.92  1.38	10000	10040  1.00  0.40 
   79   2.17   2.35  1.96  1.42	10128	10020  1.00  0.40 
   80   1.98   2.54  2.01  1.45	 9836	10051  1.00  0.40 
   81   1.75   2.71  2.06  1.48	10018	 9941  1.00  0.40 
   82   1.44   2.85  2.12  1.51	 9893	 9988  1.00  0.40 
   83   1.14   2.97  2.17  1.53	10169	10024  1.00  0.40 
   84   0.83   3.07  2.22  1.55	10113	 9978  1.00  0.40 
   85   0.40   3.15  2.29  1.56	 9933	 9875  1.00  0.40 
   86  -0.04   3.21  2.35  1.58	10134	 9952  1.00  0.40 
   87  -0.41   3.25  2.38  1.59	10022	 9967  1.00  0.40 
   88  -0.79   3.28  2.42  1.60	 9899	10044  1.00  0.40 
   89  -1.11   3.31  2.45  1.60	10016	 9995  1.00  0.40 
   90  -1.34   3.34  2.47  1.61	 9951	10015  1.00  0.40 
   91  -1.61   3.36  2.49  1.61	 9911	 9961  1.00  0.40 
   92  -1.95   3.37  2.50  1.62	 9987	10044  1.00  0.40 
   93  -2.13   3.38  2.51  1.63	10080	 9985  1.00  0.40 
   94  -2.26   3.40  2.50  1.65	 9966	10048  1.00  0.40 
   95  -2.37   3.42  2.50  1.66	10038	 9969  1.00  0.40 
   96  -2.54   3.43  2.50  1.67	 9952	10013  1.00  0.40 
   97  -2.66   3.45  2.50  1.68	10056	10076  1.00  0.40 
   98  -2.81   3.47  2.50  1.69	10079	 9975  1.00  0.40 
   99  -2.96   3.48  2.50  1.70	10014	10020  1.00  0.40 
  100  -3.07   3.49  2.49  1.70	 9921	10021  1.00  0.40 
