initializeSLiMOptions(dimensionality = 'x');
initializeMutationType(1, 0.5, "n", 0, 1);
initializeMutationType(2, 0.5, "n", 0, 1);
initializeGenomicElementType(1, c(m1, m2), c(10, 1));
initializeGenomicElement(g1, 0, 99999);
initializeMutationRate(1e-07);
initializeRecombinationRate(1e-08);

// Starting run at generation <start>:
1 

gen	pheno_p	pheno_h	div_p	div_h	ind_p	ind_h	sig_K	sig_C
    1   0.00   0.00  0.00  0.00  109    7  1.00  0.40 
    2  -0.00   0.00  0.01  0.00   98    8  1.00  0.40 
    3  -0.00   0.00  0.01  0.00  107   13  1.00  0.40 
    4  -0.00   0.00  0.01  0.00   98   11  1.00  0.40 
    5  -0.01   0.00  0.02  0.00  100    7  1.00  0.40 
    6  -0.01   0.00  0.02  0.00  110   12  1.00  0.40 
    7   0.00   0.00  0.02  0.00  106   10  1.00  0.40 
    8   0.00   0.00  0.03  0.00  102   12  1.00  0.40 
    9   0.00   0.00  0.03  0.00  104    7  1.00  0.40 
   10   0.00   0.00  0.03  0.00  100   12  1.00  0.40 
   11  -0.00   0.00  0.04  0.00  109    8  1.00  0.40 
   12  -0.01   0.00  0.05  0.00   94   12  1.00  0.40 
   13   0.01   0.00  0.05  0.00   84    8  1.00  0.40 
   14   0.01   0.00  0.05  0.00  105   11  1.00  0.40 
   15   0.01   0.00  0.05  0.00   88   11  1.00  0.40 
   16   0.03   0.00  0.05  0.00  103   14  1.00  0.40 
   17   0.00   0.00  0.04  0.00   99    9  1.00  0.40 
   18   0.01   0.00  0.04  0.00   98   13  1.00  0.40 
   19   0.02   0.00  0.07  0.00   98    9  1.00  0.40 
   20   0.04   0.00  0.12  0.00  109   13  1.00  0.40 
   21   0.06   0.00  0.15  0.00  101   11  1.00  0.40 
   22   0.06   0.00  0.20  0.00  105   11  1.00  0.40 
   23   0.11   0.00  0.23  0.00  100    9  1.00  0.40 
   24   0.12   0.00  0.24  0.00  110    8  1.00  0.40 
   25   0.13   0.00  0.25  0.00   95    9  1.00  0.40 
   26   0.13   0.00  0.29  0.00  114   10  1.00  0.40 
   27   0.15   0.00  0.32  0.00  115   12  1.00  0.40 
   28   0.11   0.00  0.24  0.00  109   12  1.00  0.40 
   29   0.11   0.00  0.24  0.00   86    7  1.00  0.40 
   30   0.10   0.00  0.22  0.00  100   11  1.00  0.40 
